DISP, '2013-08-01-00:00:00' 
735488.916667,25.952239
735488.958333,25.968677
735489.000000,25.967453
735489.041667,26.014526
735489.083333,26.001217
735489.125000,26.006027
735489.166667,25.987934
735489.208333,25.980242
735489.250000,25.962791
735489.291667,25.963240
735489.333333,25.961647
735489.375000,25.924814
735489.416667,25.902285
735489.458333,25.880174
735489.500000,25.851308
735489.541667,25.842331
735489.583333,25.845283
735489.625000,25.839956
735489.666667,25.833532
735489.708333,25.815186
735489.750000,25.819194
735489.791667,25.807751
735489.833333,25.822557
735489.875000,25.830709
735489.916667,25.822847
735489.958333,25.839999
735490.000000,25.833486
735490.041667,25.820286
735490.083333,25.806419
735490.125000,25.804059
735490.166667,25.789123
735490.208333,25.792199
735490.250000,25.818023
735490.291667,25.821460
735490.333333,25.782203
735490.375000,25.770142
735490.416667,25.741348
735490.458333,25.737792
735490.500000,25.736548
735490.541667,25.715703
735490.583333,25.719342
735490.625000,25.731872
735490.666667,25.737165
735490.708333,25.752905
735490.750000,25.778549
735490.791667,25.799449
735490.833333,25.829070
735490.875000,25.840815
735490.916667,25.856726
735490.958333,25.869995
735491.000000,25.860383
735491.041667,25.877007
735491.083333,25.853491
735491.125000,25.839091
735491.166667,25.865501
735491.208333,25.859994
735491.250000,25.818414
735491.291667,25.781811
735491.333333,25.752194
735491.375000,25.728027
735491.416667,25.729666
735491.458333,25.675489
735491.500000,25.691934
735491.541667,25.697344
735491.583333,25.727136
735491.625000,25.705051
735491.666667,25.704611
735491.708333,25.708747
735491.750000,25.741323
735491.791667,25.726496
735491.833333,25.760903
735491.875000,25.767168
735491.916667,25.769014
735491.958333,25.740488
735492.000000,25.749786
735492.041667,25.752743
735492.083333,25.749450
735492.125000,25.770766
735492.166667,25.766025
735492.208333,25.748989
735492.250000,25.713864
735492.291667,25.699104
735492.333333,25.671269
735492.375000,25.707699
735492.416667,25.725464
735492.458333,25.724746
735492.500000,25.712340
735492.541667,25.695915
735492.583333,25.676136
735492.625000,25.676430
735492.666667,25.693082
735492.708333,25.704633
735492.750000,25.721161
735492.791667,25.765705
735492.833333,25.762859
735492.875000,25.791180
735492.916667,25.826040
735492.958333,25.828242
735493.000000,25.834309
735493.041667,25.849884
735493.083333,25.842870
735493.125000,25.830467
735493.166667,25.815228
735493.208333,25.816462
735493.250000,25.833195
735493.291667,25.803418
735493.333333,25.788725
735493.375000,25.794765
735493.416667,25.780513
735493.458333,25.801494
735493.500000,25.810414
735493.541667,25.823697
735493.583333,25.819740
735493.625000,25.847390
735493.666667,25.852916
735493.708333,25.849481
735493.750000,25.841758
735493.791667,25.824162
735493.833333,25.829737
735493.875000,25.850392
735493.916667,25.857557
735493.958333,25.872072
735494.000000,25.855838
735494.041667,25.872173
735494.083333,25.837207
735494.125000,25.842533
735494.166667,25.878601
735494.208333,25.843084
735494.250000,25.844537
735494.291667,25.851956
735494.333333,25.814026
735494.375000,25.781065
735494.416667,25.758923
735494.458333,25.726233
735494.500000,25.749081
735494.541667,25.737905
735494.583333,25.730813
735494.625000,25.730203
735494.666667,25.739217
735494.708333,25.763813
735494.750000,25.786689
735494.791667,25.780138
735494.833333,25.796605
735494.875000,25.802498
735494.916667,25.821774
735494.958333,25.827399
735495.000000,25.802551
735495.041667,25.804031
735495.083333,25.792150
735495.125000,25.782647
735495.166667,25.805853
735495.208333,25.793355
735495.250000,25.785308
735495.291667,25.807411
735495.333333,25.809944
735495.375000,25.798140
735495.416667,25.775395
735495.458333,25.772506
735495.500000,25.787907
735495.541667,25.784902
735495.583333,25.765135
735495.625000,25.785689
735495.666667,25.812257
735495.708333,25.821501
735495.750000,25.843690
735495.791667,25.836388
735495.833333,25.821238
735495.875000,25.829174
735495.916667,25.820421
735495.958333,25.849966
735496.000000,25.840809
735496.041667,25.873163
735496.083333,25.865577
735496.125000,25.860426
735496.166667,25.847855
735496.208333,25.812924
735496.250000,25.791601
735496.291667,25.763265
735496.333333,25.743978
735496.375000,25.746010
735496.416667,25.724215
735496.458333,25.672188
735496.500000,25.699051
735496.541667,25.672307
735496.583333,25.657446
735496.625000,25.670800
735496.666667,25.674434
735496.708333,25.663704
735496.750000,25.661278
735496.791667,25.677408
735496.833333,25.658585
735496.875000,25.657703
735496.916667,25.678398
735496.958333,25.671568
735497.000000,25.682798
735497.041667,25.641126
735497.083333,25.658855
735497.125000,25.658101
735497.166667,25.653076
735497.208333,25.690570
735497.250000,25.693974
735497.291667,25.677666
735497.333333,25.658686
735497.375000,25.666583
735497.416667,25.649793
735497.458333,25.633616
735497.500000,25.639537
735497.541667,25.622442
735497.583333,25.620288
735497.625000,25.596493
735497.666667,25.591990
735497.708333,25.594451
735497.750000,25.623413
735497.791667,25.661013
735497.833333,25.715470
735497.875000,25.729493
735497.916667,25.716197
735497.958333,25.717881
735498.000000,25.735504
735498.041667,25.734383
735498.083333,25.729151
735498.125000,25.731948
735498.166667,25.702101
735498.208333,25.709074
735498.250000,25.686744
735498.291667,25.676097
735498.333333,25.647947
735498.375000,25.609963
735498.416667,25.614297
735498.458333,25.598915
735498.500000,25.609876
735498.541667,25.612085
735498.583333,25.625361
735498.625000,25.623127
735498.666667,25.636210
735498.708333,25.656105
735498.750000,25.709112
735498.791667,25.704428
735498.833333,25.739041
735498.875000,25.734561
735498.916667,25.740504
735498.958333,25.779709
735499.000000,25.814856
735499.041667,25.810893
735499.083333,25.805529
735499.125000,25.780556
735499.166667,25.769962
735499.208333,25.773778
735499.250000,25.741987
735499.291667,25.743064
735499.333333,25.734492
735499.375000,25.716327
735499.416667,25.729295
735499.458333,25.703046
735499.500000,25.696980
735499.541667,25.672362
735499.583333,25.680303
735499.625000,25.638348
735499.666667,25.634997
735499.708333,25.630982
735499.750000,25.665447
735499.791667,25.699455
735499.833333,25.745388
735499.875000,25.789849
735499.916667,25.786093
735499.958333,25.791874
735500.000000,25.799610
735500.041667,25.800997
735500.083333,25.805569
735500.125000,25.818920
735500.166667,25.771600
735500.208333,25.747857
735500.250000,25.731692
735500.291667,25.723099
735500.333333,25.686661
735500.375000,25.680780
735500.416667,25.648275
735500.458333,25.618119
735500.500000,25.596743
735500.541667,25.585514
735500.583333,25.559738
