Depl-Y1, '1993-08-16-12:00:00' 
736971.260417,6.986190
736978.270833,6.802964
736985.281250,6.756737
736992.291667,7.553369
736999.302083,6.989546
737006.312500,6.808437
737013.322917,6.276288
737020.333333,6.241579
737027.343750,6.983337
737034.354167,7.371058
737041.364583,8.054246
737048.375000,7.496197
737055.385417,7.044901
737062.395833,6.822090
737069.406250,6.909676
737076.416667,6.557918
737083.427083,6.884943
737090.437500,7.657929
737097.447917,7.417284
737104.458333,7.141181
737111.468750,6.403244
737118.479167,7.455087
737125.489583,7.322829
737132.500000,7.224631
737139.510417,6.615603
737146.520833,6.589823
737153.531250,5.837480
737160.541667,6.302704
737167.552083,5.812280
737174.562500,6.231939
737181.572917,6.712785
737188.583333,6.340338
737195.593750,6.270402
737202.604167,5.923433
