LTU014PIAEVA920', 
735511,-18.08
735511.5,-18.03
735512,-18.04
735512.5,-18
735513,-18.02
735513.5,-17.99
735514,-17.99
735514.5,-17.99
735515,-18
735515.5,-17.97
735516,-17.98
735517,-17.96
735517.5,-17.91
735518,-17.94
735518.5,-17.92
735519,-17.94
735519.5,-17.91
735520,-17.33
735520.5,-17.92
735521,-17.94
735521.5,-17.92
735522,-17.92
735522.5,-17.89
735523,-17.91
735523.5,-17.89
735524,-17.88
735524.5,-17.89
735525,-17.89
735525.5,-17.88
735526,-17.87
735526.5,-17.82
735527,-17.82
735527.5,-17.81
735528,-17.78
735528.5,-17.74
735529,-17.74
735529.5,-17.73
735530,-17.72
735530.5,-17.69
735531,-17.67
735531.5,-17.64
735532,-17.63
735532.5,-17.59
735533,-17.59
735533.5,-17.58
735534,-17.55
735534.5,-17.52
735535,-17.51
735535.5,-17.47
735536,-17.47
735536.5,-17.43
735537,-17.42
735537.5,-17.35
735538,-17.35
735538.5,-17.33
735539,-17.33
735539.5,-17.32
735540,-17.32
735540.5,-17.3
735541,-17.29
735541.5,-17.21
735542,-17.22
735542.5,-17.16
735543,-17.17
735543.5,-17.15
735544,-17.13
735544.5,-17.13
735545,-17.14
735545.5,-17.14
735546,-17.12
735546.5,-17.11
735547,-17.09
735547.5,-17.07
735548,-17.06
735548.5,-17.04
735549,-17.03
735549.5,-17.01
735550,-16.99
735550.5,-16.96
735551,-16.93
735551.5,-16.91
735552,-16.88
735552.5,-16.87
735553,-16.86
735553.5,-16.84
735554,-16.84
735554.5,-16.83
735555,-16.82
735555.5,-16.79
735556,-16.81
735556.5,-16.83
735557,-16.81
735557.5,-16.78
735558,-16.75
735558.5,-16.7
735559,-16.71
735559.5,-16.67
735560,-16.66
735560.5,-16.65
735561,-16.65
735561.5,-16.63
735562,-16.63
735562.5,-16.61
735563,-16.6
735563.5,-16.58
735564,-16.54
735564.5,-16.53
735565,-16.52
735565.5,-16.48
735566,-16.47
735566.5,-16.44
735567,-16.43
735567.5,-16.41
735568,-16.4
735568.5,-16.42
735569,-16.41
735569.5,-16.38
735570,-16.37
735570.5,-16.36
735571,-16.36
735571.5,-16.34
735572,-16.33
735572.5,-16.32
735573,-16.31
735573.5,-16.31
735574,-16.3
735574.5,-16.28
735575,-16.28
735575.5,-16.26
735576,-16.22
735576.5,-16.19
735577,-16.18
735577.5,-16.19
735578,-16.21
735578.5,-16.2
735579,-16.17
735579.5,-16.17
735580,-16.17
735580.5,-16.21
735581,-16.22
735581.5,-16.19
735582,-16.2
735582.5,-16.23
735583,-16.25
735583.5,-16.26
735584,-16.26
735584.5,-16.26
735585,-16.3
735585.5,-16.29
735586,-16.29
735586.5,-16.28
735587,-16.28
735587.5,-16.29
735588,-16.3
735588.5,-16.31
735589,-16.33
735589.5,-16.33
735590,-16.34
735590.5,-16.35
735591,-16.36
735591.5,-16.36
735592,-16.37
735592.5,-16.36
735593,-16.4
735593.5,-16.41
735594,-16.44
735594.5,-16.44
735595,-16.43
735595.5,-16.44
735596,-16.46
735596.5,-16.44
735597,-16.43
735597.5,-16.47
735598,-16.48
735598.5,-16.48
735599,-16.53
735599.5,-16.54
735600,-16.57
735600.5,-16.59
735606,-16.77
735606.5,-16.61
735607,-16.61
735607.5,-16.58
735608,-16.58
735608.5,-16.56
735609,-16.56
735609.5,-16.54
735610,-16.54
735610.5,-16.53
735611,-16.5
735611.5,-16.49
735612,-16.51
735612.5,-16.51
735613,-16.51
735613.5,-16.49
735614,-16.49
735614.5,-16.49
735615,-16.49
735615.5,-16.49
735616,-16.48
735616.5,-16.49
735617,-16.48
735617.5,-16.49
735618,-16.48
735618.5,-16.49
735619,-16.48
735619.5,-16.47
735620,-16.49
735620.5,-16.5
735621,-16.53
735621.5,-16.53
735622,-16.53
735622.5,-16.54
735623,-16.56
735623.5,-16.55
735624,-16.56
735624.5,-16.57
735625,-16.58
735625.5,-16.56
735626,-16.59
735626.5,-16.6
735627,-16.62
735627.5,-16.62
735628,-16.62
735628.5,-16.63
735629,-16.62
735629.5,-16.62
735630,-16.62
735630.5,-16.59
735631,-16.58
735631.5,-16.58
735632,-16.57
735632.5,-16.56
735633,-16.56
735633.5,-16.56
735634,-16.57
735634.5,-16.56
735635,-16.56
735635.5,-16.55
735636,-16.57
735636.5,-16.57
735637,-16.57
735637.5,-16.56
735638,-16.56
735638.5,-16.56
735639,-16.56
735639.5,-16.55
735640,-16.57
735640.4167,-16.55
735640.4583,-16.55
735640.5,-16.55
735640.5417,-16.55
735640.5833,-16.55
735641.4583,-16.68
735641.5,-16.67
735641.5417,-16.67
735641.5833,-16.67
735641.625,-16.67
735641.6667,-16.66
735641.7083,-16.66
735641.75,-16.65
735641.7917,-16.65
735641.8333,-16.65
735641.875,-16.66
735641.9167,-16.66
735641.9583,-16.66
735642,-16.67
735642.0417,-16.67
735642.0833,-16.67
735642.125,-16.67
735642.1667,-16.68
735642.2083,-16.68
735642.25,-16.68
735642.2917,-16.68
735642.3333,-16.68
735642.375,-16.67
735642.4167,-16.68
735642.4583,-16.67
735642.5,-16.68
735642.5417,-16.68
735642.5833,-16.69
735642.625,-16.69
735642.6667,-16.69
735642.7083,-16.68
735642.75,-16.68
735642.7917,-16.68
735642.8333,-16.69
735642.875,-16.68
735642.9167,-16.69
735642.9583,-16.68
735643,-16.68
735643.0417,-16.68
735643.0833,-16.68
735643.125,-16.68
735643.1667,-16.68
735643.2083,-16.68
735643.25,-16.68
735643.2917,-16.68
735643.3333,-16.68
735643.375,-16.68
735643.4167,-16.68
735643.4583,-16.67
735643.5,-16.66
735643.5417,-16.66
735643.5833,-16.66
735643.625,-16.67
735643.6667,-16.67
735643.7083,-16.66
735643.75,-16.66
735643.7917,-16.65
735643.8333,-16.65
735643.875,-16.65
735643.9167,-16.65
735643.9583,-16.63
735644,-16.65
735644.0417,-16.65
735644.0833,-16.65
735644.125,-16.65
735644.1667,-16.64
735644.2083,-16.64
735644.25,-16.65
735644.2917,-16.65
735644.3333,-16.65
735644.375,-16.65
735644.4167,-16.66
735644.4583,-16.65
735644.5,-16.65
735644.5417,-16.66
735644.5833,-16.66
735644.625,-16.66
735644.6667,-16.65
735644.7083,-16.65
735644.75,-16.65
735644.7917,-16.65
735644.8333,-16.65
735644.875,-16.65
735644.9167,-16.65
735644.9583,-16.65
735645,-16.65
735645.0417,-16.65
735645.0833,-16.65
735645.125,-16.65
735645.1667,-16.66
735645.2083,-16.66
735645.25,-16.66
735645.2917,-16.65
735645.3333,-16.65
735645.375,-16.66
735645.4167,-16.67
735645.4583,-16.66
735645.5,-16.66
735645.5417,-16.67
735645.5833,-16.67
735645.625,-16.67
735645.6667,-16.66
735645.7083,-16.66
735645.75,-16.65
735645.7917,-16.66
735645.8333,-16.67
735645.875,-16.66
735645.9167,-16.66
735645.9583,-16.66
735646,-16.66
735646.0417,-16.66
735646.0833,-16.66
735646.125,-16.67
735646.1667,-16.67
735646.2083,-16.67
735646.25,-16.66
735646.2917,-16.66
735646.3333,-16.66
735646.375,-16.66
735646.4167,-16.66
735646.4583,-16.66
735646.5,-16.66
735646.5417,-16.66
735646.5833,-16.66
735646.625,-16.66
735646.6667,-16.66
735646.7083,-16.65
735646.75,-16.64
735646.7917,-16.64
735646.8333,-16.64
735646.875,-16.64
735646.9167,-16.64
735646.9583,-16.65
735647,-16.65
735647.0417,-16.65
735647.0833,-16.65
735647.125,-16.65
735647.1667,-16.66
735647.2083,-16.66
735647.25,-16.65
735648.5,-16.66
735649,-16.67
735649.5,-16.66
735650,-16.66
735650.5,-16.63
735651,-16.64
735651.5,-16.65
735652,-16.63
735652.5,-16.62
735653,-16.61
735653.5,-16.63
735654,-16.62
735654.5,-16.62
735655,-16.63
735655.5,-16.64
735656,-16.64
735656.5,-16.66
735657,-16.68
735657.5,-16.69
735658,-16.69
735658.5,-16.68
735659,-16.69
735659.5,-16.72
735660,-16.72
735660.5,-16.7
735661,-16.7
735661.5,-16.7
735662,-16.7
735662.5,-16.71
735663,-16.71
735663.5,-16.71
735664,-16.72
735664.5,-16.73
735665,-16.75
735665.5,-16.75
735666,-16.72
735666.5,-16.69
735667,-16.69
735667.5,-16.7
735668,-16.7
735668.5,-16.69
735669,-16.67
735669.5,-16.66
735670,-16.65
735670.5,-16.64
735671,-16.65
735671.5,-16.66
735672,-16.67
735672.5,-16.68
735673,-16.7
735673.5,-16.68
735674,-16.67
735674.5,-16.67
735675,-16.69
735675.5,-16.68
735676,-16.7
735676.5,-16.7
735677,-16.7
735677.5,-16.71
735678,-16.7
735678.5,-16.69
735679,-16.67
735679.5,-16.66
735680,-16.67
735680.5,-16.68
735681,-16.69
735681.5,-16.68
735682,-16.69
735682.5,-16.72
735682.9583,-16.71
735683.5,-16.72
735683.9583,-16.72
735684.5,-16.7
735684.9583,-16.7
735685.5,-16.73
735685.9583,-16.72
735686.5,-16.71
735686.9583,-16.69
735687.5,-16.67
735687.9583,-16.66
735688.5,-16.68
735688.9583,-16.67
735689.5,-16.65
735689.9583,-16.68
735690.5,-16.69
735690.9583,-16.7
735691.5,-16.71
735691.9583,-16.72
735692.5,-16.73
735692.9583,-16.73
735693.5,-16.73
735693.9583,-16.73
735694.5,-16.75
735694.9583,-16.74
735695.5,-16.74
735695.9583,-16.74
735696.5,-16.76
735697,-16.76
735697.5,-16.76
735698,-16.76
735698.5,-16.76
735699,-16.77
735699.5,-16.79
735700,-16.81
735700.5,-16.82
735701,-16.85
735701.5,-16.85
735702,-16.86
735702.5,-16.86
735703,-16.86
735703.5,-16.87
735704,-16.9
735704.5,-16.9
735705,-16.92
735705.5,-16.91
735706,-16.93
735706.5,-16.94
735707,-16.95
735707.5,-16.97
735708,-16.98
735708.5,-16.98
735709,-17
735711.5,-17.08
735712,-17.08
735712.5,-17.09
735713,-17.07
735713.5,-17.08
735714,-17.1
735714.5,-17.09
735715,-17.12
735715.5,-17.1
735716,-17.11
735716.5,-17.11
735717,-17.23
735717.5,-17.3
735718,-17.31
735718.5,-17.31
735719,-17.26
735719.5,-17.2
735720,-17.15
735720.5,-17.19
735721,-17.07
735721.5,-17.07
735722,-17.08
735722.5,-17.08
735723,-17.08
735723.5,-17.09
735724,-17.1
735724.5,-17.09
735725,-17.09
735725.5,-17.08
735726,-17.09
735726.5,-17.07
735727,-17.11
735727.5,-17.08
735728,-17.11
735728.5,-17.11
735729,-17.11
735729.5,-17.14
735730,-17.18
735730.5,-17.18
735731,-17.17
735731.5,-17.14
735732,-17.16
735732.5,-17.12
735733,-16.99
735733.5,-17.02
735734,-16.98
735734.5,-17.07
735735,-17.3
735735.5,-17.36
735736,-17.36
735736.5,-17.38
735737,-17.4
735737.5,-17.36
735738,-17.41
735738.5,-17.38
735739,-17.43
735739.5,-17.4
735740,-17.48
735740.5,-17.48
735741,-17.56
735741.5,-17.55
735742,-17.6
735742.5,-17.6
735743,-17.62
735743.5,-17.63
735744,-17.68
735744.5,-17.69
735745,-17.76
735745.5,-17.78
735746,-17.89
735746.5,-17.86
735747,-17.85
735747.5,-17.83
735748,-17.9
735748.5,-17.89
735749,-17.97
735749.5,-17.96
735750,-17.98
735750.5,-17.97
735751,-18.05
735751.5,-18.05
735752,-18.1
735754.5,-18.28
735755,-18.27
735755.5,-18.27
735756,-18.29
735756.5,-18.3
735757,-18.31
735757.5,-18.31
735758,-18.4
735758.5,-18.4
735759,-18.49
735759.5,-18.49
735760,-18.56
735760.5,-18.54
735761,-18.6
735761.5,-18.58
735762,-18.62
735762.5,-18.61
735763,-18.6
735763.5,-18.6
735764,-18.6
735764.5,-18.61
735765,-18.61
735765.5,-18.6
735766,-18.64
735766.2917,-18.62
735766.3333,-18.62
735766.375,-18.62
735766.4167,-18.62
735766.4583,-18.63
735766.5,-18.64
735766.5417,-18.64
735766.5833,-18.65
735766.625,-18.65
735766.6667,-18.65
735766.7083,-18.65
735766.75,-18.65
735766.7917,-18.65
735766.8333,-18.65
735766.875,-18.65
735766.9167,-18.65
735766.9583,-18.65
735767,-18.65
735767.0417,-18.65
735767.0833,-18.65
735767.125,-18.65
735767.1667,-18.65
735767.2083,-18.64
735767.25,-18.64
735767.2917,-18.64
735767.3333,-18.65
735767.375,-18.65
735767.4167,-18.65
735767.4583,-18.65
735767.5,-18.65
735767.5417,-18.67
735767.5833,-18.67
735767.625,-18.68
735767.6667,-18.68
735767.7083,-18.68
735767.75,-18.68
735767.7917,-18.67
735767.8333,-18.67
735767.875,-18.67
735767.9167,-18.68
735767.9583,-18.68
735768,-18.68
735768.0417,-18.68
735768.0833,-18.68
735768.125,-18.68
735768.1667,-18.68
735768.2083,-18.68
735768.25,-18.68
735768.2917,-18.68
735768.3333,-18.68
735768.375,-18.68
735768.4167,-18.68
735768.4583,-18.68
735768.5,-18.69
735768.5417,-18.7
735768.5833,-18.7
735768.625,-18.7
735768.6667,-18.71
735768.7083,-18.71
735768.75,-18.71
735768.7917,-18.71
735768.8333,-18.71
735768.875,-18.71
735768.9167,-18.71
735768.9583,-18.72
735769,-18.72
735769.0417,-18.72
735769.0833,-18.72
735769.125,-18.72
735769.1667,-18.72
735769.2083,-18.72
735769.25,-18.72
735769.2917,-18.72
735769.3333,-18.72
735769.375,-18.72
735769.4167,-18.72
735769.4583,-18.72
735769.5,-18.72
735769.5417,-18.72
735769.5833,-18.73
735769.625,-18.72
735769.6667,-18.74
735769.75,-18.74
735769.7917,-18.74
735769.8333,-18.74
735769.875,-18.74
735769.9167,-18.73
735770.125,-18.72
735770.1667,-18.72
735770.2083,-18.72
735770.25,-18.72
735770.2917,-18.72
735770.3333,-18.72
735770.375,-18.72
735770.4167,-18.7
735770.4583,-18.7
735770.5,-18.7
735770.5417,-18.72
735770.5833,-18.72
735770.625,-18.73
735770.6667,-18.73
735770.7083,-18.73
735770.75,-18.73
735770.7917,-18.73
735770.8333,-18.73
735770.875,-18.73
735771.1667,-18.72
735771.2083,-18.72
735771.25,-18.72
735771.2917,-18.73
735771.3333,-18.73
735771.375,-18.72
735771.4167,-18.73
735771.4583,-18.73
735771.5,-18.73
735771.5417,-18.73
735771.5833,-18.73
735771.625,-18.73
735771.6667,-18.74
735771.7083,-18.74
735771.75,-18.74
735771.7917,-18.74
735771.8333,-18.74
735771.875,-18.74
735771.9167,-18.74
735771.9583,-18.74
735772,-18.74
735772.0417,-18.74
735772.0833,-18.73
735772.125,-18.74
735772.1667,-18.73
735772.2083,-18.74
735772.25,-18.74
735772.2917,-18.74
735772.3333,-18.74
735772.375,-18.74
735772.4167,-18.74
735772.4583,-18.73
735772.5,-18.74
735772.5417,-18.74
735772.625,-18.77
735772.6667,-18.79
735772.75,-18.8
735772.7917,-18.8
735772.8333,-18.8
735772.875,-18.8
735772.9167,-18.79
735772.9583,-18.79
735773,-18.79
735773.0417,-18.79
735773.0833,-18.78
735773.125,-18.78
735773.1667,-18.77
735773.2083,-18.77
735773.25,-18.77
735773.2917,-18.78
735773.3333,-18.78
735773.375,-18.78
735773.4167,-18.78
735773.4583,-18.78
735773.5,-18.79
735773.5417,-18.79
735773.5833,-18.8
735773.625,-18.81
735773.6667,-18.83
735773.7083,-18.83
735773.75,-18.83
735773.7917,-18.84
735773.8333,-18.84
735773.875,-18.84
735773.9167,-18.84
735773.9583,-18.84
735774,-18.84
735774.0417,-18.84
735774.0833,-18.84
735774.125,-18.83
735774.1667,-18.83
735774.2083,-18.83
735774.25,-18.83
735774.2917,-18.84
735774.3333,-18.84
735774.375,-18.84
735774.4167,-18.84
735774.4583,-18.84
735774.5,-18.85
735774.5417,-18.85
735774.5833,-18.85
735774.625,-18.85
735774.6667,-18.85
735774.7083,-18.85
735774.75,-18.85
735774.7917,-18.85
735774.8333,-18.85
735774.875,-18.85
735774.9167,-18.85
735774.9583,-18.87
735775,-18.87
735775.0417,-18.87
735775.0833,-18.87
735775.125,-18.87
735775.1667,-18.87
735775.2083,-18.87
735775.25,-18.86
735775.2917,-18.86
735775.3333,-18.86
735775.375,-18.86
735775.4167,-18.87
735775.4583,-18.85
735775.5,-18.85
735775.5417,-18.87
735775.5833,-18.88
735775.625,-18.88
735775.6667,-18.9
735775.75,-18.91
735775.7917,-18.91
735775.8333,-18.91
735775.875,-18.91
735775.9167,-18.91
735775.9583,-18.91
735776,-18.91
735776.0417,-18.91
735776.0833,-18.89
735776.125,-18.89
735776.1667,-18.89
735776.2083,-18.89
735776.25,-18.89
735776.2917,-18.89
735776.3333,-18.89
735776.375,-18.89
735776.4167,-18.89
735776.4583,-18.89
735776.5,-18.89
735776.5417,-18.91
735776.5833,-18.92
735776.625,-18.94
735776.6667,-18.95
735776.75,-18.96
735776.7917,-18.98
735776.8333,-18.98
735776.875,-18.98
735776.9167,-18.98
735776.9583,-18.96
735777,-18.96
735777.0417,-18.96
735777.0833,-18.96
735777.125,-18.95
735777.1667,-18.95
735777.2083,-18.95
735777.25,-18.95
735777.2917,-18.95
735777.3333,-18.95
735777.375,-18.95
735777.4167,-18.95
735777.4583,-18.95
735777.5,-18.94
735777.5417,-18.95
735777.5833,-18.98
735777.625,-18.98
735777.6667,-19.01
735777.75,-19.02
735777.7917,-19.02
735777.8333,-19.02
735777.875,-19.03
735777.9167,-19.02
735777.9583,-19.02
735778,-19.02
735778.0417,-19.02
735778.0833,-19.02
735778.125,-19
735778.1667,-19
735778.2083,-19
735778.25,-19
735778.2917,-19
735778.3333,-19
735778.375,-19
735778.4167,-19
735778.4583,-19
735778.5,-19
735778.5417,-19.02
735778.5833,-19.02
735778.625,-19.03
735778.6667,-19.04
735778.75,-19.06
735778.7917,-19.07
735778.8333,-19.07
735778.875,-19.07
735778.9167,-19.07
735778.9583,-19.07
735779,-19.07
735779.0417,-19.07
735779.0833,-19.07
735779.125,-19.07
735779.1667,-19.07
735779.2083,-19.06
735779.25,-19.06
735779.2917,-19.06
735779.3333,-19.06
735779.375,-19.06
735779.4167,-19.07
735779.4583,-19.07
735779.5,-19.07
735779.5417,-19.09
735779.5833,-19.11
735779.625,-19.11
735779.6667,-19.13
735779.75,-19.15
735779.7917,-19.15
735779.8333,-19.17
735779.875,-19.17
735779.9167,-19.17
735779.9583,-19.17
735780,-19.17
735780.0417,-19.17
735780.0833,-19.17
735780.125,-19.17
735780.1667,-19.16
735780.2083,-19.16
735780.25,-19.15
735780.5,-19.17
735781,-19.24
735781.5,-19.26
735782,-19.34
735782.5,-19.34
735783,-19.38
735783.5,-19.35
735784,-19.36
735784.5,-19.35
735785,-19.39
735785.5,-19.36
735786,-19.39
735786.5,-19.39
735787,-19.39
735787.5,-19.38
735788,-19.38
735788.5,-19.4
735789,-19.43
735789.5,-19.41
735790,-19.41
735790.5,-19.41
735791,-19.42
735791.5,-19.42
735792,-19.45
735792.5,-19.44
735793,-19.47
735793.5,-19.45
735794,-19.46
735794.5,-19.46
735795,-19.49
735795.5,-19.49
735796,-19.49
735796.5,-19.49
735797,-19.5
735797.5,-19.5
735798,-19.52
735798.5,-19.52
735799,-19.53
735799.5,-19.53
735800,-19.56
735800.5,-19.54
735801,-19.56
735801.5,-19.57
735802,-19.59
735802.5,-19.61
735803,-19.65
735803.5,-19.65
735804,-19.67
735804.5,-19.65
735805,-19.68
735805.5,-19.66
735806.5,-19.68
735807,-19.69
735807.5,-19.67
735808,-19.7
735808.5,-19.68
735809,-19.68
735810,-19.69
735810.5,-19.68
735811,-19.68
735811.5,-19.67
735812,-19.68
735812.5,-19.67
735813,-19.69
735813.5,-19.67
735814,-19.7
735814.5,-19.69
735815,-19.71
735815.5,-19.7
735816,-19.71
735816.5,-19.7
735817,-19.73
735817.5,-19.7
735818,-19.71
735819,-19.71
735819.5,-19.7
735820,-19.73
735820.5,-19.71
735821,-19.75
735821.5,-19.73
735822,-19.77
735822.5,-19.76
735823,-19.8
735823.5,-19.79
735824,-19.83
735824.5,-19.81
735825,-19.82
735825.5,-19.82
735826,-19.8
735826.5,-19.81
735827,-19.8
735827.5,-19.78
735828,-19.77
735828.5,-19.75
735829,-19.76
735829.5,-19.74
735830,-19.74
735830.5,-19.71
735831,-19.75
735831.5,-19.74
735832,-19.79
735832.5,-19.77
735833,-19.77
735833.5,-19.79
735834,-19.8
735834.5,-19.79
735835,-19.82
735835.5,-19.77
735836,-19.82
735836.5,-19.81
735837,-19.85
735837.5,-19.84
735838,-19.87
735838.5,-19.87
735839,-19.86
735839.5,-19.84
735840,-19.85
735840.5,-19.83
735841,-19.86
735841.5,-19.83
735842,-19.84
735842.5,-19.86
735843,-19.86
735843.5,-19.85
735844,-19.87
735844.5,-19.86
735845,-19.87
735845.5,-19.86
735846,-19.87
735846.5,-19.86
735847,-19.87
735847.5,-19.86
735848,-19.9
735848.5,-19.86
735849,-19.86
735849.5,-19.83
735850,-19.84
735850.5,-19.81
735851,-19.84
735851.5,-19.81
735852,-19.83
735852.5,-19.8
735853,-19.83
735853.5,-19.83
735854,-19.81
735854.5,-19.78
735855,-19.79
735855.5,-19.78
735856,-19.79
735856.5,-19.76
735857,-19.74
735857.5,-19.74
735858,-19.71
735858.5,-19.71
735859,-19.7
735859.5,-19.68
735860,-19.66
735860.5,-19.65
735861,-19.63
735861.5,-19.59
735862,-19.59
735862.5,-19.58
735863,-19.58
735863.5,-19.58
735864,-19.59
735864.5,-19.57
735865,-19.55
735865.5,-19.54
735866,-19.51
735866.5,-19.48
735867,-19.49
735867.5,-19.46
735868,-19.48
735868.5,-19.46
735869,-19.49
735869.5,-19.47
735870,-19.5
735870.5,-19.48
735871,-19.52
735871.5,-19.47
735872,-19.46
735872.5,-19.44
735873,-19.41
735873.5,-19.4
735874,-19.39
735874.5,-19.38
735875,-19.39
735875.5,-19.36
735876,-19.37
735876.5,-19.36
735877,-19.37
735877.5,-19.36
735878,-19.35
735878.5,-19.32
735879,-19.32
735879.5,-19.3
735880,-19.3
735880.5,-19.29
735881,-19.28
735881.5,-19.25
735882,-19.23
735882.5,-19.2
735883,-19.19
735883.5,-19.16
735884,-19.16
735884.5,-19.1
735885,-19.1
735885.5,-19.08
735886,-19.08
735886.5,-19.08
735887,-19.09
735887.5,-19.11
735888,-19.11
735888.5,-19.09
735889,-19.11
735889.5,-19.11
735890,-19.11
735890.5,-19.1
735891,-19.05
735891.5,-19.03
735892,-19.01
735892.5,-19
735893,-18.98
735893.5,-18.94
735894,-18.94
735894.5,-18.88
735895,-18.9
735895.5,-18.85
735896,-18.85
735896.5,-18.83
735897,-18.84
735897.5,-18.8
735898,-18.81
735898.5,-18.81
735899,-18.8
735899.5,-18.79
735900,-18.8
735900.5,-18.77
735901,-18.79
735901.5,-18.77
735902,-18.77
735902.5,-18.75
735903,-18.75
735903.5,-18.72
735904,-18.7
735904.5,-18.67
735905,-18.66
735905.5,-18.61
735906,-18.59
735906.5,-18.54
735907,-18.55
735907.5,-18.52
735908,-18.52
735908.5,-18.51
735909,-18.5
735909.5,-18.5
735910,-18.48
735910.5,-18.46
735911,-18.45
735911.5,-18.43
735912,-18.41
735912.5,-18.39
735913,-18.38
735913.5,-18.36
735914,-18.34
735914.5,-18.31
735915,-18.31
735915.5,-18.29
735916,-18.29
735916.5,-18.24
735917,-18.24
735917.5,-18.2
735918,-18.2
735918.5,-18.14
735919,-18.13
735919.5,-18.1
735920,-18.1
735920.5,-18.09
735921,-18.07
735921.5,-18.06
735922,-18.06
735922.5,-18.03
735923,-18.02
735923.5,-18
735924,-17.98
735924.5,-17.95
735925,-17.95
735925.5,-17.92
735926,-17.91
735926.5,-17.87
735927,-17.85
735927.5,-17.83
735928,-17.84
735928.5,-17.83
735929,-17.81
735929.5,-17.8
735930,-17.78
735930.5,-17.78
735931,-17.78
735931.5,-17.77
735932,-17.77
735932.5,-17.75
735933,-17.73
735933.5,-17.71
735934,-17.69
735934.5,-17.65
735935,-17.64
735935.5,-17.66
735936,-17.62
735936.5,-17.62
735937,-17.62
735937.5,-17.58
735938,-17.55
735938.5,-17.57
735939,-17.57
735939.5,-17.57
735940,-17.53
735940.5,-17.5
735941,-17.52
735941.5,-17.55
735942,-17.53
735942.5,-17.52
735943,-17.51
735943.5,-17.5
735944,-17.5
735944.5,-17.5
735945,-17.5
735945.5,-17.49
735946,-17.49
735946.5,-17.47
735947,-17.46
735947.5,-17.45
735948,-17.45
735948.5,-17.45
735949,-17.45
735949.5,-17.45
735950,-17.45
735950.5,-17.43
735951,-17.43
735951.5,-17.43
735952,-17.43
735952.5,-17.41
735953,-17.41
735953.5,-17.41
735954,-17.42
735954.5,-17.4
735955,-17.41
735955.5,-17.41
735956,-17.42
735956.5,-17.41
735957,-17.41
735957.5,-17.41
735958,-17.43
735958.5,-17.43
735959,-17.44
735959.5,-17.44
735960,-17.44
735960.5,-17.44
735961,-17.43
735961.5,-17.45
735962,-17.45
735962.5,-17.42
735963,-17.42
735963.5,-17.42
735964,-17.4
735964.5,-17.4
735965,-17.4
735965.5,-17.38
735966,-17.41
735966.5,-17.4
735967,-17.4
735967.5,-17.43
735968,-17.45
735968.5,-17.45
735969,-17.45
735969.5,-17.46
735970,-17.5
735970.5,-17.51
735971,-17.52
735971.5,-17.52
735972,-17.58
735972.5,-17.63
735973,-17.64
735973.5,-17.64
735974,-17.65
735974.5,-17.68
735975,-17.7
735975.5,-17.7
735976,-17.7
735976.5,-17.69
735977,-17.71
735977.5,-17.75
735978,-17.77
735978.5,-17.78
735979,-17.79
735979.5,-17.8
735980,-17.8
735980.5,-17.78
735981,-17.83
735981.5,-17.85
735982,-17.88
735982.5,-17.88
735983,-17.88
735983.5,-17.84
735984,-17.87
735984.5,-17.88
735985,-17.91
735985.5,-17.95
735986,-17.97
735986.5,-17.99
735987,-17.99
735987.5,-18
735988,-17.99
735988.5,-17.96
735989,-17.96
735989.5,-17.96
735990,-17.98
735990.5,-18
735991,-18.04
735991.5,-18.06
735992,-18.09
735992.5,-18.07
735993,-18.07
735993.5,-18.1
735994,-18.07
735994.5,-18.05
735995,-18.06
735995.5,-18.1
735996,-18.1
735996.5,-18.11
735997,-18.13
735997.5,-18.17
735998,-18.26
735998.5,-18.3
735999,-18.29
735999.5,-18.3
736000,-18.29
736000.5,-18.27
736001,-18.29
736001.5,-18.33
736002,-18.34
736002.5,-18.33
736003,-18.32
736003.5,-18.35
736004,-18.38
736004.5,-18.42
736005,-18.41
736005.5,-18.37
736006,-18.35
736006.5,-18.39
736007,-18.39
736007.5,-18.39
736008,-18.38
736008.5,-18.4
736009,-18.41
736009.5,-18.45
736010,-18.46
736010.5,-18.47
736011,-18.47
736011.5,-18.47
736012,-18.48
736012.5,-18.48
736013,-18.47
736013.5,-18.45
736014,-18.45
736014.5,-18.45
736015,-18.43
736015.5,-18.41
736016,-18.42
736016.5,-18.46
736017,-18.46
736017.5,-18.44
736018,-18.42
736018.5,-18.43
736019,-18.48
736019.5,-18.53
736020,-18.53
736020.5,-18.52
736021,-18.52
736021.5,-18.52
736022,-18.52
736022.5,-18.53
736023,-18.53
736023.5,-18.52
736024,-18.48
736024.5,-18.47
736025,-18.44
736025.5,-18.41
736026,-18.4
736026.5,-18.43
736027,-18.42
736027.5,-18.4
736028,-18.38
736028.5,-18.38
736029,-18.4
736029.5,-18.42
736030,-18.42
736030.5,-18.39
736031,-18.4
736031.5,-18.37
736032,-18.36
736032.5,-18.35
736033,-18.34
736033.5,-18.34
736034,-18.31
736034.5,-18.27
736035,-18.3
736035.5,-18.3
736036,-18.33
736036.5,-18.34
736037,-18.35
736037.5,-18.34
736038,-18.35
736038.5,-18.34
736039,-18.35
736039.5,-18.37
736040,-18.34
736040.5,-18.32
736041,-18.34
736041.5,-18.41
736042,-18.4
736042.5,-18.44
736043,-18.38
736043.5,-18.44
736044,-18.34
736044.5,-18.32
736045,-18.3
736045.5,-18.4
736046,-18.4
736046.5,-18.42
736047,-18.37
736047.5,-18.38
736048,-18.3
