LTU017PIAPRG300',2009-12-07-16:00:00'
734223.208333333 , -18.07
734223.25 , -18.04
734223.291666667 , -18
734223.333333333 , -17.94
734223.375 , -17.89
734223.416666667 , -17.86
734223.458333333 , -17.81
734223.5 , -17.83
734223.541666667 , -17.9
734223.583333333 , -17.9
734223.625 , -17.95
734223.666666667 , -17.66
734223.708333333 , -17.77
734223.75 , -17.95
734223.791666667 , -17.97
734223.833333333 , -17.95
734223.875 , -17.94
734223.916666667 , -17.94
734223.958333333 , -17.95
734224.041666667 , -17.95
734224.083333333 , -17.94
734224.125 , -17.93
734224.166666667 , -17.93
734224.208333333 , -17.93
734224.25 , -17.9
734224.291666667 , -17.88
734224.333333333 , -17.86
734224.375 , -17.84
734224.416666667 , -17.87
734224.458333333 , -17.89
734224.5 , -17.89
734224.541666667 , -17.89
734224.583333333 , -17.9
734224.625 , -17.92
734224.666666667 , -17.9
734224.708333333 , -17.92
734224.75 , -17.92
734224.791666667 , -17.92
734224.833333333 , -17.92
734224.875 , -17.9
734224.916666667 , -17.89
734224.958333333 , -17.89
734225.041666667 , -17.88
734225.083333333 , -17.88
734225.125 , -17.88
734225.166666667 , -17.87
734225.208333333 , -17.88
734225.25 , -17.88
734225.291666667 , -17.88
734225.333333333 , -17.87
734225.375 , -17.87
734225.416666667 , -17.87
734225.458333333 , -17.87
734225.5 , -17.88
734225.541666667 , -17.88
734225.583333333 , -17.89
734225.625 , -17.9
734225.666666667 , -17.9
734225.708333333 , -17.92
734225.75 , -17.92
734225.791666667 , -17.93
734225.833333333 , -17.92
734225.875 , -17.92
734225.916666667 , -17.92
734225.958333333 , -17.92
734226.041666667 , -17.92
734226.083333333 , -17.9
734226.125 , -17.9
734226.166666667 , -17.9
734226.208333333 , -17.9
734226.25 , -17.89
734226.291666667 , -17.9
734226.333333333 , -17.92
734226.375 , -17.9
734226.416666667 , -17.88
734226.458333333 , -17.84
734226.5 , -17.82
734226.541666667 , -17.83
734226.583333333 , -17.84
734226.625 , -17.88
734226.666666667 , -17.88
734226.708333333 , -17.81
734226.75 , -17.88
734226.791666667 , -17.92
734226.833333333 , -17.93
734226.875 , -17.94
734226.916666667 , -17.94
734226.958333333 , -17.94
734227.041666667 , -17.93
734227.083333333 , -17.92
734227.125 , -17.9
734227.166666667 , -17.9
734227.208333333 , -17.9
734227.25 , -17.92
734227.291666667 , -17.89
734227.333333333 , -17.88
734227.5 , -17.83
734227.958333333 , -18.02
734228.5 , -18.08
734228.958333333 , -18.24
734229.958333333 , -18.48
734230.5 , -18.53
734230.958333333 , -18.74
734231.5 , -18.73
734231.958333333 , -18.9
734232.5 , -18.96
734233.5 , -18.97
734233.958333333 , -18.92
734234.958333333 , -19.05
734235.958333333 , -19.02
734236.5 , -18.96
734236.958333333 , -18.96
734237.5 , -18.96
734238.5 , -18.96
734238.958333333 , -19.04
734240.5 , -19.07
734240.958333333 , -19.11
734241.5 , -19.12
734241.958333333 , -19.19
734242.5 , -19.21
734242.958333333 , -19.29
734243.5 , -19.27
734243.958333333 , -19.35
734244.5 , -19.31
734244.958333333 , -19.25
734245.5 , -19.22
734245.958333333 , -19.19
734246.5 , -19.17
734246.958333333 , -19.2
734247.5 , -19.24
734248.958333333 , -19.46
734249.5 , -19.44
734249.958333333 , -19.45
734250.5 , -19.46
734251.5 , -19.53
734251.958333333 , -19.58
734252.5 , -19.53
734253.5 , -19.56
734253.958333333 , -19.68
734254.5 , -19.7
734255.958333333 , -19.67
734256.5 , -19.7
734261.958333333 , -20.24
734264.5 , -20.34
734264.958333333 , -20.33
734265.5 , -20.27
734265.958333333 , -20.25
734266.5 , -20.17
734266.958333333 , -20.13
734267.958333333 , -20.05
734268.5 , -19.98
734268.958333333 , -20
734269.5 , -20.01
734269.958333333 , -20.07
734270.5 , -20.08
734270.958333333 , -20.14
734271.5 , -20.12
734272.5 , -20.24
734272.958333333 , -20.3
734273.958333333 , -20.39
734274.5 , -20.36
734275.5 , -20.52
734275.958333333 , -20.63
734276.5 , -20.63
734276.958333333 , -20.88
734277.5 , -20.87
734277.958333333 , -21.01
734278.958333333 , -21.3
734279.5 , -21.24
734279.958333333 , -21.36
734281.5 , -21.56
734281.958333333 , -21.7
734282.5 , -21.72
734282.958333333 , -21.95
734283.958333333 , -22.07
734284.5 , -22.09
734284.958333333 , -22.18
734285.5 , -22.14
734285.958333333 , -22.21
734286.5 , -22.16
734286.958333333 , -22.25
734287.5 , -22.22
734287.958333333 , -22.22
734288.5 , -22.18
734288.958333333 , -22.19
734290.5 , -22.04
734290.958333333 , -22.31
734291.5 , -22.37
734291.958333333 , -22.33
734292.5 , -22.31
734292.958333333 , -22.42
734293.5 , -22.45
734293.958333333 , -22.56
734294.5 , -22.5
734294.958333333 , -22.39
734295.5 , -22.28
734295.958333333 , -22.27
734296.5 , -22.23
734296.958333333 , -22.31
734297.5 , -22.3
734297.958333333 , -22.32
734298.5 , -22.33
734298.958333333 , -22.49
734299.5 , -22.47
734299.958333333 , -22.6
734300.5 , -22.61
734300.958333333 , -22.74
734301.958333333 , -22.91
734302.958333333 , -22.94
734303.958333333 , -22.98
734304.5 , -22.92
734304.958333333 , -23.01
734305.5 , -22.96
734305.958333333 , -22.97
734306.5 , -22.93
734306.958333333 , -23.08
734307.5 , -23.12
734307.958333333 , -23.34
734308.5 , -23.36
734308.958333333 , -23.44
734309.5 , -23.4
734309.958333333 , -23.46
734310.5 , -23.45
734310.958333333 , -23.55
734311.5 , -23.52
734311.958333333 , -23.57
734312.5 , -23.54
734312.958333333 , -23.6
734313.5 , -23.58
734313.958333333 , -23.59
734314.5 , -23.55
734314.958333333 , -23.59
734315.5 , -23.55
734315.958333333 , -23.58
734316.5 , -23.55
734316.958333333 , -23.57
734317.5 , -23.51
734317.958333333 , -23.48
734318.5 , -23.44
734318.958333333 , -23.45
734319.5 , -23.41
734361.625 , -25.08
734361.666666667 , -25.07
734361.708333333 , -25.08
734361.75 , -25.08
734361.791666667 , -25.08
734361.833333333 , -25.08
734361.875 , -25.08
734361.916666667 , -25.08
734361.958333333 , -25.07
734362.041666667 , -25.03
734362.083333333 , -25.03
734362.125 , -25.02
734362.166666667 , -25.01
734362.208333333 , -24.99
734362.25 , -24.98
734362.291666667 , -24.97
734362.333333333 , -24.95
734362.375 , -24.95
734362.458333333 , -24.98
734362.5 , -24.99
734362.541666667 , -25.01
734362.583333333 , -25.04
734362.625 , -25.07
734362.666666667 , -25.09
734362.708333333 , -25.11
734362.75 , -25.1
734362.791666667 , -25.11
734362.833333333 , -25.1
734362.875 , -25.1
734362.916666667 , -25.1
734362.958333333 , -25.09
734363.041666667 , -25.07
734363.083333333 , -25.06
734363.125 , -25.04
734363.166666667 , -25.03
734363.208333333 , -25.02
734363.25 , -25.01
734363.291666667 , -25.01
734363.333333333 , -24.99
734363.375 , -24.99
734363.416666667 , -24.98
734363.458333333 , -24.99
734363.5 , -25.03
734363.541666667 , -25.06
734363.583333333 , -25.11
734363.625 , -25.15
734363.666666667 , -25.16
734363.708333333 , -25.16
734363.75 , -25.17
734363.791666667 , -25.16
734363.833333333 , -25.16
734363.875 , -25.16
734363.916666667 , -25.15
734363.958333333 , -25.15
734364.041666667 , -25.13
734364.083333333 , -25.12
734364.125 , -25.11
734364.166666667 , -25.11
734364.208333333 , -25.1
734364.25 , -25.08
734364.291666667 , -25.07
734364.333333333 , -25.06
734364.375 , -25.07
734364.416666667 , -25.07
734364.458333333 , -25.08
734364.5 , -25.11
734364.541666667 , -25.11
734364.583333333 , -25.12
734364.625 , -25.12
734364.666666667 , -25.13
734364.708333333 , -25.13
734364.75 , -25.13
734364.791666667 , -25.13
734364.833333333 , -25.13
734364.875 , -25.13
734364.958333333 , -25.12
734365.083333333 , -25.11
734365.125 , -25.11
734365.166666667 , -25.11
734365.208333333 , -25.1
734365.25 , -25.1
734365.291666667 , -25.08
734365.333333333 , -25.08
734365.375 , -25.07
734365.416666667 , -25.08
734365.458333333 , -25.09
734365.5 , -25.12
734365.541666667 , -25.13
734365.583333333 , -25.13
734365.625 , -25.15
734365.666666667 , -25.15
734365.708333333 , -25.15
734365.75 , -25.15
734365.791666667 , -25.15
734365.833333333 , -25.15
734365.875 , -25.13
734365.916666667 , -25.13
734365.958333333 , -25.13
734366.041666667 , -25.12
734366.083333333 , -25.11
734366.125 , -25.11
734366.166666667 , -25.09
734366.208333333 , -25.09
734366.25 , -25.09
734366.291666667 , -25.09
734366.333333333 , -25.08
734366.375 , -25.08
734366.416666667 , -25.07
734366.458333333 , -25.08
734366.5 , -25.08
734366.541666667 , -25.07
734366.583333333 , -25.08
734366.625 , -25.08
734366.666666667 , -25.09
734366.708333333 , -25.09
734366.75 , -25.11
734366.791666667 , -25.11
734366.833333333 , -25.09
734366.875 , -25.11
734366.958333333 , -25.09
734367.041666667 , -25.08
734367.083333333 , -25.08
734367.125 , -25.07
734367.166666667 , -25.07
734367.208333333 , -25.06
734367.25 , -25.04
734367.291666667 , -25.04
734367.333333333 , -25.03
734367.375 , -25.02
734367.416666667 , -25.02
734367.458333333 , -25.03
734367.5 , -25.03
734367.541666667 , -25.04
734367.583333333 , -25.06
734367.625 , -25.07
734367.666666667 , -25.08
734367.708333333 , -25.09
734367.75 , -25.08
734367.791666667 , -25.08
734367.833333333 , -25.08
734367.875 , -25.08
734367.916666667 , -25.07
734367.958333333 , -25.07
734382.583333333 , -25.39
734382.666666667 , -25.44
734382.708333333 , -25.44
734382.75 , -25.44
734382.791666667 , -25.44
734382.833333333 , -25.44
734382.875 , -25.44
734382.916666667 , -25.44
734382.958333333 , -25.44
734383.5 , -25.44
734383.958333333 , -25.51
734384.5 , -25.43
734384.958333333 , -25.49
734385.5 , -25.48
734385.958333333 , -25.43
734386.5 , -25.3
734386.958333333 , -25.24
734387.5 , -25.16
734387.958333333 , -25.2
734388.5 , -25.15
734388.958333333 , -25.09
734389.5 , -25.06
734389.958333333 , -25.03
734390.5 , -25.02
734394.958333333 , -24.81
734395.5 , -24.76
734395.958333333 , -24.73
734396.5 , -24.66
734396.958333333 , -24.66
734397.5 , -24.58
734397.958333333 , -24.58
734398.5 , -24.5
734398.958333333 , -24.54
734399.5 , -24.49
734399.958333333 , -24.51
734400.5 , -24.48
734400.958333333 , -24.49
734401.5 , -24.43
734401.958333333 , -24.44
734402.5 , -24.36
734402.958333333 , -24.3
734403.541666667 , -24.28
734403.958333333 , -24.28
734404.5 , -24.23
734404.958333333 , -24.23
734405.5 , -24.18
734405.958333333 , -24.13
734406.5 , -24.09
734406.958333333 , -24.04
734407.5 , -23.99
734407.958333333 , -23.98
734408.5 , -23.93
734408.958333333 , -23.91
734409.5 , -23.9
734409.958333333 , -23.9
734410.5 , -23.87
734410.958333333 , -23.9
734411.5 , -23.86
734411.958333333 , -23.86
734412.5 , -23.84
734412.958333333 , -23.82
734413.5 , -23.77
734413.958333333 , -23.78
734414.5 , -23.73
734414.958333333 , -23.76
734415.5 , -23.69
734415.958333333 , -23.73
734416.5 , -23.68
734416.958333333 , -23.54
734417.5 , -23.49
734417.958333333 , -23.46
734418.5 , -23.41
734418.958333333 , -23.39
734419.5 , -23.31
734419.958333333 , -23.31
734420.5 , -23.24
734420.875 , -23.22
734421.5 , -23.11
734421.958333333 , -23.07
734422.5 , -22.97
734422.958333333 , -22.96
734423.5 , -22.88
734423.958333333 , -22.87
734424.5 , -22.87
734424.958333333 , -22.88
734425.5 , -22.94
734425.958333333 , -22.91
734426.5 , -22.84
734426.958333333 , -22.78
734427.5 , -22.79
734427.958333333 , -22.74
734428.5 , -22.68
734428.958333333 , -22.61
734429.5 , -22.54
734429.958333333 , -22.47
734430.5 , -22.4
734430.958333333 , -22.45
734431.5 , -22.44
734431.958333333 , -22.44
734432.5 , -22.4
734432.958333333 , -22.37
734433.5 , -22.33
734433.958333333 , -22.31
734434.5 , -22.26
734434.958333333 , -22.25
734435.5 , -22.21
734435.958333333 , -22.2
734436.5 , -22.16
734436.958333333 , -22.13
734437.5 , -22.1
734437.958333333 , -22.1
734438.541666667 , -22.13
734438.958333333 , -22.17
734439.5 , -22.15
734439.958333333 , -22.15
734440.5 , -22.11
734440.958333333 , -22.1
734441.5 , -22.04
734441.958333333 , -22.03
734442.5 , -21.99
734442.958333333 , -21.97
734443.5 , -21.93
734443.958333333 , -21.92
734444.5 , -21.88
734444.958333333 , -21.85
734445.5 , -21.83
734445.958333333 , -21.82
734446.5 , -21.81
734446.958333333 , -21.79
734447.5 , -21.77
734447.958333333 , -21.74
734448.541666667 , -21.73
734448.958333333 , -21.73
734449.5 , -21.72
734449.958333333 , -21.7
734450.5 , -21.66
734450.958333333 , -21.65
734451.5 , -21.64
734452.041666667 , -21.64
734452.5 , -21.64
734457.958333333 , -21.36
734458.5 , -21.35
734458.958333333 , -21.3
734459.5 , -21.28
734459.958333333 , -21.26
734460.5 , -21.23
734460.958333333 , -21.19
734461.5 , -21.1
734461.958333333 , -21.07
734462.5 , -21.02
734462.958333333 , -20.98
734463.5 , -20.94
734463.958333333 , -20.91
734464.5 , -20.89
734464.958333333 , -20.87
734465.5 , -20.81
734465.958333333 , -20.81
734466.5 , -20.79
734466.958333333 , -20.67
734467.5 , -20.62
734467.958333333 , -20.59
734468.5 , -20.58
734468.958333333 , -20.56
734469.5 , -20.54
734469.958333333 , -20.51
734470.5 , -20.48
734470.958333333 , -20.46
734471.5 , -20.44
734471.958333333 , -20.28
734472.5 , -20.25
734472.958333333 , -20.24
734473.5 , -20.25
734473.958333333 , -20.28
734474.5 , -20.28
734474.958333333 , -20.26
734475.5 , -20.24
734475.958333333 , -20.25
734476.5 , -20.21
734476.958333333 , -20.17
734477.5 , -20.15
734477.958333333 , -20.14
734478.5 , -20.1
734478.958333333 , -20.06
734479.5 , -20.06
734479.958333333 , -20.04
734480.5 , -19.97
734480.958333333 , -19.95
734481.5 , -19.9
734481.958333333 , -19.86
734482.5 , -19.77
734482.958333333 , -19.74
734483.5 , -19.72
734483.958333333 , -19.68
734484.5 , -19.62
734484.958333333 , -19.6
734485.5 , -19.64
734485.958333333 , -19.6
734486.5 , -19.57
734486.958333333 , -19.5
734487.5 , -19.45
734487.958333333 , -19.4
734488.5 , -19.36
734488.958333333 , -19.35
734489.5 , -19.31
734489.958333333 , -19.29
734490.5 , -19.29
734490.958333333 , -19.29
734491.5 , -19.27
734491.958333333 , -19.27
734492.5 , -19.26
734492.958333333 , -19.26
734493.5 , -19.26
734493.958333333 , -19.26
734494.5 , -19.27
734494.958333333 , -19.27
734495.5 , -19.26
734495.958333333 , -19.25
734496.5 , -19.2
734496.958333333 , -19.2
734497.5 , -19.16
734497.958333333 , -19.15
734498.5 , -19.11
734498.958333333 , -19.09
734499.5 , -19.02
734499.958333333 , -19
734500.5 , -18.97
734500.958333333 , -18.97
734501.5 , -18.95
734501.958333333 , -18.95
734502.5 , -18.97
734502.958333333 , -19
734503.5 , -19.02
734503.958333333 , -19.02
734504.5 , -19.05
734504.958333333 , -19.1
734505.5 , -19.14
734505.958333333 , -19.14
734506.5 , -19.11
734506.958333333 , -19.07
734507.5 , -18.99
734507.958333333 , -18.95
734508.5 , -18.87
734508.958333333 , -18.89
734509.5 , -18.85
734509.958333333 , -18.82
734510.5 , -18.79
734510.958333333 , -18.76
734511.5 , -18.75
734511.958333333 , -18.79
734512.5 , -18.79
734512.958333333 , -18.76
734513.5 , -18.75
734513.958333333 , -18.75
734520.5 , -18.4
734520.958333333 , -18.39
734521.5 , -18.36
734521.958333333 , -18.38
734522.5 , -18.38
734522.958333333 , -18.31
734523.5 , -18.25
734523.958333333 , -18.25
734524.5 , -18.21
734524.958333333 , -18.18
734525.5 , -18.15
734525.958333333 , -18.14
734526.5 , -18.14
734526.958333333 , -18.09
734527.5 , -18.06
734527.958333333 , -18.04
734528.5 , -18.01
734528.958333333 , -18.01
734529.5 , -17.96
734530.041666667 , -17.99
734530.5 , -18
734530.958333333 , -18
734531.5 , -18.01
734531.958333333 , -18.03
734532.5 , -17.99
734532.958333333 , -18
734533.5 , -17.94
734533.958333333 , -17.94
734534.5 , -17.89
734534.958333333 , -17.88
734535.5 , -17.83
734535.958333333 , -17.84
734536.5 , -17.8
734536.958333333 , -17.79
734537.5 , -17.75
734537.958333333 , -17.77
734538.5 , -17.79
734538.958333333 , -17.8
734539.5 , -17.81
734539.958333333 , -17.84
734540.5 , -17.86
734540.958333333 , -17.88
734541.5 , -17.88
734541.958333333 , -17.86
734542.5 , -17.84
734542.958333333 , -17.83
734543.5 , -17.8
734543.958333333 , -17.77
734544.5 , -17.74
734544.958333333 , -17.72
734545.5 , -17.69
734545.958333333 , -17.69
734546.5 , -17.72
734546.958333333 , -17.68
734547.5 , -17.67
734547.958333333 , -17.67
734548.541666667 , -17.68
734548.958333333 , -17.67
734549.5 , -17.65
734549.958333333 , -17.63
734550.5 , -17.62
734550.958333333 , -17.63
734551.5 , -17.64
734551.958333333 , -17.7
734552.5 , -17.77
734552.958333333 , -17.84
734553.5 , -17.83
734553.958333333 , -17.8
734554.5 , -17.78
734555.041666667 , -17.78
734555.5 , -17.74
734555.958333333 , -17.72
734556.5 , -17.7
734556.958333333 , -17.74
734557.583333333 , -17.74
734557.958333333 , -17.72
734558.958333333 , -17.72
734559.458333333 , -17.7
734559.958333333 , -17.69
734560.5 , -17.67
734560.958333333 , -17.65
734561.5 , -17.63
734561.958333333 , -17.67
734562.5 , -17.68
734562.958333333 , -17.69
734563.5 , -17.68
734563.958333333 , -17.7
734564.5 , -17.72
734564.958333333 , -17.7
734565.541666667 , -17.68
734565.958333333 , -17.67
734566.5 , -17.65
734566.958333333 , -17.68
734567.5 , -17.69
734567.958333333 , -17.73
734568.5 , -17.73
734568.958333333 , -17.73
734569.5 , -17.72
734569.958333333 , -17.7
734570.5 , -17.68
734570.958333333 , -17.7
734571.5 , -17.69
734571.958333333 , -17.73
734572.5 , -17.75
734572.958333333 , -17.77
734573.5 , -17.84
734573.958333333 , -17.88
734574.5 , -17.94
734574.958333333 , -17.99
734575.5 , -18.03
734575.958333333 , -18.06
734576.5 , -18.05
734576.958333333 , -18.09
734577.5 , -18.09
734577.958333333 , -18.15
734578.5 , -18.15
734578.958333333 , -18.19
734579.5 , -18.24
734579.958333333 , -18.31
734580.5 , -18.34
734580.958333333 , -18.36
734581.5 , -18.33
734581.958333333 , -18.39
734582.5 , -18.35
734582.958333333 , -18.43
734583.5 , -18.41
734583.958333333 , -18.43
734584.5 , -18.44
734584.958333333 , -18.45
734585.5 , -18.43
734585.958333333 , -18.48
734586.5 , -18.44
734586.958333333 , -18.49
734587.5 , -18.46
734587.958333333 , -18.5
734588.5 , -18.48
734588.958333333 , -18.49
734589.5 , -18.41
734589.958333333 , -18.44
734590.5 , -18.43
734590.958333333 , -18.48
734591.5 , -18.49
734591.958333333 , -18.56
734592.5 , -18.6
734592.958333333 , -18.69
734593.5 , -18.67
734593.958333333 , -18.75
734594.5 , -18.76
734594.958333333 , -18.81
734595.5 , -18.82
734595.958333333 , -18.91
734596.5 , -18.87
734596.958333333 , -19
734597.5 , -18.95
734597.958333333 , -18.94
734598.5 , -18.96
734598.958333333 , -18.96
734599.5 , -18.95
734599.958333333 , -19.02
734600.5 , -18.99
734600.958333333 , -19.1
734601.5 , -19.06
734601.958333333 , -19.19
734602.5 , -19.2
734602.958333333 , -19.34
734603.5 , -19.34
734603.958333333 , -19.45
734604.5 , -19.48
734604.958333333 , -19.49
734605.5 , -19.49
734605.958333333 , -19.62
734606.5 , -19.54
734606.958333333 , -19.55
734607.5 , -19.53
734607.958333333 , -19.55
734608.5 , -19.45
734608.958333333 , -19.51
734609.5 , -19.45
734609.958333333 , -19.43
734610.5 , -19.39
734610.958333333 , -19.43
734611.5 , -19.41
734611.958333333 , -19.41
734612.5 , -19.4
734612.958333333 , -19.48
734613.5 , -19.43
734613.958333333 , -19.38
734614.5 , -19.35
734614.958333333 , -19.38
734615.5 , -19.36
734615.958333333 , -19.48
734616.5 , -19.44
734616.958333333 , -19.44
734617.5 , -19.48
734617.958333333 , -19.54
734618.5 , -19.58
734618.958333333 , -19.76
734619.5 , -19.74
734619.958333333 , -19.79
734620.5 , -19.78
734620.958333333 , -19.83
734621.5 , -19.87
734621.958333333 , -19.98
734622.5 , -20.01
734622.541666667 , -20.01
734622.958333333 , -20.01
734623.5 , -20.04
734623.958333333 , -20.24
734624.5 , -20.2
734624.958333333 , -20.42
734625.5 , -20.38
734625.958333333 , -20.38
734626.5 , -20.38
734626.958333333 , -20.34
734627.5 , -20.3
734627.958333333 , -20.28
734628.5 , -20.21
734628.958333333 , -20.19
734629.5 , -20.17
734629.958333333 , -20.17
734630.5 , -20.16
734630.958333333 , -20.2
734631.5 , -20.26
734631.958333333 , -20.31
734632.5 , -20.37
734632.958333333 , -20.57
734633.5 , -20.54
734633.958333333 , -20.75
734634.5 , -20.74
734634.958333333 , -20.93
734635.5 , -20.94
734635.958333333 , -21.16
734636.5 , -21.16
734636.958333333 , -21.18
734637.5 , -21.16
734637.958333333 , -21.19
734638.5 , -21.17
734638.958333333 , -21.27
734639.5 , -21.22
734639.958333333 , -21.16
734648.958333333 , -22.19
734649.5 , -22.11
734649.958333333 , -22.07
734650.5 , -22.06
734650.958333333 , -22.16
734651.5 , -22.12
734651.958333333 , -22.16
734652.5 , -22.2
734652.958333333 , -22.35
734653.5 , -22.4
734653.958333333 , -22.6
734654.5 , -22.64
734654.958333333 , -22.81
734655.5 , -22.9
734655.958333333 , -23.04
734656.5 , -22.92
734656.958333333 , -22.85
734657.5 , -22.82
734657.958333333 , -22.92
734658.5 , -22.92
734658.958333333 , -23.07
734659.5 , -23.09
734659.958333333 , -23.16
734660.5 , -23.21
734661.5 , -23.35
734661.958333333 , -23.48
734662.5 , -23.49
734663.041666667 , -23.68
734663.5 , -23.66
734663.958333333 , -23.68
734664.5 , -23.62
734664.958333333 , -23.75
734665.5 , -23.7
734665.958333333 , -23.84
734666.5 , -23.75
734666.958333333 , -23.68
734667.5 , -23.63
734667.958333333 , -23.62
734668.5 , -23.59
734668.958333333 , -23.76
734669.5 , -23.79
734669.958333333 , -23.97
734670.5 , -23.98
734670.958333333 , -24.12
734671.5 , -24.11
734671.958333333 , -24.24
734672.5 , -24.24
734672.958333333 , -24.34
734673.5 , -24.24
734673.958333333 , -24.26
734674.5 , -24.23
734674.958333333 , -24.29
734675.958333333 , -24.35
734676.5 , -24.35
734676.958333333 , -24.51
734677.5 , -24.5
734677.958333333 , -24.47
734678.5 , -24.38
734678.958333333 , -24.33
734679.5 , -24.26
734679.958333333 , -24.26
734680.5 , -24.22
734680.958333333 , -24.31
734681.5 , -24.35
734681.958333333 , -24.53
734682.5 , -24.55
734682.958333333 , -24.61
734683.458333333 , -24.61
734683.958333333 , -24.64
734684.458333333 , -24.6
734684.958333333 , -24.64
734685.625 , -24.76
734685.958333333 , -24.83
734686.5 , -24.84
734686.958333333 , -24.97
734687.5 , -25.02
734687.958333333 , -25.16
734688.5 , -25.16
734689.541666667 , -25.28
734690.666666667 , -25.32
734690.958333333 , -25.29
734691.5 , -25.24
734691.958333333 , -25.33
734692.5 , -25.31
734692.958333333 , -25.31
734693.5 , -25.27
734693.958333333 , -25.37
734694.5 , -25.37
734694.958333333 , -25.38
734702.958333333 , -26.09
734703.958333333 , -26.13
734704.5 , -26.08
734705.5 , -25.79
734705.958333333 , -25.87
734706.5 , -25.92
734706.958333333 , -26.07
734707.5 , -26.07
734707.958333333 , -26.11
734708.5 , -26.05
734708.958333333 , -26.14
734709.5 , -26.1
734709.958333333 , -26.16
734710.666666667 , -26.05
734710.958333333 , -26.01
734711.541666667 , -26.01
734711.958333333 , -26.08
734712.5 , -26.06
734712.958333333 , -26.11
734713.5 , -26.08
734713.958333333 , -26.14
734714.5 , -26.11
734714.958333333 , -26.2
734715.5 , -26.16
734715.958333333 , -26.28
734716.5 , -26.24
734716.958333333 , -26.24
734717.958333333 , -26.24
734718.5 , -26.19
734719.5 , -26.26
734719.958333333 , -26.38
734720.5 , -26.37
734720.958333333 , -26.46
734721.5 , -26.43
734721.958333333 , -26.55
734722.5 , -26.5
734722.958333333 , -26.5
734723.5 , -26.47
734723.958333333 , -26.56
734724.5 , -26.51
734724.958333333 , -26.59
734725.5 , -26.48
734725.958333333 , -26.48
734726.5 , -26.39
734726.958333333 , -26.32
734727.5 , -26.28
734727.958333333 , -26.33
734728.5 , -26.3
734728.958333333 , -26.35
734729.5 , -26.31
734729.958333333 , -26.37
734730.5 , -26.37
734730.958333333 , -26.43
734731.5 , -26.41
734731.958333333 , -26.46
734732.5 , -26.42
734732.958333333 , -26.5
734733.5 , -26.47
734733.958333333 , -26.55
734734.5 , -26.52
734738.5 , -26.31
734739.5 , -26.26
734739.958333333 , -26.29
734740.5 , -26.25
734740.958333333 , -26.29
734741.5 , -26.26
734741.958333333 , -26.33
734742.5 , -26.31
734742.958333333 , -26.34
734743.5 , -26.29
734743.958333333 , -26.24
734744.5 , -26.17
734744.958333333 , -26.21
734745.5 , -26.14
734745.958333333 , -26.17
734746.5 , -26.12
734746.958333333 , -26.16
734747.5 , -26.12
734747.958333333 , -26.18
734748.5 , -26.16
734748.958333333 , -26.21
734749.5 , -26.22
734749.958333333 , -26.29
734750.5 , -26.21
734750.958333333 , -26.2
734751.5 , -26.14
734751.958333333 , -26.12
734752.5 , -26.07
734752.958333333 , -26.05
734753.458333333 , -26
734753.958333333 , -26.04
734754.5 , -26.03
734754.958333333 , -26.08
734755.5 , -26.07
734755.958333333 , -26.12
734756.5 , -26.05
734756.958333333 , -26.08
734757.5 , -26.04
734757.958333333 , -26.08
734758.5 , -26.05
734758.958333333 , -26.09
734759.5 , -26.07
734760 , -26.04
734760.5 , -26
734761 , -25.98
734761.5 , -25.94
734762 , -25.93
734762.5 , -25.89
734763 , -25.87
734763.5 , -25.83
734764 , -25.85
734764.5 , -25.83
734765 , -25.85
734765.5 , -25.83
734766 , -25.85
734766.5 , -25.82
734767 , -25.81
734767.5 , -25.79
734768 , -25.81
734768.5 , -25.79
734769 , -25.79
734769.5 , -25.81
734770 , -25.83
734770.5 , -25.83
734771 , -25.88
734771.5 , -25.87
734772 , -25.91
734772.5 , -25.92
734773 , -25.86
734773.625 , -25.91
734774 , -25.87
734774.5 , -25.8
734775 , -25.78
734775.5 , -25.76
734776 , -25.72
734776.541666667 , -25.69
734777 , -25.62
734777.5 , -25.54
734778 , -25.49
734778.5 , -25.4
734779 , -25.37
734779.5 , -25.31
734780 , -25.29
734780.5 , -25.27
734781 , -25.25
734781.5 , -25.2
734782 , -25.22
734782.5 , -25.12
734783 , -25.14
734783.5 , -25.07
734784 , -25.09
734784.5 , -25.06
734785 , -25.15
734785.5 , -25.14
734786 , -25.24
734786.5 , -25.23
734787 , -25.25
734787.5 , -25.19
734788 , -25.2
734788.5 , -25.14
734789 , -25.15
734789.5 , -25.13
734790 , -25.15
734791.5 , -25.11
734792 , -25.07
734792.5 , -25
734793 , -24.96
734793.5 , -24.88
734794 , -24.84
734794.5 , -24.79
734795 , -24.74
734795.5 , -24.7
734796 , -24.68
734796.5 , -24.64
734797 , -24.59
734797.5 , -24.55
734798 , -24.51
734798.5 , -24.48
734799 , -24.45
734799.5 , -24.41
734800 , -24.38
734800.5 , -24.33
734801 , -24.34
734801.5 , -24.3
734802 , -24.28
734802.5 , -24.23
734803 , -24.19
734803.5 , -24.15
734804 , -24.1
734804.5 , -24.02
734805 , -23.98
734805.5 , -23.95
734806 , -23.93
734806.5 , -23.9
734807 , -23.91
734807.5 , -23.9
734808 , -23.92
734808.5 , -23.94
734809 , -23.99
734809.5 , -23.99
734810 , -23.93
734810.5 , -23.93
734811 , -23.93
734811.5 , -23.54
734812 , -23.52
734812.5 , -23.49
734813 , -23.53
