'LTU037THAPRG900',2010-07-15-23:00:00'
734577.5417,NaN
734577.5833,NaN
734577.625,NaN
734577.6667,NaN
734577.7083,NaN
734577.75,NaN
734577.7917,NaN
734577.8333,NaN
734577.875,NaN
734577.9167,NaN
734577.9583,NaN
734578,0.25
734578.0417,NaN
734578.0833,NaN
734578.125,NaN
734578.1667,NaN
734578.2083,NaN
734578.25,NaN
734578.2917,NaN
734578.3333,NaN
734578.375,NaN
734578.4167,NaN
734578.4583,NaN
734578.5,0.26
734578.5417,NaN
734578.5833,NaN
734578.625,NaN
734578.6667,NaN
734578.7083,NaN
734578.75,NaN
734578.7917,NaN
734578.8333,NaN
734578.875,NaN
734578.9167,NaN
734578.9583,NaN
734579,0.23
734579.0417,NaN
734579.0833,NaN
734579.125,NaN
734579.1667,NaN
734579.2083,NaN
734579.25,NaN
734579.2917,NaN
734579.3333,NaN
734579.375,NaN
734579.4167,NaN
734579.4583,NaN
734579.5,0.23
734579.5417,NaN
734579.5833,NaN
734579.625,NaN
734579.6667,NaN
734579.7083,NaN
734579.75,NaN
734579.7917,NaN
734579.8333,NaN
734579.875,NaN
734579.9167,NaN
734579.9583,NaN
734580,0.2
734580.0417,NaN
734580.0833,NaN
734580.125,NaN
734580.1667,NaN
734580.2083,NaN
734580.25,NaN
734580.2917,NaN
734580.3333,NaN
734580.375,NaN
734580.4167,NaN
734580.4583,NaN
734580.5,0.22
734580.5417,NaN
734580.5833,NaN
734580.625,NaN
734580.6667,NaN
734580.7083,NaN
734580.75,NaN
734580.7917,NaN
734580.8333,NaN
734580.875,NaN
734580.9167,NaN
734580.9583,NaN
734581,0.23
734581.0417,NaN
734581.0833,NaN
734581.125,NaN
734581.1667,NaN
734581.2083,NaN
734581.25,NaN
734581.2917,NaN
734581.3333,NaN
734581.375,NaN
734581.4167,NaN
734581.4583,NaN
734581.5,0.22
734581.5417,NaN
734581.5833,NaN
734581.625,NaN
734581.6667,NaN
734581.7083,NaN
734581.75,NaN
734581.7917,NaN
734581.8333,NaN
734581.875,NaN
734581.9167,NaN
734581.9583,NaN
734582,0.28
734582.0417,NaN
734582.0833,NaN
734582.125,NaN
734582.1667,NaN
734582.2083,NaN
734582.25,NaN
734582.2917,NaN
734582.3333,NaN
734582.375,NaN
734582.4167,NaN
734582.4583,NaN
734582.5,0.25
734582.5417,NaN
734582.5833,NaN
734582.625,NaN
734582.6667,NaN
734582.7083,NaN
734582.75,NaN
734582.7917,NaN
734582.8333,NaN
734582.875,NaN
734582.9167,NaN
734582.9583,NaN
734583,0.28
734583.0417,NaN
734583.0833,NaN
734583.125,NaN
734583.1667,NaN
734583.2083,NaN
734583.25,NaN
734583.2917,NaN
734583.3333,NaN
734583.375,NaN
734583.4167,NaN
734583.4583,NaN
734583.5,0.26
734583.5417,NaN
734583.5833,NaN
734583.625,NaN
734583.6667,NaN
734583.7083,NaN
734583.75,NaN
734583.7917,NaN
734583.8333,NaN
734583.875,NaN
734583.9167,NaN
734583.9583,NaN
734584,0.28
734584.0417,NaN
734584.0833,NaN
734584.125,NaN
734584.1667,NaN
734584.2083,NaN
734584.25,NaN
734584.2917,NaN
734584.3333,NaN
734584.375,NaN
734584.4167,NaN
734584.4583,NaN
734584.5,0.26
734584.5417,NaN
734584.5833,NaN
734584.625,NaN
734584.6667,NaN
734584.7083,NaN
734584.75,NaN
734584.7917,NaN
734584.8333,NaN
734584.875,NaN
734584.9167,NaN
734584.9583,NaN
734585,0.25
734585.0417,NaN
734585.0833,NaN
734585.125,NaN
734585.1667,NaN
734585.2083,NaN
734585.25,NaN
734585.2917,NaN
734585.3333,NaN
734585.375,NaN
734585.4167,NaN
734585.4583,NaN
734585.5,0.28
734585.5417,NaN
734585.5833,NaN
734585.625,NaN
734585.6667,NaN
734585.7083,NaN
734585.75,NaN
734585.7917,NaN
734585.8333,NaN
734585.875,NaN
734585.9167,NaN
734585.9583,NaN
734586,0.3
734586.0417,NaN
734586.0833,NaN
734586.125,NaN
734586.1667,NaN
734586.2083,NaN
734586.25,NaN
734586.2917,NaN
734586.3333,NaN
734586.375,NaN
734586.4167,NaN
734586.4583,NaN
734586.5,0.31
734586.5417,NaN
734586.5833,NaN
734586.625,NaN
734586.6667,NaN
734586.7083,NaN
734586.75,NaN
734586.7917,NaN
734586.8333,NaN
734586.875,NaN
734586.9167,NaN
734586.9583,NaN
734587,0.28
734587.0417,NaN
734587.0833,NaN
734587.125,NaN
734587.1667,NaN
734587.2083,NaN
734587.25,NaN
734587.2917,NaN
734587.3333,NaN
734587.375,NaN
734587.4167,NaN
734587.4583,NaN
734587.5,0.3
734587.5417,NaN
734587.5833,NaN
734587.625,NaN
734587.6667,NaN
734587.7083,NaN
734587.75,NaN
734587.7917,NaN
734587.8333,NaN
734587.875,NaN
734587.9167,NaN
734587.9583,NaN
734588,0.28
734588.0417,NaN
734588.0833,NaN
734588.125,NaN
734588.1667,NaN
734588.2083,NaN
734588.25,NaN
734588.2917,NaN
734588.3333,NaN
734588.375,NaN
734588.4167,NaN
734588.4583,NaN
734588.5,0.33
734588.5417,NaN
734588.5833,NaN
734588.625,NaN
734588.6667,NaN
734588.7083,NaN
734588.75,NaN
734588.7917,NaN
734588.8333,NaN
734588.875,NaN
734588.9167,NaN
734588.9583,NaN
734589,0.33
734589.0417,NaN
734589.0833,NaN
734589.125,NaN
734589.1667,NaN
734589.2083,NaN
734589.25,NaN
734589.2917,NaN
734589.3333,NaN
734589.375,NaN
734589.4167,NaN
734589.4583,NaN
734589.5,0.33
734589.5417,NaN
734589.5833,NaN
734589.625,NaN
734589.6667,NaN
734589.7083,NaN
734589.75,NaN
734589.7917,NaN
734589.8333,NaN
734589.875,NaN
734589.9167,NaN
734589.9583,NaN
734590,0.33
734590.0417,NaN
734590.0833,NaN
734590.125,NaN
734590.1667,NaN
734590.2083,NaN
734590.25,NaN
734590.2917,NaN
734590.3333,NaN
734590.375,NaN
734590.4167,NaN
734590.4583,NaN
734590.5,0.33
734590.5417,NaN
734590.5833,NaN
734590.625,NaN
734590.6667,NaN
734590.7083,NaN
734590.75,NaN
734590.7917,NaN
734590.8333,NaN
734590.875,NaN
734590.9167,NaN
734590.9583,NaN
734591,0.31
734591.0417,NaN
734591.0833,NaN
734591.125,NaN
734591.1667,NaN
734591.2083,NaN
734591.25,NaN
734591.2917,NaN
734591.3333,NaN
734591.375,NaN
734591.4167,NaN
734591.4583,NaN
734591.5,0.31
734591.5417,NaN
734591.5833,NaN
734591.625,NaN
734591.6667,NaN
734591.7083,NaN
734591.75,NaN
734591.7917,NaN
734591.8333,NaN
734591.875,NaN
734591.9167,NaN
734591.9583,NaN
734592,0.31
734592.0417,NaN
734592.0833,NaN
734592.125,NaN
734592.1667,NaN
734592.2083,NaN
734592.25,NaN
734592.2917,NaN
734592.3333,NaN
734592.375,NaN
734592.4167,NaN
734592.4583,NaN
734592.5,0.45
734592.5417,NaN
734592.5833,NaN
734592.625,NaN
734592.6667,NaN
734592.7083,NaN
734592.75,NaN
734592.7917,NaN
734592.8333,NaN
734592.875,NaN
734592.9167,NaN
734592.9583,NaN
734593,0.34
734593.0417,NaN
734593.0833,NaN
734593.125,NaN
734593.1667,NaN
734593.2083,NaN
734593.25,NaN
734593.2917,NaN
734593.3333,NaN
734593.375,NaN
734593.4167,NaN
734593.4583,NaN
734593.5,0.37
734593.5417,NaN
734593.5833,NaN
734593.625,NaN
734593.6667,NaN
734593.7083,NaN
734593.75,NaN
734593.7917,NaN
734593.8333,NaN
734593.875,NaN
734593.9167,NaN
734593.9583,NaN
734594,0.37
734594.0417,NaN
734594.0833,NaN
734594.125,NaN
734594.1667,NaN
734594.2083,NaN
734594.25,NaN
734594.2917,NaN
734594.3333,NaN
734594.375,NaN
734594.4167,NaN
734594.4583,NaN
734594.5,0.37
734594.5417,NaN
734594.5833,NaN
734594.625,NaN
734594.6667,NaN
734594.7083,NaN
734594.75,NaN
734594.7917,NaN
734594.8333,NaN
734594.875,NaN
734594.9167,NaN
734594.9583,NaN
734595,0.42
734595.0417,NaN
734595.0833,NaN
734595.125,NaN
734595.1667,NaN
734595.2083,NaN
734595.25,NaN
734595.2917,NaN
734595.3333,NaN
734595.375,NaN
734595.4167,NaN
734595.4583,NaN
734595.5,0.42
734595.5417,NaN
734595.5833,NaN
734595.625,NaN
734595.6667,NaN
734595.7083,NaN
734595.75,NaN
734595.7917,NaN
734595.8333,NaN
734595.875,NaN
734595.9167,NaN
734595.9583,NaN
734596,0.4
734596.0417,NaN
734596.0833,NaN
734596.125,NaN
734596.1667,NaN
734596.2083,NaN
734596.25,NaN
734596.2917,NaN
734596.3333,NaN
734596.375,NaN
734596.4167,NaN
734596.4583,NaN
734596.5,0.43
734596.5417,NaN
734596.5833,NaN
734596.625,NaN
734596.6667,NaN
734596.7083,NaN
734596.75,NaN
734596.7917,NaN
734596.8333,NaN
734596.875,NaN
734596.9167,NaN
734596.9583,NaN
734597,0.44
734597.0417,NaN
734597.0833,NaN
734597.125,NaN
734597.1667,NaN
734597.2083,NaN
734597.25,NaN
734597.2917,NaN
734597.3333,NaN
734597.375,NaN
734597.4167,NaN
734597.4583,NaN
734597.5,0.42
734597.5417,NaN
734597.5833,NaN
734597.625,NaN
734597.6667,NaN
734597.7083,NaN
734597.75,NaN
734597.7917,NaN
734597.8333,NaN
734597.875,NaN
734597.9167,NaN
734597.9583,NaN
734598,0.42
734598.0417,NaN
734598.0833,NaN
734598.125,NaN
734598.1667,NaN
734598.2083,NaN
734598.25,NaN
734598.2917,NaN
734598.3333,NaN
734598.375,NaN
734598.4167,NaN
734598.4583,NaN
734598.5,0.47
734598.5417,NaN
734598.5833,NaN
734598.625,NaN
734598.6667,NaN
734598.7083,NaN
734598.75,NaN
734598.7917,NaN
734598.8333,NaN
734598.875,NaN
734598.9167,NaN
734598.9583,NaN
734599,0.36
734599.0417,NaN
734599.0833,NaN
734599.125,NaN
734599.1667,NaN
734599.2083,NaN
734599.25,NaN
734599.2917,NaN
734599.3333,NaN
734599.375,NaN
734599.4167,NaN
734599.4583,NaN
734599.5,0.39
734599.5417,NaN
734599.5833,NaN
734599.625,NaN
734599.6667,NaN
734599.7083,NaN
734599.75,NaN
734599.7917,NaN
734599.8333,NaN
734599.875,NaN
734599.9167,NaN
734599.9583,NaN
734600,0.37
734600.0417,NaN
734600.0833,NaN
734600.125,NaN
734600.1667,NaN
734600.2083,NaN
734600.25,NaN
734600.2917,NaN
734600.3333,NaN
734600.375,NaN
734600.4167,NaN
734600.4583,NaN
734600.5,0.4
734600.5417,NaN
734600.5833,NaN
734600.625,NaN
734600.6667,NaN
734600.7083,NaN
734600.75,NaN
734600.7917,NaN
734600.8333,NaN
734600.875,NaN
734600.9167,NaN
734600.9583,NaN
734601,0.45
734601.0417,NaN
734601.0833,NaN
734601.125,NaN
734601.1667,NaN
734601.2083,NaN
734601.25,NaN
734601.2917,NaN
734601.3333,NaN
734601.375,NaN
734601.4167,NaN
734601.4583,NaN
734601.5,0.53
734601.5417,NaN
734601.5833,NaN
734601.625,NaN
734601.6667,NaN
734601.7083,NaN
734601.75,NaN
734601.7917,NaN
734601.8333,NaN
734601.875,NaN
734601.9167,NaN
734601.9583,NaN
734602,0.54
734602.0417,NaN
734602.0833,NaN
734602.125,NaN
734602.1667,NaN
734602.2083,NaN
734602.25,NaN
734602.2917,NaN
734602.3333,NaN
734602.375,NaN
734602.4167,NaN
734602.4583,NaN
734602.5,0.48
734602.5417,NaN
734602.5833,NaN
734602.625,NaN
734602.6667,NaN
734602.7083,NaN
734602.75,NaN
734602.7917,NaN
734602.8333,NaN
734602.875,NaN
734602.9167,NaN
734602.9583,NaN
734603,0.57
734603.0417,NaN
734603.0833,NaN
734603.125,NaN
734603.1667,NaN
734603.2083,NaN
734603.25,NaN
734603.2917,NaN
734603.3333,NaN
734603.375,NaN
734603.4167,NaN
734603.4583,NaN
734603.5,0.54
734603.5417,NaN
734603.5833,NaN
734603.625,NaN
734603.6667,NaN
734603.7083,NaN
734603.75,NaN
734603.7917,NaN
734603.8333,NaN
734603.875,NaN
734603.9167,NaN
734603.9583,NaN
734604,0.73
734604.0417,NaN
734604.0833,NaN
734604.125,NaN
734604.1667,NaN
734604.2083,NaN
734604.25,NaN
734604.2917,NaN
734604.3333,NaN
734604.375,NaN
734604.4167,NaN
734604.4583,NaN
734604.5,0.58
734604.5417,NaN
734604.5833,NaN
734604.625,NaN
734604.6667,NaN
734604.7083,NaN
734604.75,NaN
734604.7917,NaN
734604.8333,NaN
734604.875,NaN
734604.9167,NaN
734604.9583,NaN
734605,0.59
734605.0417,NaN
734605.0833,NaN
734605.125,NaN
734605.1667,NaN
734605.2083,NaN
734605.25,NaN
734605.2917,NaN
734605.3333,NaN
734605.375,NaN
734605.4167,NaN
734605.4583,NaN
734605.5,0.62
734605.5417,NaN
734605.5833,NaN
734605.625,NaN
734605.6667,NaN
734605.7083,NaN
734605.75,NaN
734605.7917,NaN
734605.8333,NaN
734605.875,NaN
734605.9167,NaN
734605.9583,NaN
734606,0.59
734606.0417,NaN
734606.0833,NaN
734606.125,NaN
734606.1667,NaN
734606.2083,NaN
734606.25,NaN
734606.2917,NaN
734606.3333,NaN
734606.375,NaN
734606.4167,NaN
734606.4583,NaN
734606.5,0.64
734606.5417,NaN
734606.5833,NaN
734606.625,NaN
734606.6667,NaN
734606.7083,NaN
734606.75,NaN
734606.7917,NaN
734606.8333,NaN
734606.875,NaN
734606.9167,NaN
734606.9583,NaN
734607,0.53
734607.0417,NaN
734607.0833,NaN
734607.125,NaN
734607.1667,NaN
734607.2083,NaN
734607.25,NaN
734607.2917,NaN
734607.3333,NaN
734607.375,NaN
734607.4167,NaN
734607.4583,NaN
734607.5,0.59
734607.5417,NaN
734607.5833,NaN
734607.625,NaN
734607.6667,NaN
734607.7083,NaN
734607.75,NaN
734607.7917,NaN
734607.8333,NaN
734607.875,NaN
734607.9167,NaN
734607.9583,NaN
734608,0.56
734608.0417,NaN
734608.0833,NaN
734608.125,NaN
734608.1667,NaN
734608.2083,NaN
734608.25,NaN
734608.2917,NaN
734608.3333,NaN
734608.375,NaN
734608.4167,NaN
734608.4583,NaN
734608.5,0.44
734608.5417,NaN
734608.5833,NaN
734608.625,NaN
734608.6667,NaN
734608.7083,NaN
734608.75,NaN
734608.7917,NaN
734608.8333,NaN
734608.875,NaN
734608.9167,NaN
734608.9583,NaN
734609,0.61
734609.0417,NaN
734609.0833,NaN
734609.125,NaN
734609.1667,NaN
734609.2083,NaN
734609.25,NaN
734609.2917,NaN
734609.3333,NaN
734609.375,NaN
734609.4167,NaN
734609.4583,NaN
734609.5,0.5
734609.5417,NaN
734609.5833,NaN
734609.625,NaN
734609.6667,NaN
734609.7083,NaN
734609.75,NaN
734609.7917,NaN
734609.8333,NaN
734609.875,NaN
734609.9167,NaN
734609.9583,NaN
734610,0.5
734610.0417,NaN
734610.0833,NaN
734610.125,NaN
734610.1667,NaN
734610.2083,NaN
734610.25,NaN
734610.2917,NaN
734610.3333,NaN
734610.375,NaN
734610.4167,NaN
734610.4583,NaN
734610.5,0.42
734610.5417,NaN
734610.5833,NaN
734610.625,NaN
734610.6667,NaN
734610.7083,NaN
734610.75,NaN
734610.7917,NaN
734610.8333,NaN
734610.875,NaN
734610.9167,NaN
734610.9583,NaN
734611,0.56
734611.0417,NaN
734611.0833,NaN
734611.125,NaN
734611.1667,NaN
734611.2083,NaN
734611.25,NaN
734611.2917,NaN
734611.3333,NaN
734611.375,NaN
734611.4167,NaN
734611.4583,NaN
734611.5,0.62
734611.5417,NaN
734611.5833,NaN
734611.625,NaN
734611.6667,NaN
734611.7083,NaN
734611.75,NaN
734611.7917,NaN
734611.8333,NaN
734611.875,NaN
734611.9167,NaN
734611.9583,NaN
734612,0.71
734612.0417,NaN
734612.0833,NaN
734612.125,NaN
734612.1667,NaN
734612.2083,NaN
734612.25,NaN
734612.2917,NaN
734612.3333,NaN
734612.375,NaN
734612.4167,NaN
734612.4583,NaN
734612.5,0.85
734612.5417,NaN
734612.5833,NaN
734612.625,NaN
734612.6667,NaN
734612.7083,NaN
734612.75,NaN
734612.7917,NaN
734612.8333,NaN
734612.875,NaN
734612.9167,NaN
734612.9583,NaN
734613,0.98
734613.0417,NaN
734613.0833,NaN
734613.125,NaN
734613.1667,NaN
734613.2083,NaN
734613.25,NaN
734613.2917,NaN
734613.3333,NaN
734613.375,NaN
734613.4167,NaN
734613.4583,NaN
734613.5,1.13
734613.5417,NaN
734613.5833,NaN
734613.625,NaN
734613.6667,NaN
734613.7083,NaN
734613.75,NaN
734613.7917,NaN
734613.8333,NaN
734613.875,NaN
734613.9167,NaN
734613.9583,NaN
734614,0.84
734614.0417,NaN
734614.0833,NaN
734614.125,NaN
734614.1667,NaN
734614.2083,NaN
734614.25,NaN
734614.2917,NaN
734614.3333,NaN
734614.375,NaN
734614.4167,NaN
734614.4583,NaN
734614.5,0.8
734614.5417,NaN
734614.5833,NaN
734614.625,NaN
734614.6667,NaN
734614.7083,NaN
734614.75,NaN
734614.7917,NaN
734614.8333,NaN
734614.875,NaN
734614.9167,NaN
734614.9583,NaN
734615,0.79
734615.0417,NaN
734615.0833,NaN
734615.125,NaN
734615.1667,NaN
734615.2083,NaN
734615.25,NaN
734615.2917,NaN
734615.3333,NaN
734615.375,NaN
734615.4167,NaN
734615.4583,NaN
734615.5,0.97
734615.5417,NaN
734615.5833,NaN
734615.625,NaN
734615.6667,NaN
734615.7083,NaN
734615.75,NaN
734615.7917,NaN
734615.8333,NaN
734615.875,NaN
734615.9167,NaN
734615.9583,NaN
734616,0.91
734616.0417,NaN
734616.0833,NaN
734616.125,NaN
734616.1667,NaN
734616.2083,NaN
734616.25,NaN
734616.2917,NaN
734616.3333,NaN
734616.375,NaN
734616.4167,NaN
734616.4583,NaN
734616.5,1.36
734616.5417,NaN
734616.5833,NaN
734616.625,NaN
734616.6667,NaN
734616.7083,NaN
734616.75,NaN
734616.7917,NaN
734616.8333,NaN
734616.875,NaN
734616.9167,NaN
734616.9583,NaN
734617,1.42
734617.0417,NaN
734617.0833,NaN
734617.125,NaN
734617.1667,NaN
734617.2083,NaN
734617.25,NaN
734617.2917,NaN
734617.3333,NaN
734617.375,NaN
734617.4167,NaN
734617.4583,NaN
734617.5,1.32
734617.5417,NaN
734617.5833,NaN
734617.625,NaN
734617.6667,NaN
734617.7083,NaN
734617.75,NaN
734617.7917,NaN
734617.8333,NaN
734617.875,NaN
734617.9167,NaN
734617.9583,NaN
734618,1.42
734618.0417,NaN
734618.0833,NaN
734618.125,NaN
734618.1667,NaN
734618.2083,NaN
734618.25,NaN
734618.2917,NaN
734618.3333,NaN
734618.375,NaN
734618.4167,NaN
734618.4583,NaN
734618.5,1.48
734618.5417,NaN
734618.5833,NaN
734618.625,NaN
734618.6667,NaN
734618.7083,NaN
734618.75,NaN
734618.7917,NaN
734618.8333,NaN
734618.875,NaN
734618.9167,NaN
734618.9583,NaN
734619,1.72
734619.0417,NaN
734619.0833,NaN
734619.125,NaN
734619.1667,NaN
734619.2083,NaN
734619.25,NaN
734619.2917,NaN
734619.3333,NaN
734619.375,NaN
734619.4167,NaN
734619.4583,NaN
734619.5,2.01
734619.5417,NaN
734619.5833,NaN
734619.625,NaN
734619.6667,NaN
734619.7083,NaN
734619.75,NaN
734619.7917,NaN
734619.8333,NaN
734619.875,NaN
734619.9167,NaN
734619.9583,NaN
734620,2.13
734620.0417,NaN
734620.0833,NaN
734620.125,NaN
734620.1667,NaN
734620.2083,NaN
734620.25,NaN
734620.2917,NaN
734620.3333,NaN
734620.375,NaN
734620.4167,NaN
734620.4583,NaN
734620.5,1.95
734620.5417,NaN
734620.5833,NaN
734620.625,NaN
734620.6667,NaN
734620.7083,NaN
734620.75,NaN
734620.7917,NaN
734620.8333,NaN
734620.875,NaN
734620.9167,NaN
734620.9583,NaN
734621,1.83
734621.0417,NaN
734621.0833,NaN
734621.125,NaN
734621.1667,NaN
734621.2083,NaN
734621.25,NaN
734621.2917,NaN
734621.3333,NaN
734621.375,NaN
734621.4167,NaN
734621.4583,NaN
734621.5,1.84
734621.5417,NaN
734621.5833,NaN
734621.625,NaN
734621.6667,NaN
734621.7083,NaN
734621.75,NaN
734621.7917,NaN
734621.8333,NaN
734621.875,NaN
734621.9167,NaN
734621.9583,NaN
734622,2.07
734622.0417,NaN
734622.0833,NaN
734622.125,NaN
734622.1667,NaN
734622.2083,NaN
734622.25,NaN
734622.2917,NaN
734622.3333,NaN
734622.375,NaN
734622.4167,NaN
734622.4583,NaN
734622.5,1.96
734622.5417,NaN
734622.5833,1.96
734622.625,NaN
734622.6667,NaN
734622.7083,NaN
734622.75,NaN
734622.7917,NaN
734622.8333,NaN
734622.875,NaN
734622.9167,NaN
734622.9583,NaN
734623,1.87
734623.0417,NaN
734623.0833,NaN
734623.125,NaN
734623.1667,NaN
734623.2083,NaN
734623.25,NaN
734623.2917,NaN
734623.3333,NaN
734623.375,NaN
734623.4167,NaN
734623.4583,NaN
734623.5,2.05
734623.5417,NaN
734623.5833,NaN
734623.625,NaN
734623.6667,NaN
734623.7083,NaN
734623.75,NaN
734623.7917,NaN
734623.8333,NaN
734623.875,NaN
734623.9167,NaN
734623.9583,NaN
734624,2.59
734624.0417,NaN
734624.0833,NaN
734624.125,NaN
734624.1667,NaN
734624.2083,NaN
734624.25,NaN
734624.2917,NaN
734624.3333,NaN
734624.375,NaN
734624.4167,NaN
734624.4583,NaN
734624.5,2.4
734624.5417,NaN
734624.5833,NaN
734624.625,NaN
734624.6667,NaN
734624.7083,NaN
734624.75,NaN
734624.7917,NaN
734624.8333,NaN
734624.875,NaN
734624.9167,NaN
734624.9583,NaN
734625,3.03
734625.0417,NaN
734625.0833,NaN
734625.125,NaN
734625.1667,NaN
734625.2083,NaN
734625.25,NaN
734625.2917,NaN
734625.3333,NaN
734625.375,NaN
734625.4167,NaN
734625.4583,NaN
734625.5,2.88
734625.5417,NaN
734625.5833,NaN
734625.625,NaN
734625.6667,NaN
734625.7083,NaN
734625.75,NaN
734625.7917,NaN
734625.8333,NaN
734625.875,NaN
734625.9167,NaN
734625.9583,NaN
734626,2.77
734626.0417,NaN
734626.0833,NaN
734626.125,NaN
734626.1667,NaN
734626.2083,NaN
734626.25,NaN
734626.2917,NaN
734626.3333,NaN
734626.375,NaN
734626.4167,NaN
734626.4583,NaN
734626.5,2.53
734626.5417,NaN
734626.5833,NaN
734626.625,NaN
734626.6667,NaN
734626.7083,NaN
734626.75,NaN
734626.7917,NaN
734626.8333,NaN
734626.875,NaN
734626.9167,NaN
734626.9583,NaN
734627,2.61
734627.0417,NaN
734627.0833,NaN
734627.125,NaN
734627.1667,NaN
734627.2083,NaN
734627.25,NaN
734627.2917,NaN
734627.3333,NaN
734627.375,NaN
734627.4167,NaN
734627.4583,NaN
734627.5,2.44
734627.5417,NaN
734627.5833,NaN
734627.625,NaN
734627.6667,NaN
734627.7083,NaN
734627.75,NaN
734627.7917,NaN
734627.8333,NaN
734627.875,NaN
734627.9167,NaN
734627.9583,NaN
734628,2.44
734628.0417,NaN
734628.0833,NaN
734628.125,NaN
734628.1667,NaN
734628.2083,NaN
734628.25,NaN
734628.2917,NaN
734628.3333,NaN
734628.375,NaN
734628.4167,NaN
734628.4583,NaN
734628.5,2.38
734628.5417,NaN
734628.5833,NaN
734628.625,NaN
734628.6667,NaN
734628.7083,NaN
734628.75,NaN
734628.7917,NaN
734628.8333,NaN
734628.875,NaN
734628.9167,NaN
734628.9583,NaN
734629,2.37
734629.0417,NaN
734629.0833,NaN
734629.125,NaN
734629.1667,NaN
734629.2083,NaN
734629.25,NaN
734629.2917,NaN
734629.3333,NaN
734629.375,NaN
734629.4167,NaN
734629.4583,NaN
734629.5,2.37
734629.5417,NaN
734629.5833,NaN
734629.625,NaN
734629.6667,NaN
734629.7083,NaN
734629.75,NaN
734629.7917,NaN
734629.8333,NaN
734629.875,NaN
734629.9167,NaN
734629.9583,NaN
734630,2.68
734630.0417,NaN
734630.0833,NaN
734630.125,NaN
734630.1667,NaN
734630.2083,NaN
734630.25,NaN
734630.2917,NaN
734630.3333,NaN
734630.375,NaN
734630.4167,NaN
734630.4583,NaN
734630.5,2.73
734630.5417,NaN
734630.5833,NaN
734630.625,NaN
734630.6667,NaN
734630.7083,NaN
734630.75,NaN
734630.7917,NaN
734630.8333,NaN
734630.875,NaN
734630.9167,NaN
734630.9583,NaN
734631,2.98
734631.0417,NaN
734631.0833,NaN
734631.125,NaN
734631.1667,NaN
734631.2083,NaN
734631.25,NaN
734631.2917,NaN
734631.3333,NaN
734631.375,NaN
734631.4167,NaN
734631.4583,NaN
734631.5,3.17
734631.5417,NaN
734631.5833,NaN
734631.625,NaN
734631.6667,NaN
734631.7083,NaN
734631.75,NaN
734631.7917,NaN
734631.8333,NaN
734631.875,NaN
734631.9167,NaN
734631.9583,NaN
734632,3.56
734632.0417,NaN
734632.0833,NaN
734632.125,NaN
734632.1667,NaN
734632.2083,NaN
734632.25,NaN
734632.2917,NaN
734632.3333,NaN
734632.375,NaN
734632.4167,NaN
734632.4583,NaN
734632.5,3.63
734632.5417,NaN
734632.5833,NaN
734632.625,NaN
734632.6667,NaN
734632.7083,NaN
734632.75,NaN
734632.7917,NaN
734632.8333,NaN
734632.875,NaN
734632.9167,NaN
734632.9583,NaN
734633,4.44
734633.0417,NaN
734633.0833,NaN
734633.125,NaN
734633.1667,NaN
734633.2083,NaN
734633.25,NaN
734633.2917,NaN
734633.3333,NaN
734633.375,NaN
734633.4167,NaN
734633.4583,NaN
734633.5,4.22
734633.5417,NaN
734633.5833,NaN
734633.625,NaN
734633.6667,NaN
734633.7083,NaN
734633.75,NaN
734633.7917,NaN
734633.8333,NaN
734633.875,NaN
734633.9167,NaN
734633.9583,NaN
734634,4.96
734634.0417,NaN
734634.0833,NaN
734634.125,NaN
734634.1667,NaN
734634.2083,NaN
734634.25,NaN
734634.2917,NaN
734634.3333,NaN
734634.375,NaN
734634.4167,NaN
734634.4583,NaN
734634.5,5.1
734634.5417,NaN
734634.5833,NaN
734634.625,NaN
734634.6667,NaN
734634.7083,NaN
734634.75,NaN
734634.7917,NaN
734634.8333,NaN
734634.875,NaN
734634.9167,NaN
734634.9583,NaN
734635,5.64
734635.0417,NaN
734635.0833,NaN
734635.125,NaN
734635.1667,NaN
734635.2083,NaN
734635.25,NaN
734635.2917,NaN
734635.3333,NaN
734635.375,NaN
734635.4167,NaN
734635.4583,NaN
734635.5,5.75
734635.5417,NaN
734635.5833,NaN
734635.625,NaN
734635.6667,NaN
734635.7083,NaN
734635.75,NaN
734635.7917,NaN
734635.8333,NaN
734635.875,NaN
734635.9167,NaN
734635.9583,NaN
734636,6.31
734636.0417,NaN
734636.0833,NaN
734636.125,NaN
734636.1667,NaN
734636.2083,NaN
734636.25,NaN
734636.2917,NaN
734636.3333,NaN
734636.375,NaN
734636.4167,NaN
734636.4583,NaN
734636.5,6.47
734636.5417,NaN
734636.5833,NaN
734636.625,NaN
734636.6667,NaN
734636.7083,NaN
734636.75,NaN
734636.7917,NaN
734636.8333,NaN
734636.875,NaN
734636.9167,NaN
734636.9583,NaN
734637,6.4
734637.0417,NaN
734637.0833,NaN
734637.125,NaN
734637.1667,NaN
734637.2083,NaN
734637.25,NaN
734637.2917,NaN
734637.3333,NaN
734637.375,NaN
734637.4167,NaN
734637.4583,NaN
734637.5,6.61
734637.5417,NaN
734637.5833,NaN
734637.625,NaN
734637.6667,NaN
734637.7083,NaN
734637.75,NaN
734637.7917,NaN
734637.8333,NaN
734637.875,NaN
734637.9167,NaN
734637.9583,NaN
734638,6.86
734638.0417,NaN
734638.0833,NaN
734638.125,NaN
734638.1667,NaN
734638.2083,NaN
734638.25,NaN
