'LTU037THAPRG900',2010-07-15-23:00:00'
735360.125,NaN
735360.1667,NaN
735360.2083,NaN
735360.25,NaN
735360.2917,NaN
735360.3333,NaN
735360.375,NaN
735360.4167,NaN
735360.4583,NaN
735360.5,7.45
735360.5417,NaN
735360.5833,NaN
735360.625,NaN
735360.6667,NaN
735360.7083,NaN
735360.75,NaN
735360.7917,NaN
735360.8333,NaN
735360.875,NaN
735360.9167,NaN
735360.9583,NaN
735361,8.16
735361.0417,NaN
735361.0833,NaN
735361.125,NaN
735361.1667,NaN
735361.2083,NaN
735361.25,NaN
735361.2917,NaN
735361.3333,NaN
735361.375,NaN
735361.4167,NaN
735361.4583,NaN
735361.5,8.37
735361.5417,NaN
735361.5833,NaN
735361.625,NaN
735361.6667,NaN
735361.7083,NaN
735361.75,NaN
735361.7917,NaN
735361.8333,NaN
735361.875,NaN
735361.9167,NaN
735361.9583,NaN
735362,8.69
735362.0417,NaN
735362.0833,NaN
735362.125,NaN
735362.1667,NaN
735362.2083,NaN
735362.25,NaN
735362.2917,NaN
735362.3333,NaN
735362.375,NaN
735362.4167,NaN
735362.4583,NaN
735362.5,8.88
735362.5417,NaN
735362.5833,NaN
735362.625,NaN
735362.6667,NaN
735362.7083,NaN
735362.75,NaN
735362.7917,NaN
735362.8333,NaN
735362.875,NaN
735362.9167,NaN
735362.9583,NaN
735363,9.51
735363.0417,NaN
735363.0833,NaN
735363.125,NaN
735363.1667,NaN
735363.2083,NaN
735363.25,NaN
735363.2917,NaN
735363.3333,NaN
735363.375,NaN
735363.4167,NaN
735363.4583,NaN
735363.5,9.52
735363.5417,NaN
735363.5833,NaN
735363.625,NaN
735363.6667,NaN
735363.7083,NaN
735363.75,NaN
735363.7917,NaN
735363.8333,NaN
735363.875,NaN
735363.9167,NaN
735363.9583,NaN
735364,9.51
735364.0417,NaN
735364.0833,NaN
735364.125,NaN
735364.1667,NaN
735364.2083,NaN
735364.25,NaN
735364.2917,NaN
735364.3333,NaN
735364.375,NaN
735364.4167,NaN
735364.4583,NaN
735364.5,9.64
735364.5417,NaN
735364.5833,NaN
735364.625,NaN
735364.6667,NaN
735364.7083,NaN
735364.75,NaN
735364.7917,NaN
735364.8333,NaN
735364.875,NaN
735364.9167,NaN
735364.9583,NaN
735365,10.01
735365.0417,NaN
735365.0833,NaN
735365.125,NaN
735365.1667,NaN
735365.2083,NaN
735365.25,NaN
735365.2917,NaN
735365.3333,NaN
735365.375,NaN
735365.4167,NaN
735365.4583,NaN
735365.5,10.23
735365.5417,NaN
735365.5833,NaN
735365.625,NaN
735365.6667,NaN
735365.7083,NaN
735365.75,NaN
735365.7917,NaN
735365.8333,NaN
735365.875,NaN
735365.9167,NaN
735365.9583,NaN
735366,10.16
735366.0417,NaN
735366.0833,NaN
735366.125,NaN
735366.1667,NaN
735366.2083,NaN
735366.25,NaN
735366.2917,NaN
735366.3333,NaN
735366.375,NaN
735366.4167,NaN
735366.4583,NaN
735366.5,10.21
735366.5417,NaN
735366.5833,NaN
735366.625,NaN
735366.6667,NaN
735366.7083,NaN
735366.75,NaN
735366.7917,NaN
735366.8333,NaN
735366.875,NaN
735366.9167,NaN
735366.9583,NaN
735367,10.25
735367.0417,NaN
735367.0833,NaN
735367.125,NaN
735367.1667,NaN
735367.2083,NaN
735367.25,NaN
735367.2917,NaN
735367.3333,NaN
735367.375,NaN
735367.4167,NaN
735367.4583,NaN
735367.5,9.94
735367.5417,NaN
735367.5833,NaN
735367.625,NaN
735367.6667,NaN
735367.7083,NaN
735367.75,NaN
735367.7917,NaN
735367.8333,NaN
735367.875,NaN
735367.9167,NaN
735367.9583,NaN
735368,9.94
735368.0417,NaN
735368.0833,NaN
735368.125,NaN
735368.1667,NaN
735368.2083,NaN
735368.25,NaN
735368.2917,NaN
735368.3333,NaN
735368.375,NaN
735368.4167,NaN
735368.4583,NaN
735368.5,9.86
735368.5417,NaN
735368.5833,NaN
735368.625,NaN
735368.6667,NaN
735368.7083,NaN
735368.75,NaN
735368.7917,NaN
735368.8333,NaN
735368.875,NaN
735368.9167,NaN
735368.9583,NaN
735369,10.21
735369.0417,NaN
735369.0833,NaN
735369.125,NaN
735369.1667,NaN
735369.2083,NaN
735369.25,NaN
735369.2917,NaN
735369.3333,NaN
735369.375,NaN
735369.4167,NaN
735369.4583,NaN
735369.5,10.11
735369.5417,NaN
735369.5833,NaN
735369.625,NaN
735369.6667,NaN
735369.7083,NaN
735369.75,NaN
735369.7917,NaN
735369.8333,NaN
735369.875,NaN
735369.9167,NaN
735369.9583,NaN
735370,10.13
735370.0417,NaN
735370.0833,NaN
735370.125,NaN
735370.1667,NaN
735370.2083,NaN
735370.25,NaN
735370.2917,NaN
735370.3333,NaN
735370.375,NaN
735370.4167,NaN
735370.4583,NaN
735370.5,10.02
735370.5417,NaN
735370.5833,NaN
735370.625,NaN
735370.6667,NaN
735370.7083,NaN
735370.75,NaN
735370.7917,NaN
735370.8333,NaN
735370.875,NaN
735370.9167,NaN
735370.9583,NaN
735371,9.99
735371.0417,NaN
735371.0833,NaN
735371.125,NaN
735371.1667,NaN
735371.2083,NaN
735371.25,NaN
735371.2917,NaN
735371.3333,NaN
735371.375,NaN
735371.4167,NaN
735371.4583,NaN
735371.5,9.99
735371.5417,NaN
735371.5833,NaN
735371.625,NaN
735371.6667,NaN
735371.7083,NaN
735371.75,NaN
735371.7917,NaN
735371.8333,NaN
735371.875,NaN
735371.9167,NaN
735371.9583,NaN
735372,10.4
735372.0417,NaN
735372.0833,NaN
735372.125,NaN
735372.1667,NaN
735372.2083,NaN
735372.25,NaN
735372.2917,NaN
735372.3333,NaN
735372.375,NaN
735372.4167,NaN
735372.4583,NaN
735372.5,10.45
735372.5417,NaN
735372.5833,NaN
735372.625,NaN
735372.6667,NaN
735372.7083,NaN
735372.75,NaN
735372.7917,NaN
735372.8333,NaN
735372.875,NaN
735372.9167,NaN
735372.9583,NaN
735373,10.74
735373.0417,NaN
735373.0833,NaN
735373.125,NaN
735373.1667,NaN
735373.2083,NaN
735373.25,NaN
735373.2917,NaN
735373.3333,NaN
735373.375,NaN
735373.4167,NaN
735373.4583,NaN
735373.5,10.78
735373.5417,NaN
735373.5833,NaN
735373.625,NaN
735373.6667,NaN
735373.7083,NaN
735373.75,NaN
735373.7917,NaN
735373.8333,NaN
735373.875,NaN
735373.9167,NaN
735373.9583,NaN
735374,11.05
735374.0417,NaN
735374.0833,NaN
735374.125,NaN
735374.1667,NaN
735374.2083,NaN
735374.25,NaN
735374.2917,NaN
735374.3333,NaN
735374.375,NaN
735374.4167,NaN
735374.4583,NaN
735374.5,10.97
735374.5417,NaN
735374.5833,NaN
735374.625,NaN
735374.6667,NaN
735374.7083,NaN
735374.75,NaN
735374.7917,NaN
735374.8333,NaN
735374.875,NaN
735374.9167,NaN
735374.9583,NaN
735375,11.57
735375.0417,NaN
735375.0833,NaN
735375.125,NaN
735375.1667,NaN
735375.2083,NaN
735375.25,NaN
735375.2917,NaN
735375.3333,NaN
735375.375,NaN
735375.4167,NaN
735375.4583,NaN
735375.5,11.24
735375.5417,NaN
735375.5833,NaN
735375.625,NaN
735375.6667,NaN
735375.7083,NaN
735375.75,NaN
735375.7917,NaN
735375.8333,NaN
735375.875,NaN
735375.9167,NaN
735375.9583,NaN
735376,11.76
735376.0417,NaN
735376.0833,NaN
735376.125,NaN
735376.1667,NaN
735376.2083,NaN
735376.25,NaN
735376.2917,NaN
735376.3333,NaN
735376.375,NaN
735376.4167,NaN
735376.4583,NaN
735376.5,11.49
735376.5417,NaN
735376.5833,NaN
735376.625,NaN
735376.6667,NaN
735376.7083,NaN
735376.75,NaN
735376.7917,NaN
735376.8333,NaN
735376.875,NaN
735376.9167,NaN
735376.9583,NaN
735377,11.73
735377.0417,NaN
735377.0833,NaN
735377.125,NaN
735377.1667,NaN
735377.2083,NaN
735377.25,NaN
735377.2917,NaN
735377.3333,NaN
735377.375,NaN
735377.4167,NaN
735377.4583,NaN
735377.5,11.5
735377.5417,NaN
735377.5833,NaN
735377.625,NaN
735377.6667,NaN
735377.7083,NaN
735377.75,NaN
735377.7917,NaN
735377.8333,NaN
735377.875,NaN
735377.9167,NaN
735377.9583,NaN
735378,11.81
735378.0417,NaN
735378.0833,NaN
735378.125,NaN
735378.1667,NaN
735378.2083,NaN
735378.25,NaN
735378.2917,NaN
735378.3333,NaN
735378.375,NaN
735378.4167,NaN
735378.4583,NaN
735378.5,11.44
735378.5417,NaN
735378.5833,NaN
735378.625,NaN
735378.6667,NaN
735378.7083,NaN
735378.75,NaN
735378.7917,NaN
735378.8333,NaN
735378.875,NaN
735378.9167,NaN
735378.9583,NaN
735379,11.76
735379.0417,NaN
735379.0833,NaN
735379.125,NaN
735379.1667,NaN
735379.2083,NaN
735379.25,NaN
735379.2917,NaN
735379.3333,NaN
735379.375,NaN
735379.4167,NaN
735379.4583,NaN
735379.5,11.51
735379.5417,NaN
735379.5833,NaN
735379.625,NaN
735379.6667,NaN
735379.7083,NaN
735379.75,NaN
735379.7917,NaN
735379.8333,NaN
735379.875,NaN
735379.9167,NaN
735379.9583,NaN
735380,11.62
735380.0417,NaN
735380.0833,NaN
735380.125,NaN
735380.1667,NaN
735380.2083,NaN
735380.25,NaN
735380.2917,NaN
735380.3333,NaN
735380.375,NaN
735380.4167,NaN
735380.4583,NaN
735380.5,11.23
735380.5417,NaN
735380.5833,NaN
735380.625,NaN
735380.6667,NaN
735380.7083,NaN
735380.75,NaN
735380.7917,NaN
735380.8333,NaN
735380.875,NaN
735380.9167,NaN
735380.9583,NaN
735381,11.37
735381.0417,NaN
735381.0833,NaN
735381.125,NaN
735381.1667,NaN
735381.2083,NaN
735381.25,NaN
735381.2917,NaN
735381.3333,NaN
735381.375,NaN
735381.4167,NaN
735381.4583,NaN
735381.5,11.26
735381.5417,NaN
735381.5833,NaN
735381.625,NaN
735381.6667,NaN
735381.7083,NaN
735381.75,NaN
735381.7917,NaN
735381.8333,NaN
735381.875,NaN
735381.9167,NaN
735381.9583,NaN
735382,11.88
735382.0417,NaN
735382.0833,NaN
735382.125,NaN
735382.1667,NaN
735382.2083,NaN
735382.25,NaN
735382.2917,NaN
735382.3333,NaN
735382.375,NaN
735382.4167,NaN
735382.4583,NaN
735382.5,11.58
735382.5417,NaN
735382.5833,NaN
735382.625,NaN
735382.6667,NaN
735382.7083,NaN
735382.75,NaN
735382.7917,NaN
735382.8333,NaN
735382.875,NaN
735382.9167,NaN
735382.9583,NaN
735383,12.37
735383.0417,NaN
735383.0833,NaN
735383.125,NaN
735383.1667,NaN
735383.2083,NaN
735383.25,NaN
735383.2917,NaN
735383.3333,NaN
735383.375,NaN
735383.4167,NaN
735383.4583,NaN
735383.5,12.11
735383.5417,NaN
735383.5833,NaN
735383.625,NaN
735383.6667,NaN
735383.7083,NaN
735383.75,NaN
735383.7917,NaN
735383.8333,NaN
735383.875,NaN
735383.9167,NaN
735383.9583,NaN
735384,12.24
735384.0417,NaN
735384.0833,NaN
735384.125,NaN
735384.1667,NaN
735384.2083,NaN
735384.25,NaN
735384.2917,NaN
735384.3333,NaN
735384.375,NaN
735384.4167,NaN
735384.4583,NaN
735384.5,12.07
735384.5417,NaN
735384.5833,NaN
735384.625,NaN
735384.6667,NaN
735384.7083,NaN
735384.75,NaN
735384.7917,NaN
735384.8333,NaN
735384.875,NaN
735384.9167,NaN
735384.9583,NaN
735385,12.51
735385.0417,NaN
735385.0833,NaN
735385.125,NaN
735385.1667,NaN
735385.2083,NaN
735385.25,NaN
735385.2917,NaN
735385.3333,NaN
735385.375,NaN
735385.4167,NaN
735385.4583,NaN
735385.5,12.43
735385.5417,NaN
735385.5833,NaN
735385.625,NaN
735385.6667,NaN
735385.7083,NaN
735385.75,NaN
735385.7917,NaN
735385.8333,NaN
735385.875,NaN
735385.9167,NaN
735385.9583,NaN
735386,13.27
735386.0417,NaN
735386.0833,NaN
735386.125,NaN
735386.1667,NaN
735386.2083,NaN
735386.25,NaN
735386.2917,NaN
735386.3333,NaN
735386.375,NaN
735386.4167,NaN
735386.4583,NaN
735386.5,13.2
735386.5417,NaN
735386.5833,NaN
735386.625,NaN
735386.6667,NaN
735386.7083,NaN
735386.75,NaN
735386.7917,NaN
735386.8333,NaN
735386.875,NaN
735386.9167,NaN
735386.9583,NaN
735387,13.68
735387.0417,NaN
735387.0833,NaN
735387.125,NaN
735387.1667,NaN
735387.2083,NaN
735387.25,NaN
735387.2917,NaN
735387.3333,NaN
735387.375,NaN
735387.4167,NaN
735387.4583,NaN
735387.5,13.48
735387.5417,NaN
735387.5833,NaN
735387.625,NaN
735387.6667,NaN
735387.7083,NaN
735387.75,NaN
735387.7917,NaN
735387.8333,NaN
735387.875,NaN
735387.9167,NaN
735387.9583,NaN
735388,13.93
735388.0417,NaN
735388.0833,NaN
735388.125,NaN
735388.1667,NaN
735388.2083,NaN
735388.25,NaN
735388.2917,NaN
735388.3333,NaN
735388.375,NaN
735388.4167,NaN
735388.4583,NaN
735388.5,14.01
735388.5417,NaN
735388.5833,NaN
735388.625,NaN
735388.6667,NaN
735388.7083,NaN
735388.75,NaN
735388.7917,NaN
735388.8333,NaN
735388.875,NaN
735388.9167,NaN
735388.9583,NaN
735389,14.28
735389.0417,NaN
735389.0833,NaN
735389.125,NaN
735389.1667,NaN
735389.2083,NaN
735389.25,NaN
735389.2917,NaN
735389.3333,NaN
735389.375,NaN
735389.4167,NaN
735389.4583,NaN
735389.5,14.2
735389.5417,NaN
735389.5833,NaN
735389.625,NaN
735389.6667,NaN
735389.7083,NaN
735389.75,NaN
735389.7917,NaN
735389.8333,NaN
735389.875,NaN
735389.9167,NaN
735389.9583,NaN
735390,14.22
735390.0417,NaN
735390.0833,NaN
735390.125,NaN
735390.1667,NaN
735390.2083,NaN
735390.25,NaN
735390.2917,NaN
735390.3333,NaN
735390.375,NaN
735390.4167,NaN
735390.4583,NaN
735390.5,14.47
735390.5417,NaN
735390.5833,NaN
735390.625,NaN
735390.6667,NaN
735390.7083,NaN
735390.75,NaN
735390.7917,NaN
735390.8333,NaN
735390.875,NaN
735390.9167,NaN
735390.9583,NaN
735391,14.55
735391.0417,NaN
735391.0833,NaN
735391.125,NaN
735391.1667,NaN
735391.2083,NaN
735391.25,NaN
735391.2917,NaN
735391.3333,NaN
735391.375,NaN
735391.4167,NaN
735391.4583,NaN
735391.5,14.6
735391.5417,NaN
735391.5833,NaN
735391.625,NaN
735391.6667,NaN
735391.7083,NaN
735391.75,NaN
735391.7917,NaN
735391.8333,NaN
735391.875,NaN
735391.9167,NaN
735391.9583,NaN
735392,14.74
735392.0417,NaN
735392.0833,NaN
735392.125,NaN
735392.1667,NaN
735392.2083,NaN
735392.25,NaN
735392.2917,NaN
735392.3333,NaN
735392.375,NaN
735392.4167,NaN
735392.4583,NaN
735392.5,14.84
735392.5417,NaN
735392.5833,NaN
735392.625,NaN
735392.6667,NaN
735392.7083,NaN
735392.75,NaN
735392.7917,NaN
735392.8333,NaN
735392.875,NaN
735392.9167,NaN
735392.9583,NaN
735393,14.63
735393.0417,NaN
735393.0833,NaN
735393.125,NaN
735393.1667,NaN
735393.2083,NaN
735393.25,NaN
735393.2917,NaN
735393.3333,NaN
735393.375,NaN
735393.4167,NaN
735393.4583,NaN
735393.5,14.72
735393.5417,NaN
735393.5833,NaN
735393.625,NaN
735393.6667,NaN
735393.7083,NaN
735393.75,NaN
735393.7917,NaN
735393.8333,NaN
735393.875,NaN
735393.9167,NaN
735393.9583,NaN
735394,14.88
735394.0417,NaN
735394.0833,NaN
735394.125,NaN
735394.1667,NaN
735394.2083,NaN
735394.25,NaN
735394.2917,NaN
735394.3333,NaN
735394.375,NaN
735394.4167,NaN
735394.4583,NaN
735394.5,14.85
735394.5417,NaN
735394.5833,NaN
735394.625,NaN
735394.6667,NaN
735394.7083,NaN
735394.75,NaN
735394.7917,NaN
735394.8333,NaN
735394.875,NaN
735394.9167,NaN
735394.9583,NaN
735395,15.19
735395.0417,NaN
735395.0833,NaN
735395.125,NaN
735395.1667,NaN
735395.2083,NaN
735395.25,NaN
735395.2917,NaN
735395.3333,NaN
735395.375,NaN
735395.4167,NaN
735395.4583,NaN
735395.5,15.17
735395.5417,NaN
735395.5833,NaN
735395.625,NaN
735395.6667,NaN
735395.7083,NaN
735395.75,NaN
735395.7917,NaN
735395.8333,NaN
735395.875,NaN
735395.9167,NaN
735395.9583,NaN
735396,15.58
735396.0417,NaN
735396.0833,NaN
735396.125,NaN
735396.1667,NaN
735396.2083,NaN
735396.25,NaN
735396.2917,NaN
735396.3333,NaN
735396.375,NaN
735396.4167,NaN
735396.4583,NaN
735396.5,15.64
735396.5417,NaN
735396.5833,NaN
735396.625,NaN
735396.6667,NaN
735396.7083,NaN
735396.75,NaN
735396.7917,NaN
735396.8333,NaN
735396.875,NaN
735396.9167,NaN
735396.9583,NaN
735397,15.52
735397.0417,NaN
735397.0833,NaN
735397.125,NaN
735397.1667,NaN
735397.2083,NaN
735397.25,NaN
735397.2917,NaN
735397.3333,NaN
735397.375,NaN
735397.4167,NaN
735397.4583,NaN
735397.5,15.52
735397.5417,NaN
735397.5833,NaN
735397.625,NaN
735397.6667,NaN
735397.7083,NaN
735397.75,NaN
735397.7917,NaN
735397.8333,NaN
735397.875,NaN
735397.9167,NaN
735397.9583,NaN
735398,15.99
735398.0417,NaN
735398.0833,NaN
735398.125,NaN
735398.1667,NaN
735398.2083,NaN
735398.25,NaN
735398.2917,NaN
735398.3333,NaN
735398.375,NaN
735398.4167,NaN
735398.4583,NaN
735398.5,15.98
735398.5417,NaN
735398.5833,NaN
735398.625,NaN
735398.6667,NaN
735398.7083,NaN
735398.75,NaN
735398.7917,NaN
735398.8333,NaN
735398.875,NaN
735398.9167,NaN
735398.9583,NaN
735399,16.29
735399.0417,NaN
735399.0833,NaN
735399.125,NaN
735399.1667,NaN
735399.2083,NaN
735399.25,NaN
735399.2917,NaN
735399.3333,NaN
735399.375,NaN
735399.4167,NaN
735399.4583,NaN
735399.5,16.4
735399.5417,NaN
735399.5833,NaN
735399.625,NaN
735399.6667,NaN
735399.7083,NaN
735399.75,NaN
735399.7917,NaN
735399.8333,NaN
735399.875,NaN
735399.9167,NaN
735399.9583,NaN
735400,16.79
735400.0417,NaN
735400.0833,NaN
735400.125,NaN
735400.1667,NaN
735400.2083,NaN
735400.25,NaN
735400.2917,NaN
735400.3333,NaN
735400.375,NaN
735400.4167,NaN
735400.4583,NaN
735400.5,16.37
735400.5417,NaN
735400.5833,NaN
735400.625,NaN
735400.6667,NaN
735400.7083,NaN
735400.75,NaN
735400.7917,NaN
735400.8333,NaN
735400.875,NaN
735400.9167,NaN
735400.9583,NaN
735401,17.01
735401.0417,NaN
735401.0833,NaN
735401.125,NaN
735401.1667,NaN
735401.2083,NaN
735401.25,NaN
735401.2917,NaN
735401.3333,NaN
735401.375,NaN
735401.4167,NaN
735401.4583,NaN
735401.5,16.3
735401.5417,NaN
735401.5833,NaN
735401.625,NaN
735401.6667,NaN
735401.7083,NaN
735401.75,NaN
735401.7917,NaN
735401.8333,NaN
735401.875,NaN
735401.9167,NaN
735401.9583,NaN
735402,16.38
735402.0417,NaN
735402.0833,NaN
735402.125,NaN
735402.1667,NaN
735402.2083,NaN
735402.25,NaN
735402.2917,NaN
735402.3333,NaN
735402.375,NaN
735402.4167,NaN
735402.4583,NaN
735402.5,15.88
735402.5417,NaN
735402.5833,NaN
735402.625,NaN
735402.6667,NaN
735402.7083,NaN
735402.75,NaN
735402.7917,NaN
735402.8333,NaN
735402.875,NaN
735402.9167,NaN
735402.9583,NaN
735403,15.85
735403.0417,NaN
735403.0833,NaN
735403.125,NaN
735403.1667,NaN
735403.2083,NaN
735403.25,NaN
735403.2917,NaN
735403.3333,NaN
735403.375,NaN
735403.4167,NaN
735403.4583,NaN
735403.5,15.79
735403.5417,NaN
735403.5833,NaN
735403.625,NaN
735403.6667,NaN
735403.7083,NaN
735403.75,NaN
735403.7917,NaN
735403.8333,NaN
735403.875,NaN
735403.9167,NaN
735403.9583,NaN
735404,16.1
735404.0417,NaN
735404.0833,NaN
735404.125,NaN
735404.1667,NaN
735404.2083,NaN
735404.25,NaN
735404.2917,NaN
735404.3333,NaN
735404.375,NaN
735404.4167,NaN
735404.4583,NaN
735404.5,15.95
735404.5417,NaN
735404.5833,NaN
735404.625,NaN
735404.6667,NaN
735404.7083,NaN
735404.75,NaN
735404.7917,NaN
735404.8333,NaN
735404.875,NaN
735404.9167,NaN
735404.9583,NaN
735405,16.42
735405.0417,NaN
735405.0833,NaN
735405.125,NaN
735405.1667,NaN
735405.2083,NaN
735405.25,NaN
735405.2917,NaN
735405.3333,NaN
735405.375,NaN
735405.4167,NaN
735405.4583,NaN
735405.5,16.08
735405.5417,NaN
735405.5833,NaN
735405.625,NaN
735405.6667,NaN
735405.7083,NaN
735405.75,NaN
735405.7917,NaN
735405.8333,NaN
735405.875,NaN
735405.9167,NaN
735405.9583,NaN
735406,16.57
735406.0417,NaN
735406.0833,NaN
735406.125,NaN
735406.1667,NaN
735406.2083,NaN
735406.25,NaN
735406.2917,NaN
735406.3333,NaN
735406.375,NaN
735406.4167,NaN
735406.4583,NaN
735406.5,16.38
735406.5417,NaN
735406.5833,NaN
735406.625,NaN
735406.6667,NaN
735406.7083,NaN
735406.75,NaN
735406.7917,NaN
735406.8333,NaN
735406.875,NaN
735406.9167,NaN
735406.9583,NaN
735407,17.04
735407.0417,NaN
735407.0833,NaN
735407.125,NaN
735407.1667,NaN
735407.2083,NaN
735407.25,NaN
735407.2917,NaN
735407.3333,NaN
735407.375,NaN
735407.4167,NaN
735407.4583,NaN
735407.5,16.48
735407.5417,NaN
735407.5833,NaN
735407.625,NaN
735407.6667,NaN
735407.7083,NaN
735407.75,NaN
735407.7917,NaN
735407.8333,NaN
735407.875,NaN
735407.9167,NaN
735407.9583,NaN
735408,16.92
735408.0417,NaN
735408.0833,NaN
735408.125,NaN
735408.1667,NaN
735408.2083,NaN
735408.25,NaN
735408.2917,NaN
735408.3333,NaN
735408.375,NaN
735408.4167,NaN
735408.4583,NaN
735408.5,16.93
735408.5417,NaN
735408.5833,NaN
735408.625,NaN
735408.6667,NaN
735408.7083,NaN
735408.75,NaN
735408.7917,NaN
735408.8333,NaN
735408.875,NaN
735408.9167,NaN
735408.9583,NaN
735409,17.18
735409.0417,NaN
735409.0833,NaN
735409.125,NaN
735409.1667,NaN
735409.2083,NaN
735409.25,NaN
735409.2917,NaN
735409.3333,NaN
735409.375,NaN
735409.4167,NaN
735409.4583,NaN
735409.5,17.14
735409.5417,NaN
735409.5833,NaN
735409.625,NaN
735409.6667,NaN
735409.7083,NaN
735409.75,NaN
735409.7917,NaN
735409.8333,NaN
735409.875,NaN
735409.9167,NaN
735409.9583,NaN
735410,17.39
735410.0417,NaN
735410.0833,NaN
735410.125,NaN
735410.1667,NaN
735410.2083,NaN
735410.25,NaN
735410.2917,NaN
735410.3333,NaN
735410.375,NaN
735410.4167,NaN
735410.4583,NaN
735410.5,17.36
735410.5417,NaN
735410.5833,NaN
735410.625,NaN
735410.6667,NaN
735410.7083,NaN
735410.75,NaN
735410.7917,NaN
735410.8333,NaN
735410.875,NaN
735410.9167,NaN
735410.9583,NaN
735411,18.04
735411.0417,NaN
735411.0833,NaN
735411.125,NaN
735411.1667,NaN
735411.2083,NaN
735411.25,NaN
735411.2917,NaN
735411.3333,NaN
735411.375,NaN
735411.4167,NaN
735411.4583,NaN
735411.5,17.94
735411.5417,NaN
735411.5833,NaN
735411.625,NaN
735411.6667,NaN
735411.7083,NaN
735411.75,NaN
735411.7917,NaN
735411.8333,NaN
735411.875,NaN
735411.9167,NaN
735411.9583,NaN
735412,17.9
735412.0417,NaN
735412.0833,NaN
735412.125,NaN
735412.1667,NaN
735412.2083,NaN
735412.25,NaN
735412.2917,NaN
735412.3333,NaN
735412.375,NaN
735412.4167,NaN
735412.4583,NaN
735412.5,17.94
735412.5417,NaN
735412.5833,NaN
735412.625,NaN
735412.6667,NaN
735412.7083,NaN
735412.75,NaN
735412.7917,NaN
735412.8333,NaN
735412.875,NaN
735412.9167,NaN
735412.9583,NaN
735413,17.74
735413.0417,NaN
735413.0833,NaN
735413.125,NaN
735413.1667,NaN
735413.2083,NaN
735413.25,NaN
735413.2917,NaN
735413.3333,NaN
735413.375,NaN
735413.4167,NaN
735413.4583,NaN
735413.5,17.4
735413.5417,NaN
735413.5833,NaN
735413.625,NaN
735413.6667,NaN
735413.7083,NaN
735413.75,NaN
735413.7917,NaN
735413.8333,NaN
735413.875,NaN
735413.9167,NaN
735413.9583,NaN
735414,17.48
735414.0417,NaN
735414.0833,NaN
735414.125,NaN
735414.1667,NaN
735414.2083,NaN
735414.25,NaN
735414.2917,NaN
735414.3333,NaN
735414.375,NaN
735414.4167,NaN
735414.4583,NaN
735414.5,17.43
735414.5417,NaN
735414.5833,NaN
735414.625,NaN
735414.6667,NaN
735414.7083,NaN
735414.75,NaN
735414.7917,NaN
735414.8333,NaN
735414.875,NaN
735414.9167,NaN
735414.9583,NaN
735415,17.71
735415.0417,NaN
735415.0833,NaN
735415.125,NaN
735415.1667,NaN
735415.2083,NaN
735415.25,NaN
735415.2917,NaN
735415.3333,NaN
735415.375,NaN
735415.4167,NaN
735415.4583,NaN
735415.5,17.59
735415.5417,NaN
735415.5833,NaN
735415.625,NaN
735415.6667,NaN
735415.7083,NaN
735415.75,NaN
735415.7917,NaN
735415.8333,NaN
735415.875,NaN
735415.9167,NaN
735415.9583,NaN
735416,17.75
735416.0417,NaN
735416.0833,NaN
735416.125,NaN
735416.1667,NaN
735416.2083,NaN
735416.25,NaN
735416.2917,NaN
735416.3333,NaN
735416.375,NaN
735416.4167,NaN
735416.4583,NaN
735416.5,17.76
735416.5417,NaN
735416.5833,NaN
735416.625,NaN
735416.6667,NaN
735416.7083,NaN
735416.75,NaN
735416.7917,NaN
735416.8333,NaN
735416.875,NaN
735416.9167,NaN
735416.9583,NaN
735417,18.05
735417.0417,NaN
735417.0833,NaN
735417.125,NaN
735417.1667,NaN
735417.2083,NaN
735417.25,NaN
735417.2917,NaN
735417.3333,NaN
735417.375,NaN
735417.4167,NaN
735417.4583,NaN
735417.5,17.98
735417.5417,NaN
735417.5833,NaN
735417.625,NaN
735417.6667,NaN
735417.7083,NaN
735417.75,NaN
735417.7917,NaN
735417.8333,NaN
735417.875,NaN
735417.9167,NaN
735417.9583,NaN
735418,18.02
735418.0417,NaN
735418.0833,NaN
735418.125,NaN
735418.1667,NaN
735418.2083,NaN
735418.25,NaN
735418.2917,NaN
735418.3333,NaN
735418.375,NaN
735418.4167,NaN
735418.4583,NaN
735418.5,18.32
735418.5417,NaN
735418.5833,NaN
735418.625,NaN
735418.6667,NaN
735418.7083,NaN
735418.75,NaN
735418.7917,NaN
735418.8333,NaN
735418.875,NaN
735418.9167,NaN
735418.9583,NaN
735419,18.44
735419.0417,NaN
735419.0833,NaN
735419.125,NaN
735419.1667,NaN
735419.2083,NaN
735419.25,NaN
735419.2917,NaN
735419.3333,NaN
735419.375,NaN
735419.4167,NaN
735419.4583,NaN
735419.5,18.73
735419.5417,NaN
735419.5833,NaN
735419.625,NaN
735419.6667,NaN
735419.7083,NaN
735419.75,NaN
735419.7917,NaN
735419.8333,NaN
735419.875,NaN
735419.9167,NaN
735419.9583,NaN
735420,19.03
735420.0417,NaN
735420.0833,NaN
735420.125,NaN
735420.1667,NaN
735420.2083,NaN
735420.25,NaN
735420.2917,NaN
735420.3333,NaN
735420.375,NaN
735420.4167,NaN
735420.4583,NaN
735420.5,18.94
735420.5417,NaN
735420.5833,NaN
735420.625,NaN
735420.6667,NaN
735420.7083,NaN
735420.75,NaN
735420.7917,NaN
735420.8333,NaN
