'LTU016PIAPE910',2003-01-08-00:00:00'
734141.4167,2.17
734141.4583,2.19
734141.5,2.19
734141.5417,2.2
734141.5833,2.2
734141.625,2.2
734141.6667,2.2
734141.7083,2.2
734141.75,2.21
734141.7917,2.2
734141.8333,2.2
734142,2.2
734142.5,2.2
734143,2.22
734143.5,2.24
734144,2.25
734144.5,2.24
734145,2.25
734145.5,2.24
734146,2.23
734146.5,2.22
734147,2.21
734147.5,2.17
734148,2.17
734148.5,2.13
734149,2.13
734149.5,2.11
734150,2.11
734150.5,2.09
734151,2.09
734151.5,2.05
734152,2.05
734152.5,2.03
734153,2.04
734153.5,2.07
734154,2.05
734154.5,2.08
734155,2.07
734155.5,2.06
734156,2.06
734156.5,2.06
734157,2.07
734157.5,2.08
734158,2.09
734158.5,2.11
734159,2.13
734159.5,2.12
734160,2.13
734160.5,2.13
734161,2.13
734161.5,2.09
734162,2.1
734162.5,2.09
734163,2.12
734163.5,2.15
734164,2.19
734164.5,2.21
734165,2.23
734165.5,2.21
734166,2.21
734166.5,2.2
734167,2.2
734167.5,2.15
734168,2.14
734168.5,2.12
734169,2.12
734169.5,2.1
734170,2.09
734170.5,2.07
734171,2.05
734171.5,2.02
734172,2.02
734172.5,2.05
734173,2.05
734173.5,2.05
734174,2.05
734174.5,2.04
734175,2.04
734175.5,2.04
734176,2.04
734176.5,2.05
734177,2.05
734177.5,2.06
734178,2.08
734178.5,2.09
734179,2.1
734179.5,2.09
734180,2.11
734180.5,2.11
734181,2.12
734181.5,2.13
734182,2.16
734182.5,2.17
734183,2.2
734184.5,2.22
734185,2.23
734186,2.27
734186.5,2.27
734187,2.32
734187.5,2.31
734188,2.33
734188.5,2.33
734189,2.35
734189.5,2.35
734190,2.36
734190.5,2.36
734191,2.37
734191.5,2.38
734192,2.4
734192.5,2.4
734193,2.41
734193.5,2.41
734194,2.42
734194.5,2.42
734195,2.42
734195.5,2.44
734196,2.43
734196.5,2.46
734197,2.48
734197.5,2.48
734198,2.48
734198.5,2.5
734199,2.52
734199.5,2.5
734200,2.51
734200.5,2.49
734201,2.51
734201.5,2.51
734202,2.51
734202.5,2.5
734203,2.51
734203.5,2.49
734204,2.52
734204.5,2.5
734205,2.53
734205.5,2.54
734206,2.56
734206.5,2.55
734207,2.55
734207.5,2.54
734208,2.55
734208.5,2.55
734209,2.57
734209.5,2.56
734210,2.58
734210.5,2.59
734211,2.6
734211.5,2.62
734212,2.64
734212.5,2.66
734213,2.69
734213.5,2.68
734214,2.71
734214.5,2.7
734215,2.74
734215.5,2.76
734216,2.77
734216.5,2.76
734217,2.8
734217.5,2.8
734218,2.79
734218.5,2.78
734219,2.79
734219.5,2.8
734220,2.81
734220.5,2.8
734221,2.79
734222.5,2.79
734223,2.78
734223.5,2.73
734224,2.71
734224.5,2.67
734225,2.67
734225.5,2.67
734226,2.71
734226.5,2.71
734227,2.72
734227.5,2.75
734228,2.79
734228.5,2.81
734229,2.86
734229.5,2.88
734230,2.92
734230.5,2.93
734231,2.99
734231.5,2.99
734232,3.04
734232.5,3.05
734233,3.08
734233.5,3.05
734234,3.06
734234.5,3.05
734235,3.08
734235.5,3.07
734236,3.07
734236.5,3.05
734382,5.2
734382.5,5.23
734383,5.24
734383.5,5.25
734384,5.26
734384.5,5.24
734385,5.25
734385.5,5.25
734386,5.23
734386.5,5.19
734387,5.18
734387.5,5.14
734388,5.17
734388.5,5.14
734389,5.12
734389.5,5.11
734390,5.07
734390.5,5.08
734391,5.07
734391.5,5.06
734392,5.07
734392.5,5.03
734393,5.06
734393.5,5.02
734394,5.02
734394.5,5.01
734395,5
734395.5,4.98
734395.9583,4.96
734396.5,4.95
734397,4.94
734397.5,4.92
734398,4.9
734398.5,4.89
734399,4.89
734399.5,4.86
734400,4.86
734400.5,4.84
734401,4.85
734401.5,4.84
734402,4.81
734402.5,4.79
734403,4.76
734403.5417,4.74
734404,4.75
734404.5,4.74
734405,4.72
734405.5,4.7
734406,4.68
734406.5,4.66
734407,4.63
734407.5,4.61
734408,4.63
734408.625,4.59
734409,4.58
734409.5,4.56
734410,4.54
734410.5,4.53
734411,4.53
734411.5,4.5
734412,4.47
734412.5,4.49
734413,4.46
734413.5,4.44
734414,4.42
734414.5,4.4
734415,4.39
734415.5,4.34
734416,4.32
734417,4.4
734417.5,4.25
734418,4.25
734418.5,4.23
734419,4.2
734419.5,4.2
734420,4.18
734420.5,4.16
734421,4.12
734421.5,4.11
734422,4.1
734422.5,4.08
734423,4.07
734423.5,4.06
734424,4.05
734424.5,4.05
734424.9583,4.03
734425,4.03
734425.5,4.02
734426,4.01
734426.5,3.98
734427,3.96
734427.5,3.95
734428,3.93
734428.5,3.92
734429,3.91
734429.5,3.9
734430,3.87
734430.5,3.85
734431,3.84
734431.5,3.82
734432,3.81
734432.5,3.81
734433,3.79
734433.5,3.77
734434,3.74
734434.5,3.72
734435,3.71
734435.5,3.69
734436,3.67
734436.5,3.65
734437,3.64
734437.5,3.62
734438,3.62
734438.5,3.64
734439,3.67
734439.5,3.66
734440,3.65
734440.5,3.64
734441,3.61
734441.5,3.59
734442,3.56
734442.5,3.54
734443,3.51
734443.5,3.5
734444,3.49
734444.5,3.47
734445,3.46
734445.5,3.45
734446,3.57
734446.5,3.54
734447,3.53
734447.5,3.49
734448,3.47
734448.5,3.44
734449,3.43
734449.5,3.42
734450,3.39
734450.5,3.36
734451,3.36
734451.5,3.33
734452,3.33
734452.5,3.32
734453,3.32
734453.5,3.29
734454,3.29
734454.5,3.28
734455,3.28
734455.5,3.29
734456,3.29
734456.5,3.28
734457,3.29
734457.5,3.3
734458,3.3
734458.5,3.29
734459,3.29
734459.5,3.26
734460,3.25
734460.5,3.24
734461,3.23
734461.5,3.19
734462,3.18
734462.5,3.14
734463,3.13
734463.5,3.09
734464,3.08
734464.5,3.07
734465,3.06
734465.5,3.06
734466,3.07
734466.5,3.05
734467,3.01
734467.5,2.97
734468,2.96
734468.5,2.95
734469,2.94
734469.5,2.92
734470,2.93
734470.5,2.9
734471,2.9
734471.5,2.89
734472,2.88
734472.5,2.85
734473,2.84
734473.5,2.84
734474,2.89
734474.5,2.92
734475,2.92
734475.5,2.92
734476,2.92
734476.5,2.89
734477,2.88
734477.5,2.87
734478,2.84
734478.5,2.83
734479,2.83
734479.5,2.83
734480,2.81
734480.5,2.77
734481,2.76
734481.5,2.72
734482,2.7
734482.5,2.65
734483,2.62
734483.5,2.63
734484,2.6
734484.5,2.59
734485,2.6
734485.5,2.63
734486,2.61
734486.5,2.6
734487,2.59
734487.5,2.55
734488,2.54
734488.5,2.52
734489,2.51
734489.5,2.48
734490,2.47
734490.5,2.46
734491,2.48
734491.5,2.48
734492,2.48
734492.5,2.48
734493,2.48
734493.5,2.5
734494,2.51
734494.5,2.52
734495,2.52
734495.5,2.51
734496,2.51
734496.5,2.5
734497,2.49
734497.5,2.47
734498,2.46
734498.5,2.45
734499,2.44
734499.5,2.41
734500,2.4
734500.5,2.39
734501,2.38
734501.5,2.38
734502,2.39
734502.5,2.4
734503,2.41
734503.5,2.44
734504,2.47
734504.5,2.49
734505,2.51
734505.5,2.54
734506,2.55
734506.5,2.55
734507,2.53
734507.5,2.49
734508,2.48
734508.5,2.44
734509,2.44
734509.5,2.43
734510,2.41
734510.5,2.42
734511,2.4
734511.5,2.39
734512,2.42
734512.5,2.43
734513,2.43
734513.5,2.43
734514,2.43
734514.5,2.42
734515,2.42
734515.5,2.41
734516,2.41
734516.5,2.41
734517,2.41
734517.5,2.38
734518,2.38
734518.5,2.37
734519,2.36
734519.5,2.35
734520,2.32
734520.5,2.3
734521,2.29
734521.5,2.29
734522,2.3
734522.5,2.3
734523,2.3
734523.5,2.28
734524,2.28
734524.5,2.25
734525,2.26
734525.5,2.26
734526,2.24
734526.5,2.22
734527,2.21
734527.5,2.2
734528,2.2
734528.5,2.19
734529,2.19
734529.5,2.19
734530,2.19
734530.5,2.2
734531,2.22
734531.5,2.24
734532,2.25
734532.5,2.24
734533,2.26
734533.5,2.24
734534,2.24
734534.5,2.22
734535,2.22
734535.5,2.21
734536,2.19
734536.5,2.18
734537,2.18
734537.5,2.17
734538,2.18
734538.5,2.18
734539,2.21
734539.5,2.23
734540,2.26
734540.5,2.28
734541,2.3
734541.5,2.29
734542,2.3
734542.5,2.29
734543,2.29
734543.5,2.28
734544,2.27
734544.5,2.25
734545,2.25
734545.5,2.24
734546,2.26
734546.5,2.26
734547,2.26
734547.5,2.24
734548,2.26
734548.5,2.25
734549,2.29
734549.5,2.29
734550,2.29
734550.5,2.29
734551,2.3
734551.5,2.32
734552,2.36
734552.5,2.39
734553,2.43
734553.5,2.43
734554,2.42
734554.5,2.41
734555,2.4
734556,2.38
734556.5,2.34
734557,2.38
734558,2.37
734559,2.38
734560,2.38
734561,2.36
734562,2.36
734562.5,2.39
734563,2.4
734564,2.42
734565,2.44
734566,2.42
734567,2.41
734568,2.46
734569,2.5
734570,2.51
734570.5,2.5
734571,2.51
734571.5,2.5
734572,2.52
734572.5,2.53
734573,2.56
734573.5,2.58
734574,2.62
734574.5,2.64
734575,2.67
734575.5,2.67
734576,2.69
734576.5,2.68
734577,2.7
734577.5,2.66
734578,2.71
734578.5,2.73
734579,2.74
734579.5,2.75
734580,2.79
734580.5,2.8
734581,2.8
734581.5,2.77
734582,2.81
734582.5,2.77
734583,2.82
734583.5,2.82
734584,2.83
734584.5,2.85
734585,2.85
734585.5,2.82
734586,2.85
734586.5,2.81
734587,2.85
734587.5,2.83
734588,2.87
734588.5,2.84
734589,2.87
734589.5,2.82
734590,2.84
734590.5,2.83
734591,2.88
734591.5,2.88
734592,2.9
734592.5,2.9
734593,2.95
734593.5,2.92
734594,2.97
734594.5,2.97
734595,3.01
734595.5,3
734596,3.03
734596.5,3.02
734597,3.05
734597.5,3.04
734598,3.04
734598.5,3.04
734599,3.06
734599.5,3.03
734600,3.06
734600.5,3.03
734601,3.08
734601.5,3.05
734602,3.11
734602.5,3.1
734603,3.17
734603.5,3.16
734604,3.22
734604.5,3.22
734605,3.23
734605.5,3.21
734606,3.26
734606.5,3.23
734607,3.23
734607.5,3.22
734608,3.22
734608.5,3.17
734609,3.19
734609.5,3.18
734610,3.17
734610.5,3.17
734611,3.17
734611.5,3.19
734612,3.19
734612.5,3.18
734613,3.22
734613.5,3.21
734614,3.2
734614.5,3.2
734615,3.2
734615.5,3.19
734616,3.24
734616.5,3.24
734617,3.24
734617.5,3.25
734618,3.26
734618.5,3.27
734619,3.32
734619.5,3.32
734620,3.34
734620.5,3.33
734621,3.35
734621.5,3.36
734622,3.39
734622.5,3.39
734622.5833,3.41
734623,3.41
734623.5,3.41
734624,3.48
734624.5,3.46
734625,3.53
734625.5,3.53
734626,3.53
734626.5,3.52
734627,3.52
734627.5,3.5
734628,3.51
734628.5,3.49
734629,3.48
734629.5,3.51
734630,3.51
734630.5,3.51
734631,3.52
734631.5,3.53
734632,3.44
734632.5,3.44
734633,3.5
734633.5,3.5
734634,3.57
734634.5,3.57
734635,3.64
734635.5,3.63
734636,3.72
734636.5,3.71
734637,3.74
734637.5,3.74
734638,3.77
734638.5,3.77
734639,3.81
734639.5,3.8
734640,3.78
734640.5,3.79
734641,3.82
734641.5,3.81
734642,3.88
734642.5,3.88
734643,3.95
734643.5,3.96
734644,4.05
734644.5,4.03
734645,4.12
734645.5,4.09
734646,4.13
734646.5,4.13
734647,4.16
734647.5,4.16
734648,4.21
734648.5,4.21
734649,4.27
734649.5,4.23
734650,4.24
734650.5,4.24
734651,4.28
734651.5,4.26
734652,4.29
734652.5,4.31
734653,4.35
734653.5,4.37
734654.5,4.47
734655,4.53
734656,4.63
734657,4.58
734658,4.65
734659,4.69
734660,4.72
734661,4.79
734661.5,4.78
734662,4.83
734662.5,4.84
734663,4.9
734663.5,4.9
734664,4.93
734664.5,4.92
734665,4.94
734665.5,4.92
734666,4.97
734666.5,4.93
734667,4.91
734667.5,4.87
734668,4.91
734668.5,4.9
734669,4.97
734669.5,4.96
734670,5.04
734670.5,5.03
734671,5.11
734671.5,5.1
734672,5.13
734672.5,5.13
734673,5.18
734673.5,5.15
734674,5.16
734674.5,5.13
734674.9583,5.18
734675,5.18
734675.5,5.16
734676,5.18
734677,5.27
734677.5,5.26
734678,5.23
734678.5,5.21
734679,5.17
734679.5,5.16
734680,5.16
734680.5,5.15
734681,5.17
734681.5,5.17
734682,5.25
734682.5,5.22
734683,5.28
734683.5,5.27
734684,5.3
734684.5,5.28
734685,5.31
734685.5,5.28
734686,5.36
734686.5,5.35
734687,5.42
734687.5,5.41
734688,5.48
734688.5,5.47
734689,5.52
734689.5,5.5
734690,5.54
734690.5,5.52
734691,5.49
734691.5,5.48
734691.9583,5.5
734692.5,5.49
734692.9583,5.5
734693.5,5.47
734693.9583,5.53
734694.5,5.5
734694.9583,5.53
734695.625,5.52
734695.9583,5.52
734696.5,5.52
734696.9583,5.52
734697.5,5.5
734697.9583,5.54
734698.5,5.5
734698.9583,5.58
734699.5,5.55
734699.9583,5.62
734700.5,5.6
734700.9583,5.67
734701.5,5.67
734701.9583,5.72
734702.5,5.71
734702.9583,5.77
734703.5,5.75
734703.9583,5.78
734704.9583,5.72
734705.5,5.7
734705.9583,5.71
734706.5,5.71
734706.9583,5.78
734707.5,5.77
734707.9583,5.78
734708.5,5.76
734708.9583,5.81
734709.5,5.76
734709.9583,5.79
734710.9583,5.75
734711.9583,5.77
734712.5,5.73
734712.9583,5.77
734713.5,5.77
734713.9583,5.77
734714.5,5.76
734714.9583,5.79
734715.5,5.74
734715.9583,5.78
734716.3333,5.76
734716.375,5.76
734716.4167,5.76
734716.4583,5.76
734716.5,5.76
734716.5417,5.74
734716.5833,5.76
734716.625,5.76
734716.6667,5.77
734716.7083,5.77
734716.75,5.77
734716.7917,5.78
734716.8333,5.78
734716.875,5.77
734716.9167,5.77
734716.9583,5.77
734717.0417,5.76
734717.0833,5.76
734717.125,5.77
734717.1667,5.76
734717.2083,5.77
734717.25,5.76
734717.2917,5.74
734719.9583,5.77
734720.5,5.77
734720.9583,5.79
734721.5,5.77
734721.9583,5.83
734722.5,5.8
734722.9583,5.8
734723.5,5.77
734723.9583,5.81
734724.5,5.76
734724.9583,5.8
734725.5,5.77
734725.9583,5.77
734726.5,5.73
734726.9583,5.71
734727.5,5.68
734727.9583,5.69
734728.5,5.65
734728.9583,5.67
734729.5,5.65
734729.9583,5.68
734730.5,5.63
734730.9583,5.69
734731.5,5.65
734731.9583,5.7
734732.5,5.66
734732.9583,5.73
734733.5,5.7
734733.9583,5.73
734734.5,5.69
734734.9583,5.73
734735.9583,5.71
734736.5,5.69
734736.9583,5.69
734737.5,5.64
734744.9583,5.51
734745.5,5.48
734745.9583,5.49
734746.5,5.45
734746.9583,5.48
734747.5,5.44
734747.9583,5.48
734748.5,5.45
734748.9583,5.49
734749.5,5.49
734749.9583,5.5
734750.5,5.49
734750.9583,5.46
734751.5,5.44
734751.9583,5.43
734752.5,5.42
734752.9583,5.43
734753.5,5.41
734753.9583,5.43
734754.5,5.42
734754.9583,5.45
734755.5,5.42
734755.9583,5.46
734756.5,5.44
734756.9583,5.45
734757.5,5.43
734757.9583,5.47
734758.5,5.45
734759,5.47
734759.5,5.47
734760,5.47
734760.5,5.46
734761,5.47
734761.5,5.46
734762,5.48
734762.5,5.49
734763,5.51
734763.5,5.38
734764,5.41
734764.5,5.42
734765,5.45
734765.5,5.21
734766,5.24
734766.5,5.21
734767,5.23
734767.5,5.22
734768,5.25
734768.5,5.27
734769,5.27
734769.5,5.24
734770,5.29
734770.5,5.27
734771,5.3
734771.5,5.29
734772,5.28
734772.5,5.28
734773,5.29
734773.5,5.28
734774,5.29
734774.5,5.28
734775,5.28
734775.5,5.25
734776,5.25
734776.5,5.27
734777,5.28
734777.5,5.27
734778,5.28
734778.5,5.34
734779,5.38
734779.5,5.39
734780,5.21
734780.5,5.12
734782,4.89
734782.5,4.87
734783,4.85
734783.5,4.82
734787.5,4.8
734788,4.8
734788.5,4.73
734789,4.76
734789.5,4.75
734790,4.76
734790.5,4.75
734791,4.75
734791.5,4.74
734792,4.71
734792.5,4.69
734793,4.66
734793.5,4.63
734794,4.6
734794.5,4.58
734795,4.57
734795.5,4.55
734796,4.55
734797.5,4.52
734798,4.52
734798.5,4.49
734799,4.48
734799.5,4.46
734800,4.46
734800.5,4.42
734801,4.43
734801.5,4.39
734802,4.38
734802.5,4.34
734803,4.32
734803.5,4.28
734804,4.27
734804.5,4.22
734804.9583,4.21
734805.5,4.2
734806,4.18
734806.5,4.17
734807,4.16
734807.5,4.14
734808,4.13
734808.5,4.12
734809,4.12
734809.5,4.12
734810,4.13
734810.5,4.12
734811,4.1
734811.5,4.07
734812,4.09
734812.5,4.04
734813.5,4.04
734814,4.04
734814.5,4.02
734815,4.03
734815.5,4.04
734816,4.03
734816.5,4.04
734817,4.04
734817.5,4.04
734818,4.04
734818.5,4.03
734819,3.99
734819.5,3.98
734820,3.95
734820.5,3.94
734821,3.94
734821.5,3.95
734822,3.94
734822.5,3.98
734823,3.95
734823.5,3.92
734828.5,3.57
734829,3.55
734829.5,3.51
734830,3.49
734830.5,3.46
734831,3.45
734831.5,3.43
734832,3.41
734832.5,3.43
734833,3.41
734833.5,3.41
734834,3.4
734834.5,3.4
734835,3.41
734835.5,3.41
734836,3.4
734836.5,3.55
734837,3.52
734837.5,3.53
734838,3.51
734838.5,3.48
734839,3.47
734839.5,3.45
734840,3.44
734840.5,3.42
734841,3.4
734841.5,3.39
734842,3.4
734842.5,3.41
734843,3.4
734843.5,3.37
734844,3.36
734844.5,3.37
734845,3.36
734845.5,3.32
734846,3.3
734846.5,3.29
734847,3.28
734847.5,3.25
734848,3.23
734848.5,3.2
734849,3.2
734849.5,3.2
734850,3.2
734850.5,3.21
734851,3.2
734851.5,3.2
734852,3.2
734852.5,3.2
734853,3.2
734853.5,3.18
734854,3.15
734854.5,3.11
734855,3.08
734855.5,3.05
734856,3.03
734856.5,3.02
734857,3
734857.5,2.99
734858,2.98
734858.5,2.98
734859,2.98
734859.5,2.98
734860,2.98
734860.5,2.96
734861,2.93
734861.5,2.87
734862,2.85
734862.5,2.82
734863,2.82
734863.5,2.82
734864,2.85
734864.5,2.87
734865,2.86
734865.5,2.86
734866,2.85
734866.5,2.81
734867,2.81
734867.5,2.78
734868,2.78
734868.5,2.76
734869,2.79
734869.5,2.8
734870,2.82
734870.5,2.85
734871,2.82
734871.5,2.79
734872,2.76
734872.5,2.72
734873,2.71
734873.5,2.72
734874,2.7
734874.5,2.66
734875,2.67
734875.5,2.69
734876,2.7
734876.5,2.68
734877,2.7
734877.5,2.7
734878,2.71
734878.5,2.74
734879,2.71
734879.5,2.66
734880,2.64
734880.5,2.64
734881,2.66
734881.5,2.66
734882,2.69
734882.5,2.67
734883,2.65
734883.5,2.64
734884,2.64
734884.5,2.61
734885,2.62
734885.5,2.64
734886,2.67
734886.5,2.66
734887,2.67
734887.5,2.64
734888,2.64
734888.5,2.67
734889,2.63
734889.5,2.61
734890,2.61
734890.5,2.6
734891,2.6
734891.5,2.62
734892,2.66
734892.5,2.7
734893,2.72
734893.5,2.72
734894,2.71
734894.5,2.7
734895,2.71
734895.5,2.71
734896,2.72
734896.5,2.76
734897,2.76
734897.5,2.78
734898,2.78
734898.5,2.78
734899,2.77
734899.5,2.73
734900,2.73
734900.5,2.72
734901,2.71
734901.5,2.7
734902,2.72
734902.5,2.7
734903,2.7
734903.5,2.7
734904,2.72
734904.5,2.7
734905,2.7
734905.5,2.73
734906,2.72
734906.5,2.71
734907,2.71
734907.5,2.71
734908,2.69
734908.5,2.71
734909,2.69
734909.5,2.69
734910,2.67
734910.5,2.63
734911,2.6
734911.5,2.58
734912,2.55
734912.5,2.54
734914,2.58
734914.5,2.59
734915,2.6
734915.5,2.64
734916,2.65
734916.5,2.68
734917,2.69
734917.5,2.72
734918,2.72
734918.5,2.7
734919,2.7
734919.5,2.7
734920,2.68
734920.5,2.7
734921,2.71
734921.5,2.73
734922,2.74
734922.5,2.75
734923,2.78
734923.5,2.78
734924,2.77
734924.5,2.8
734925,2.79
734925.5,2.79
734926,2.79
734926.5,2.76
734927,2.76
734927.5,2.78
734928,2.76
734928.5,2.75
734929,2.76
734929.5,2.75
734930,2.76
734930.5,2.76
734931,2.76
734931.5,2.77
734932,2.8
734932.5,2.81
734933,2.8
734933.5,2.79
734934,2.79
734934.5,2.77
734935,2.77
734935.5,2.77
734936,2.81
734936.5,2.85
734937,2.86
734937.5,2.86
734938,2.86
734938.5,2.84
734939,2.86
734939.5,2.84
734940,2.89
734940.5,2.9
734941,2.94
734941.5,2.94
734942,2.95
734942.5,2.97
734943,2.98
734943.5,2.98
734944,3
734944.5,3
734945,3.02
734945.5,3.01
734946,3.06
734946.5,3.07
734947,3.12
734947.5,3.12
734948,3.15
734948.5,3.17
734949,3.21
734949.5,3.21
734950,3.26
734950.5,3.27
734951,3.28
734951.5,3.26
734952,3.27
734952.5,3.25
734953,3.26
734953.5,3.25
734953.5417,3.25
734954,3.25
734954.5,3.19
734955,3.17
734955.5,3.14
734956,3.16
734956.5,3.14
734957,3.14
734957.5,3.14
734958,3.15
734958.5,3.15
734959,3.19
734959.5,3.19
734960,3.22
734960.5,3.24
734961,3.25
734961.5,3.26
734962,3.29
734962.5,3.29
734963,3.32
734963.5,3.34
734964,3.36
734964.5,3.39
734965,3.41
734965.5,3.42
734966,3.45
734966.5,3.47
734967,3.51
734967.5,3.52
734968,3.41
734968.5,3.42
734969,3.43
734969.5,3.44
734970,3.46
734970.5,3.46
734971,3.48
734971.5,3.49
734972,3.5
734972.5,3.5
734973,3.53
734973.5,3.54
734974,3.58
734974.5,3.58
734975,3.62
734975.5,3.64
734976,3.7
734976.5,3.72
734977,3.79
734977.5,3.79
734978,3.8
734978.5,3.8
734979,3.83
734979.5,3.8
734980,3.78
734980.5,3.78
734981,3.77
734981.5,3.74
734982,3.77
734982.5,3.76
734983,3.76
734983.5,3.77
734984,3.79
734984.5,3.82
734985,3.79
734985.5,3.82
734986,3.84
734986.5,3.82
734987,3.78
734987.5,3.8
734988,3.82
734988.5,3.81
734989,3.83
734989.5,3.86
734990,3.89
734990.5,3.91
734991,3.92
734991.5,3.92
734992,3.97
734992.5,3.98
734993,4
734993.5,4.04
734994,4.03
734994.5,4.03
734995,4.05
734995.5,4.07
734996,4.1
734996.5,4.11
734997,4.16
734997.5,4.16
734998,4.18
734998.5,4.19
734999,4.22
734999.5,4.22
735000,4.22
735000.5,4.2
735001,4.25
735001.5,4.25
735002,4.3
735002.5,4.3
735003,4.36
735003.5,4.38
735004,4.36
735004.5,4.49
735005,4.51
735005.5,4.55
735006,4.54
735006.5,4.54
735007,4.55
735007.5,4.54
735008,4.58
735008.5,4.6
735009,4.64
735009.5,4.69
735010,4.74
735010.5,4.79
735011,4.83
735011.5,4.8
735012,4.79
735016.5,5
735017,5.04
735017.5,5.04
735018,5.02
735018.5,5
735019,5.04
735019.5,5.07
735020,5.08
735020.5,5.08
735021,5.08
735021.5,5.08
735022,5.12
735022.5,5.11
735023,5.08
735023.5,5.07
735024,5.04
735024.5,5.04
735025,5.16
735025.5,5.18
735026,5.19
735026.5,5.22
735027,5.2
735027.5,5.22
735028,5.22
735028.5,5.19
735029,5.18
735029.5,5.18
735030,5.2
735030.5,5.2
735031,5.3
735031.5,5.29
735032,5.3
735032.5,5.29
735033,5.25
735033.5,5.23
735034,5.23
735034.5,5.23
735035,5.22
735035.5,5.3
735036,5.28
735036.5,5.25
735037,5.24
735037.5,5.23
735038,5.22
735039,5.2
735039.5,5.19
735040,5.31
735040.5,5.35
735041,5.4
735041.5,5.42
735042,5.48
735042.5,5.56
735043,5.6
735043.5,5.61
735044,5.61
735044.5,5.64
735045,5.72
735045.5,5.7
735046,5.67
735046.5,5.66
735047,5.62
735047.5,5.62
735048,5.59
735048.5,5.61
735049,5.61
735049.5,5.71
735050,5.71
735050.5,5.73
735051,5.72
735051.5,5.71
735052,5.72
735052.5,5.73
735055.5,5.72
735056,5.66
735056.5,5.63
735057,5.62
735057.5,5.63
735058,5.67
735059.5,5.62
735060,5.9
735060.5,5.88
735061,5.89
735061.5,5.88
735062,5.92
735062.5,5.93
735063,5.96
735063.5,5.94
735064,5.97
735064.5,5.97
735065,5.99
735065.5,5.99
735066,5.99
735066.5,5.97
735067,5.97
735067.5,5.96
735068,5.93
735068.5,5.92
735069,5.91
735069.5,5.87
735070,5.86
735070.5,5.86
735071,5.88
735071.5,5.88
735072,5.89
735072.5,5.88
735073,5.92
735073.5,5.92
735074,5.93
735074.5,5.92
735075,5.9
735075.5,5.89
735076,5.9
735076.5,5.93
735077,5.93
735077.5,5.93
735078,5.93
735078.5,5.93
735079,5.94
735079.5,5.93
735080,5.95
735080.5,5.94
735081,5.95
735081.5,5.96
735082,5.99
735082.5,5.96
735083,5.98
735083.5,5.98
735084,5.99
735084.5,6
735085,6.03
735085.5,6
735086,6.01
735086.5,6.01
735087,6
735087.5,5.99
735088,5.96
735088.5,5.95
735089,5.95
735089.5,5.94
735090,5.91
735090.5,5.94
735091,5.93
735091.5,5.93
735092,5.87
735092.5,5.83
735093,5.81
735093.5,5.81
735094,5.86
735094.5,5.84
735095,5.84
735095.5,5.87
735096,5.87
735096.5,5.84
735097,5.82
735097.5,5.8
735098,5.83
735098.5,5.88
735099,5.88
735099.5,5.87
735100,5.88
735100.5,5.84
735101,5.81
735101.5,5.81
735102,5.8
735102.5,5.82
735103,5.77
735108.5,5.89
735109,5.85
735109.5,5.83
735110,5.82
735110.5,5.83
735111,5.83
735111.5,5.81
735112,5.82
735112.5,5.82
735113,5.83
735113.5,5.77
735114,5.77
735114.5,5.78
735115,5.8
735115.5,5.81
735116,5.8
735116.5,5.78
735117,5.81
735117.5,5.82
735118,5.81
735118.5,5.79
735119,5.76
735119.5,5.76
735120,5.74
735120.5,5.74
735121,5.72
735121.5,5.67
735122,5.63
735122.5,5.62
735123,5.64
735123.5,5.63
735124,5.62
735125,5.61
735125.5,5.64
735126,5.62
735126.5,5.61
735127,5.59
735127.5,5.54
735128,5.51
735128.5,5.52
735129,5.49
735129.5,5.49
735130,5.46
735130.5,5.49
735131,5.45
735131.5,5.43
735132,5.38
735132.5,5.38
735133,5.37
735133.5,5.33
735134,5.32
735134.5,5.33
735135,5.3
735135.5,5.28
735136,5.25
735136.5,5.23
735137,5.2
735137.5,5.18
735138,5.15
735138.5,5.16
735139,5.13
735139.5,5.11
735140,5.08
735140.5,5.08
735141,5.05
735141.5,5.04
735142,5.04
735142.5,5.02
735143,5
735143.5,5.02
735144,4.99
735144.5,5.01
735145,4.98
735145.5,4.97
735146,4.98
735146.5,4.98
735147,4.97
735147.5,4.97
735148,4.95
735148.5,4.94
735149,4.92
735149.5,4.89
735150,4.85
735150.5,4.84
735151,4.83
735151.5,4.82
735152,4.79
735152.5,4.79
735153,4.75
735153.5,4.74
735154,4.71
735154.5,4.67
735155,4.62
735155.5,4.6
735156,4.58
735156.5,4.55
735157,4.52
735157.5,4.52
735158,4.5
735158.5,4.47
735159,4.53
735159.5,4.51
735160,4.51
735160.5,4.51
735161,4.49
735161.5,4.48
735162,4.48
735162.5,4.48
735163,4.47
735163.5,4.45
735164,4.44
735164.5,4.43
735165,4.43
735165.5,4.4
735166,4.39
735166.5,4.36
735167,4.35
735167.5,4.34
735168,4.33
735168.5,4.34
735169,4.33
735169.5,4.31
735170,4.31
735170.5,4.3
735171,4.3
735171.5,4.28
735172,4.29
735172.5,4.32
735173,4.31
735173.5,4.33
735174,4.31
735174.5,4.3
735175,4.28
735175.5,4.25
735176,4.25
735176.5,4.22
735177,4.19
735177.5,4.15
735178,4.13
735178.5,4.1
735179,4.08
735179.5,4.05
