TrafficLoad, '2007-09-01-16:00:00' 
733313.5417,7.40845
733313.5625,7.53015
733313.5833,7.47485
733313.6042,7.1354
733313.625,6.5118
733313.6458,5.915725
733313.6667,5.347175
733313.6875,4.61615
733313.7083,3.72265
733313.7292,3.29765
733313.75,3.34115
733313.7708,2.8658
733313.7917,1.8716
733313.8125,1.147375
733313.8333,0.693125
733313.8542,0.572475
733313.875,0.785425
733313.8958,0.976475
733313.9167,1.145625
733313.9375,1.16095
733313.9583,1.02245
733313.9792,0.874725
733314,0.717775
733314.0208,0.69805
733314.0417,0.81555
733314.0625,0.78405
733314.0833,0.60355
733314.1042,0.5188
733314.125,0.5298
733314.1458,0.59205
733314.1667,0.70555
733314.1875,0.91335
733314.2083,1.21545
733314.2292,1.357275
733314.25,1.338825
733314.2708,1.404025
733314.2917,1.552875
733314.3125,1.79345
733314.3333,2.12575
733314.3542,2.483625
733314.375,2.867075
733314.3958,3.00725
733314.4167,2.90415
733314.4375,2.5608
733314.4583,1.9772
733314.4792,1.833925
733314.5,2.130975
733314.5208,2.118375
733314.5417,1.796125
733314.5625,1.6324
733314.5833,1.6272
733314.6042,1.578075
733314.625,1.485025
733314.6458,1.467225
733314.6667,1.524675
733314.6875,1.3666
733314.7083,0.993
733314.7292,0.81165
733314.75,0.82255
733314.7708,0.817075
733314.7917,0.795225
733314.8125,0.687725
733314.8333,0.494575
733314.8542,0.37555
733314.875,0.33065
733314.8958,0.29325
733314.9167,0.26335
733314.9375,0.2403
733314.9583,0.2241
733314.9792,0.2669
733315,0.3687
733315.0208,0.39175
733315.0417,0.33605
733315.0625,0.26815
733315.0833,0.18805
733315.1042,0.18675
733315.125,0.26425
733315.1458,0.27755
733315.1667,0.22665
733315.1875,0.198475
733315.2083,0.193025
733315.2292,0.3729
733315.25,0.7381
733315.2708,0.818975
733315.2917,0.615525
733315.3125,0.641675
733315.3333,0.897425
733315.3542,1.1329
733315.375,1.3481
733315.3958,1.34835
733315.4167,1.13365
733315.4375,1.10355
733315.4583,1.25805
733315.4792,1.205
733315.5,0.9444
733315.5208,0.9166
733315.5417,1.1216
733315.5625,1.1618
733315.5833,1.0372
733315.6042,0.9092
733315.625,0.7778
733315.6458,0.836575
733315.6667,1.085525
733315.6875,1.156075
733315.7083,1.048225
733315.7292,0.883375
733315.75,0.661525
733315.7708,0.5014
733315.7917,0.403
733315.8125,0.361975
733315.8333,0.378325
733315.8542,0.3945
733315.875,0.4105
733315.8958,0.520575
733315.9167,0.724725
733315.9375,0.68265
733315.9583,0.39435
733315.9792,0.262625
733316,0.287475
733316.0208,0.28775
733316.0417,0.26345
733316.0625,0.31305
733316.0833,0.43655
733316.1042,0.4868
733316.125,0.4638
733316.1458,0.602125
733316.1667,0.901775
733316.1875,1.056
733316.2083,1.0648
733316.2292,2.176225
733316.25,4.390275
733316.2708,5.880025
733316.2917,6.645475
733316.3125,6.813475
733316.3333,6.384025
733316.3542,6.515625
733316.375,7.208275
733316.3958,7.398325
733316.4167,7.085775
733316.4375,7.213375
733316.4583,7.781125
733316.4792,7.729975
733316.5,7.059925
733316.5208,7.019075
733316.5417,7.607425
733316.5625,7.8627
733316.5833,7.7849
733316.6042,7.504975
733316.625,7.022925
733316.6458,6.347775
733316.6667,5.479525
733316.6875,4.987375
733316.7083,4.871325
733316.7292,4.675825
733316.75,4.400875
733316.7708,3.626225
733316.7917,2.351875
733316.8125,1.5641
733316.8333,1.2629
733316.8542,1.087325
733316.875,1.037375
733316.8958,1.2374
733316.9167,1.6874
733316.9375,1.597025
733316.9583,0.966275
733316.9792,0.532325
733317,0.295175
733317.0208,0.3046
733317.0417,0.5606
733317.0625,0.67845
733317.0833,0.65815
733317.1042,0.83415
733317.125,1.20645
733317.1458,1.458675
733317.1667,1.590825
733317.1875,2.001525
733317.2083,2.690775
733317.2292,3.71235
733317.25,5.06625
733317.2708,6.408675
733317.2917,7.739625
733317.3125,7.73355
733317.3333,6.39045
733317.3542,5.8517
733317.375,6.1173
733317.3958,7.03225
733317.4167,8.59655
733317.4375,9.1238
733317.4583,8.614
733317.4792,8.00505
733317.5,7.29695
733317.5208,7.14475
733317.5417,7.54845
733317.5625,7.717675
733317.5833,7.652425
733317.6042,7.638525
733317.625,7.675975
733317.6458,7.10745
733317.6667,5.93295
733317.6875,4.8578
733317.7083,3.882
733317.7292,3.39635
733317.75,3.40085
733317.7708,3.09895
733317.7917,2.49065
733317.8125,1.8592
733317.8333,1.2046
733317.8542,0.7682
733317.875,0.55
733317.8958,0.580525
733317.9167,0.859775
733317.9375,1.123275
733317.9583,1.371025
733317.9792,1.3435
733318,1.0407
733318.0208,0.7498
733318.0417,0.4708
733318.0625,0.339475
733318.0833,0.355825
733318.1042,0.420075
733318.125,0.532225
733318.1458,0.7326
733318.1667,1.0212
733318.1875,1.346825
733318.2083,1.709475
733318.2292,2.657
733318.25,4.1894
733318.2708,5.664775
733318.2917,7.083125
733318.3125,7.412425
733318.3333,6.652675
733318.3542,6.2515
733318.375,6.2089
733318.3958,6.5647
733318.4167,7.3189
733318.4375,7.5995
733318.4583,7.4065
733318.4792,7.085675
733318.5,6.637025
733318.5208,7.020775
733318.5417,8.236925
733318.5625,8.51355
733318.5833,7.85065
733318.6042,7.1566
733318.625,6.4314
733318.6458,5.781175
733318.6667,5.205925
733318.6875,4.839675
733318.7083,4.682425
733318.7292,4.6216
733318.75,4.6572
733318.7708,4.1165
733318.7917,2.9995
733318.8125,2.1348
733318.8333,1.5224
733318.8542,1.22255
733318.875,1.23525
733318.8958,1.331725
733318.9167,1.511975
733318.9375,1.446625
733318.9583,1.135675
733318.9792,0.831875
733319,0.535225
733319.0208,0.435825
733319.0417,0.533675
733319.0625,0.57645
733319.0833,0.56415
733319.1042,0.59175
733319.125,0.65925
733319.1458,0.729975
733319.1667,0.803925
733319.1875,1.13635
733319.2083,1.72725
733319.2292,2.81045
733319.25,4.38595
733319.2708,5.46375
733319.2917,6.04385
733319.3125,6.60105
733319.3333,7.13535
733319.3542,7.1601
733319.375,6.6753
733319.3958,6.3738
733319.4167,6.2556
733319.4375,6.66155
733319.4583,7.59165
733319.4792,7.7659
733319.5,7.1843
733319.5208,7.097125
733319.5417,7.504375
733319.5625,7.885025
733319.5833,8.239075
733319.6042,8.050275
733319.625,7.318625
733319.6458,6.456275
733319.6667,5.463225
733319.6875,4.6048
733319.7083,3.881
733319.7292,3.596525
733319.75,3.751375
733319.7708,3.402775
733319.7917,2.550725
733319.8125,1.82695
733319.8333,1.23145
733319.8542,0.87235
733319.875,0.74965
733319.8958,0.839425
733319.9167,1.141675
733319.9375,1.2177
733319.9583,1.0675
733319.9792,0.962875
733320,0.903825
733320.0208,0.75355
733320.0417,0.51205
733320.0625,0.375975
733320.0833,0.345325
733320.1042,0.434325
733320.125,0.642975
733320.1458,0.795125
733320.1667,0.890775
733320.1875,1.1574
733320.2083,1.595
733320.2292,2.993275
733320.25,5.352225
733320.2708,6.7006
733320.2917,7.0384
733320.3125,7.191725
733320.3333,7.160575
733320.3542,7.2156
733320.375,7.3568
733320.3958,7.601925
733320.4167,7.950975
733320.4375,8.26815
733320.4583,8.55345
733320.4792,8.517875
733320.5,8.161425
733320.5208,7.65215
733320.5417,6.99005
733320.5625,6.649575
733320.5833,6.630725
733320.6042,6.637975
733320.625,6.671325
733320.6458,6.13925
733320.6667,5.04175
733320.6875,4.151525
733320.7083,3.468575
733320.7292,2.982225
733320.75,2.692475
733320.7708,2.342375
733320.7917,1.931925
733320.8125,1.53455
733320.8333,1.15025
733320.8542,0.85885
733320.875,0.66035
733320.8958,0.807975
733320.9167,1.301725
733320.9375,1.4106
733320.9583,1.1346
733320.9792,0.76985
733321,0.31635
733321.0208,0.1236
733321.0417,0.1916
733321.0625,0.306025
733321.0833,0.466875
733321.1042,0.5018
733321.125,0.4108
733321.1458,0.472725
733321.1667,0.687575
733321.1875,0.750875
733321.2083,0.662625
733321.2292,0.813825
733321.25,1.204475
733321.2708,1.644
733321.2917,2.1324
733321.3125,2.369825
733321.3333,2.356275
733321.3542,2.4806
733321.375,2.7428
733321.3958,2.857875
733321.4167,2.825825
733321.4375,2.511975
733321.4583,1.916325
733321.4792,1.7618
733321.5,2.0484
733321.5208,2.0476
733321.5417,1.7594
733321.5625,1.5911
733321.5833,1.5427
733321.6042,1.33405
733321.625,0.96515
733321.6458,0.88595
733321.6667,1.09645
733321.6875,1.195025
733321.7083,1.181675
733321.7292,1.11675
733321.75,1.00025
733321.7708,0.765825
733321.7917,0.413475
733321.8125,0.379325
733321.8333,0.663375
733321.8542,0.69265
733321.875,0.46715
733321.8958,0.329325
733321.9167,0.279175
733321.9375,0.234375
733321.9583,0.194925
733321.9792,0.1854
733322,0.2058
733322.0208,0.2075
733322.0417,0.1905
733322.0625,0.145
733322.0833,0.071
733322.1042,0.10975
733322.125,0.26125
733322.1458,0.3309
733322.1667,0.3187
733322.1875,0.361425
733322.2083,0.459075
733322.2292,0.467825
733322.25,0.387675
733322.2708,0.3815
733322.2917,0.4493
733322.3125,0.5087
733322.3333,0.5597
733322.3542,0.697325
733322.375,0.921575
733322.3958,1.07845
733322.4167,1.16795
733322.4375,1.109075
733322.4583,0.901825
733322.4792,0.827175
733322.5,0.885125
733322.5208,1.0816
733322.5417,1.4166
733322.5625,1.458475
733322.5833,1.207225
733322.6042,1.0494
733322.625,0.985
733322.6458,0.9755
733322.6667,1.0209
733322.6875,1.0631
733322.7083,1.1021
733322.7292,1.002325
733322.75,0.763775
733322.7708,0.6716
733322.7917,0.7258
733322.8125,0.6599
733322.8333,0.4739
733322.8542,0.3363
733322.875,0.2471
733322.8958,0.245925
733322.9167,0.332775
733322.9375,0.367175
733322.9583,0.349125
733322.9792,0.300575
733323,0.221525
733323.0208,0.2305
733323.0417,0.3275
733323.0625,0.371325
733323.0833,0.361975
733323.1042,0.422475
733323.125,0.552825
733323.1458,0.6259
733323.1667,0.6417
733323.1875,0.887575
733323.2083,1.363525
733323.2292,2.4067
733323.25,4.0171
733323.2708,5.60655
733323.2917,7.17505
733323.3125,7.412625
733323.3333,6.319275
733323.3542,6.02815
733323.375,6.53925
733323.3958,7.000425
733323.4167,7.411675
733323.4375,7.665975
733323.4583,7.763325
733323.4792,7.538825
733323.5,6.992475
733323.5208,6.788925
733323.5417,6.928175
733323.5625,7.150375
733323.5833,7.455525
733323.6042,7.46945
733323.625,7.19215
733323.6458,6.71225
733323.6667,6.02975
733323.6875,5.360475
733323.7083,4.704425
733323.7292,4.219175
733323.75,3.904725
733323.7708,3.2821
733323.7917,2.3513
733323.8125,1.704775
733323.8333,1.342525
733323.8542,1.2092
733323.875,1.3048
733323.8958,1.3535
733323.9167,1.3553
733323.9375,1.28505
733323.9583,1.14275
733323.9792,1.0026
733324,0.8646
733324.0208,0.644925
733324.0417,0.343575
733324.0625,0.304175
733324.0833,0.526725
733324.1042,0.608575
733324.125,0.549725
733324.1458,0.63005
733324.1667,0.84955
733324.1875,1.0325
733324.2083,1.1789
733324.2292,1.94455
733324.25,3.32945
733324.2708,5.039225
733324.2917,7.073875
733324.3125,7.850975
733324.3333,7.370525
733324.3542,7.423825
733324.375,8.010875
733324.3958,8.29385
733324.4167,8.27275
733324.4375,8.1737
733324.4583,7.9967
733324.4792,7.84785
733324.5,7.72715
733324.5208,7.4657
733324.5417,7.0635
733324.5625,7.03535
733324.5833,7.38125
733324.6042,7.2198
733324.625,6.551
733324.6458,6.2055
733324.6667,6.1833
733324.6875,5.863825
733324.7083,5.247075
733324.7292,4.499075
733324.75,3.619825
733324.7708,2.71645
733324.7917,1.78895
733324.8125,1.305525
733324.8333,1.266175
733324.8542,1.172725
733324.875,1.025175
733324.8958,1.001425
733324.9167,1.101475
733324.9375,0.979425
733324.9583,0.635275
733324.9792,0.452625
733325,0.431475
733325.0208,0.411425
733325.0417,0.392475
733325.0625,0.398575
733325.0833,0.429725
733325.1042,0.367975
733325.125,0.213325
733325.1458,0.3549
733325.1667,0.7927
733325.1875,1.2383
733325.2083,1.6917
733325.2292,2.79245
733325.25,4.54055
733325.2708,5.9135
733325.2917,6.9113
733325.3125,7.4445
733325.3333,7.5131
733325.3542,7.648775
733325.375,7.851525
733325.3958,8.2088
733325.4167,8.7206
733325.4375,8.767675
733325.4583,8.350025
733325.4792,8.293675
733325.5,8.598625
733325.5208,8.9596
733325.5417,9.3766
733325.5625,9.608125
733325.5833,9.654175
733325.6042,9.044625
733325.625,7.779475
733325.6458,6.98605
733325.6667,6.66435
733325.6875,5.93655
733325.7083,4.80265
733325.7292,3.976275
733325.75,3.457425
733325.7708,2.968325
733325.7917,2.508975
733325.8125,2.033975
733325.8333,1.543325
733325.8542,1.16395
733325.875,0.89585
733325.8958,0.81295
733325.9167,0.91525
733325.9375,1.05775
733325.9583,1.24045
733325.9792,1.081675
733326,0.581425
733326.0208,0.33545
733326.0417,0.34375
733326.0625,0.374
733326.0833,0.4262
733326.1042,0.505975
733326.125,0.613325
733326.1458,0.80325
733326.1667,1.07575
733326.1875,1.470525
733326.2083,1.987575
733326.2292,3.1295
733326.25,4.8963
733326.2708,6.0593
733326.2917,6.6185
733326.3125,6.74905
733326.3333,6.45095
733326.3542,6.600025
733326.375,7.196275
733326.3958,8.26485
733326.4167,9.80575
733326.4375,9.942575
733326.4583,8.675325
733326.4792,8.13225
733326.5,8.31335
733326.5208,8.13135
733326.5417,7.58625
733326.5625,7.6538
733326.5833,8.334
733326.6042,8.26855
733326.625,7.45745
733326.6458,7.050675
733326.6667,7.048225
733326.6875,6.219575
733326.7083,4.564725
733326.7292,3.61685
733326.75,3.37595
733326.7708,2.93645
733326.7917,2.29835
733326.8125,1.9233
733326.8333,1.8113
733326.8542,1.4683
733326.875,0.8943
733326.8958,0.747775
733326.9167,1.028725
733326.9375,1.0902
733326.9583,0.9322
733326.9792,0.788225
733327,0.658275
733327.0208,0.60655
733327.0417,0.63305
733327.0625,0.555725
733327.0833,0.374575
733327.1042,0.398075
733327.125,0.626225
733327.1458,0.906975
733327.1667,1.240325
733327.1875,1.377925
733327.2083,1.319775
733327.2292,2.501275
733327.25,4.922425
733327.2708,6.151875
733327.2917,6.189625
733327.3125,6.474575
733327.3333,7.006725
733327.3542,7.580475
733327.375,8.195825
733327.3958,8.58785
733327.4167,8.75655
733327.4375,8.391975
733327.4583,7.494125
733327.4792,7.3483
733327.5,7.9545
733327.5208,7.822
733327.5417,6.9508
733327.5625,6.7399
733327.5833,7.1893
733327.6042,7.177275
733327.625,6.703825
733327.6458,6.19695
733327.6667,5.65665
733327.6875,4.9591
733327.7083,4.1043
733327.7292,3.467625
733327.75,3.049075
733327.7708,2.52405
733327.7917,1.89255
733327.8125,1.3798
733327.8333,0.9858
733327.8542,0.873475
733327.875,1.042825
733327.8958,1.0351
733327.9167,0.8503
733327.9375,0.692075
733327.9583,0.560425
733327.9792,0.530775
733328,0.603125
733328.0208,0.598975
733328.0417,0.518325
733328.0625,0.384
733328.0833,0.196
733328.1042,0.19775
733328.125,0.38925
733328.1458,0.510825
733328.1667,0.562475
733328.1875,0.632825
733328.2083,0.721875
733328.2292,1.051325
733328.25,1.621175
733328.2708,2.080425
733328.2917,2.429075
733328.3125,2.549525
733328.3333,2.441775
733328.3542,2.66185
733328.375,3.20975
733328.3958,3.22045
733328.4167,2.69395
733328.4375,2.28865
733328.4583,2.00455
733328.4792,1.986725
733328.5,2.235175
733328.5208,2.2591
733328.5417,2.0585
733328.5625,1.734
733328.5833,1.2856
733328.6042,1.082175
733328.625,1.123725
733328.6458,1.227175
733328.6667,1.392525
733328.6875,1.387025
733328.7083,1.210675
733328.7292,1.125925
733328.75,1.132775
733328.7708,1.0324
733328.7917,0.8248
733328.8125,0.647125
733328.8333,0.499375
733328.8542,0.3778
733328.875,0.2824
733328.8958,0.203925
733328.9167,0.142375
733328.9375,0.1262
733328.9583,0.1554
733328.9792,0.21605
733329,0.30815
733329.0208,0.30265
733329.0417,0.19955
733329.0625,0.205
733329.0833,0.319
733329.1042,0.36625
733329.125,0.34675
733329.1458,0.27825
733329.1667,0.16075
733329.1875,0.1929
733329.2083,0.3747
733329.2292,0.5766
733329.25,0.7986
733329.2708,0.846675
733329.2917,0.720825
733329.3125,0.679325
733329.3333,0.722175
733329.3542,0.8044
733329.375,0.926
733329.3958,0.90125
733329.4167,0.73015
733329.4375,0.74895
733329.4583,0.95765
733329.4792,1.14245
733329.5,1.30335
733329.5208,1.2184
733329.5417,0.8876
733329.5625,0.793025
733329.5833,0.934675
733329.6042,0.91085
733329.625,0.72155
733329.6458,0.723225
733329.6667,0.915875
733329.6875,0.942475
733329.7083,0.803025
733329.7292,0.838425
733329.75,1.048675
733329.7708,0.908825
733329.7917,0.418875
733329.8125,0.190525
733329.8333,0.223775
733329.8542,0.2961
733329.875,0.4075
733329.8958,0.422375
733329.9167,0.340725
733329.9375,0.294575
733329.9583,0.283925
733329.9792,0.23985
733330,0.16235
733330.0208,0.147675
733330.0417,0.195825
733330.0625,0.261
733330.0833,0.3432
733330.1042,0.402725
733330.125,0.439575
733330.1458,0.529975
733330.1667,0.673925
733330.1875,0.8721
733330.2083,1.1245
733330.2292,2.030775
733330.25,3.590925
733330.2708,5.114075
733330.2917,6.600225
733330.3125,7.354575
733330.3333,7.377125
733330.3542,7.075775
733330.375,6.450525
733330.3958,6.28775
733330.4167,6.58745
733330.4375,7.016475
733330.4583,7.574825
733330.4792,7.628275
733330.5,7.176825
733330.5208,6.722575
733330.5417,6.265525
733330.5625,6.51425
733330.5833,7.46875
733330.6042,7.302225
733330.625,6.014675
733330.6458,5.3533
733330.6667,5.3181
733330.6875,4.85465
733330.7083,3.96295
733330.7292,3.591
733330.75,3.7388
733330.7708,3.261725
733330.7917,2.159775
733330.8125,1.396525
733330.8333,0.971975
733330.8542,0.8414
733330.875,1.0048
733330.8958,1.08205
733330.9167,1.07315
733330.9375,1.130525
733330.9583,1.254175
733330.9792,1.07865
733331,0.60395
733331.0208,0.49085
733331.0417,0.73935
733331.0625,0.7217
733331.0833,0.4379
733331.1042,0.402975
733331.125,0.616925
733331.1458,0.86625
733331.1667,1.15095
733331.1875,1.379175
733331.2083,1.550925
733331.2292,2.5349
733331.25,4.3311
733331.2708,5.6922
733331.2917,6.6182
733331.3125,6.390325
733331.3333,5.008575
733331.3542,5.540875
733331.375,7.987225
733331.3958,8.7333
733331.4167,7.7791
733331.4375,7.141025
733331.4583,6.819075
733331.4792,6.8604
733331.5,7.265
733331.5208,7.239975
733331.5417,6.785325
733331.5625,6.730375
733331.5833,7.075125
733331.6042,7.31285
733331.625,7.44355
733331.6458,6.9957
733331.6667,5.9693
733331.6875,5.085325
733331.7083,4.343775
733331.7292,4.031975
733331.75,4.149925
733331.7708,3.579775
733331.7917,2.321525
733331.8125,1.603025
733331.8333,1.424275
733331.8542,1.329
733331.875,1.3172
733331.8958,1.355225
733331.9167,1.443075
733331.9375,1.506975
733331.9583,1.546925
733331.9792,1.380825
733332,1.008675
733332.0208,0.756775
733332.0417,0.625125
733332.0625,0.6418
733332.0833,0.8068
733332.1042,0.823475
733332.125,0.691825
733332.1458,0.7144
733332.1667,0.8912
733332.1875,1.172725
733332.2083,1.558975
733332.2292,2.52725
733332.25,4.07755
733332.2708,5.506825
733332.2917,6.815075
733332.3125,7.062375
733332.3333,6.248725
733332.3542,5.8168
733332.375,5.7666
733332.3958,5.90935
733332.4167,6.24505
733332.4375,6.415175
733332.4583,6.419725
733332.4792,6.593525
733332.5,6.936575
733332.5208,7.0372
733332.5417,6.8954
733332.5625,7.038575
733332.5833,7.466725
733332.6042,7.483025
733332.625,7.087475
733332.6458,6.596125
733332.6667,6.008975
733332.6875,5.1016
733332.7083,3.874
733332.7292,3.4082
733332.75,3.7042
733332.7708,3.22155
733332.7917,1.96025
733332.8125,1.18065
733332.8333,0.88275
733332.8542,1.07565
733332.875,1.75935
733332.8958,1.809
733332.9167,1.2246
733332.9375,1.025775
733332.9583,1.212525
733332.9792,1.2174
733333,1.0404
733333.0208,0.874075
733333.0417,0.718425
733333.0625,0.56845
733333.0833,0.42415
733333.1042,0.54
733333.125,0.916
733333.1458,1.209225
733333.1667,1.419675
733333.1875,1.516275
733333.2083,1.499025
733333.2292,2.30655
733333.25,3.93885
733333.2708,5.390875
733333.2917,6.662625
733333.3125,7.48335
733333.3333,7.85305
733333.3542,8.411325
733333.375,9.158175
733333.3958,8.59555
733333.4167,6.72345
733333.4375,7.13375
733333.4583,9.82645
733333.4792,10.334625
733333.5,8.658275
733333.5208,7.731875
733333.5417,7.555425
733333.5625,7.683125
733333.5833,8.114975
733333.6042,8.032675
733333.625,7.436225
733333.6458,7.1147
733333.6667,7.0681
733333.6875,6.343225
733333.7083,4.940075
733333.7292,3.92185
733333.75,3.28855
733333.7708,2.778325
733333.7917,2.391175
733333.8125,1.8826
733333.8333,1.2526
733333.8542,0.891575
733333.875,0.799525
733333.8958,0.879825
733333.9167,1.132475
733333.9375,1.1528
733333.9583,0.9408
733333.9792,0.758075
733334,0.604625
733334.0208,0.5205
733334.0417,0.5057
733334.0625,0.493225
733334.0833,0.483075
733334.1042,0.5535
733334.125,0.7045
733334.1458,0.8889
733334.1667,1.1067
733334.1875,1.418225
733334.2083,1.823475
733334.2292,2.683625
733334.25,3.998675
733334.2708,5.249575
733334.2917,6.436325
733334.3125,7.495925
733334.3333,8.428375
733334.3542,8.55015
733334.375,7.86125
733334.3958,7.96975
733334.4167,8.87565
733334.4375,9.478625
733334.4583,9.778675
733334.4792,9.35065
733334.5,8.19455
733334.5208,7.724425
733334.5417,7.940275
733334.5625,8.22395
733334.5833,8.57545
733334.6042,8.35645
733334.625,7.56695
733334.6458,7.2043
733334.6667,7.2685
733334.6875,6.46985
733334.7083,4.80835
733334.7292,3.559425
733334.75,2.723075
733334.7708,2.179875
733334.7917,1.929825
733334.8125,1.509775
733334.8333,0.919725
733334.8542,0.62735
733334.875,0.63265
733334.8958,0.771175
733334.9167,1.042925
733334.9375,1.108825
733334.9583,0.968875
733334.9792,0.766225
733335,0.500875
733335.0208,0.330475
733335.0417,0.255025
733335.0625,0.262475
733335.0833,0.352825
733335.1042,0.42825
733335.125,0.48875
733335.1458,0.53125
733335.1667,0.55575
733335.1875,0.767925
733335.2083,1.167775
733335.2292,1.35345
733335.25,1.32495
733335.2708,1.59175
733335.2917,2.15385
733335.3125,2.628225
733335.3333,3.014875
733335.3542,3.22175
733335.375,3.24885
733335.3958,3.279075
733335.4167,3.312425
733335.4375,3.183125
733335.4583,2.891175
733335.4792,2.621525
733335.5,2.374175
733335.5208,2.183075
733335.5417,2.048225
733335.5625,1.8092
733335.5833,1.466
733335.6042,1.326825
733335.625,1.391675
733335.6458,1.4665
733335.6667,1.5513
733335.6875,1.41065
733335.7083,1.04455
733335.7292,0.874275
733335.75,0.899825
733335.7708,0.768425
733335.7917,0.480075
733335.8125,0.367275
733335.8333,0.430025
733335.8542,0.467175
733335.875,0.478725
733335.8958,0.4129
733335.9167,0.2697
733335.9375,0.210475
733335.9583,0.235225
733335.9792,0.232175
733336,0.201325
733336.0208,0.213425
733336.0417,0.268475
733336.0625,0.256325
733336.0833,0.176975
733336.1042,0.178725
733336.125,0.261575
733336.1458,0.286
733336.1667,0.252
733336.1875,0.24415
733336.2083,0.26245
733336.2292,0.375075
733336.25,0.582025
733336.2708,0.584825
733336.2917,0.383475
733336.3125,0.349
733336.3333,0.4814
733336.3542,0.583
733336.375,0.6538
733336.3958,0.84935
733336.4167,1.16965
733336.4375,1.294025
733336.4583,1.222475
733336.4792,1.1911
733336.5,1.1999
733336.5208,1.25665
733336.5417,1.36135
733336.5625,1.332025
733336.5833,1.168675
733336.6042,1.05165
733336.625,0.98095
733336.6458,1.062025
733336.6667,1.294875
733336.6875,1.43745
733336.7083,1.48975
733336.7292,1.236475
733336.75,0.677625
733336.7708,0.453125
733336.7917,0.562975
733336.8125,0.69805
733336.8333,NaN
733336.8542,NaN
733336.875,NaN
733336.8958,NaN
733336.9167,NaN
733336.9375,NaN
733336.9583,NaN
733336.9792,NaN
733337,NaN
733337.0208,NaN
733337.0417,NaN
733337.0625,NaN
733337.0833,NaN
733337.1042,NaN
733337.125,NaN
733337.1458,NaN
733337.1667,NaN
733337.1875,NaN
733337.2083,NaN
733337.2292,NaN
733337.25,NaN
733337.2708,NaN
733337.2917,NaN
733337.3125,NaN
733337.3333,NaN
733337.3542,NaN
733337.375,NaN
733337.3958,NaN
733337.4167,NaN
733337.4375,NaN
733337.4583,NaN
733337.4792,NaN
733337.5,NaN
733337.5208,NaN
733337.5417,NaN
733337.5625,NaN
733337.5833,NaN
733337.6042,NaN
733337.625,NaN
733337.6458,NaN
733337.6667,NaN
733337.6875,NaN
733337.7083,NaN
733337.7292,NaN
733337.75,NaN
733337.7708,NaN
733337.7917,NaN
733337.8125,NaN
733337.8333,NaN
733337.8541,NaN
733337.875,NaN
733337.8958,NaN
733337.9166,NaN
733337.9375,NaN
733337.9583,NaN
733337.9791,NaN
733338,NaN
733338.0208,NaN
733338.0416,NaN
733338.0625,NaN
733338.0833,NaN
733338.1041,NaN
733338.125,NaN
733338.1458,NaN
733338.1666,NaN
733338.1875,NaN
733338.2083,NaN
733338.2291,NaN
733338.25,NaN
733338.2708,NaN
733338.2916,NaN
733338.3125,NaN
733338.3333,NaN
733338.3541,NaN
733338.375,NaN
733338.3958,NaN
733338.4166,NaN
733338.4375,NaN
733338.4583,NaN
733338.4791,NaN
733338.5,NaN
733338.5208,NaN
733338.5416,NaN
733338.5625,NaN
733338.5833,NaN
733338.6041,NaN
733338.625,NaN
733338.6458,NaN
733338.6666,NaN
733338.6875,NaN
733338.7083,NaN
733338.7291,NaN
733338.75,NaN
733338.7708,NaN
733338.7916,NaN
733338.8125,NaN
733338.8333,NaN
733338.8541,NaN
733338.875,NaN
733338.8958,NaN
733338.9166,NaN
733338.9375,NaN
733338.9583,NaN
733338.9791,NaN
733339,NaN
733339.0208,NaN
733339.0416,NaN
733339.0625,NaN
733339.0833,NaN
733339.1041,NaN
733339.125,NaN
733339.1458,NaN
733339.1666,NaN
733339.1875,NaN
733339.2083,NaN
733339.2291,NaN
733339.25,NaN
733339.2708,NaN
733339.2916,NaN
733339.3125,NaN
733339.3333,NaN
733339.3541,NaN
733339.375,NaN
733339.3958,NaN
733339.4166,NaN
733339.4375,NaN
733339.4583,NaN
733339.4791,NaN
733339.5,NaN
733339.5208,NaN
733339.5416,NaN
733339.5625,NaN
733339.5833,NaN
733339.6041,NaN
733339.625,NaN
733339.6458,NaN
733339.6666,NaN
733339.6875,NaN
733339.7083,NaN
733339.7291,NaN
733339.75,NaN
733339.7708,NaN
733339.7916,NaN
733339.8125,NaN
733339.8333,NaN
733339.8541,NaN
733339.875,NaN
733339.8958,NaN
733339.9166,NaN
733339.9374,NaN
733339.9583,NaN
733339.9791,NaN
733339.9999,NaN
733340.0208,NaN
733340.0416,NaN
733340.0624,NaN
733340.0833,NaN
733340.1041,NaN
733340.1249,NaN
733340.1458,NaN
733340.1666,NaN
733340.1874,NaN
733340.2083,NaN
733340.2291,NaN
733340.2499,NaN
733340.2708,NaN
733340.2916,NaN
733340.3124,NaN
733340.3333,NaN
733340.3541,NaN
733340.3749,NaN
733340.3958,NaN
733340.4166,NaN
733340.4374,NaN
733340.4583,NaN
733340.4791,NaN
733340.4999,NaN
733340.5208,NaN
733340.5416,NaN
733340.5624,NaN
733340.5833,NaN
733340.6041,NaN
733340.6249,NaN
733340.6458,NaN
733340.6666,NaN
733340.6874,NaN
733340.7083,NaN
733340.7291,NaN
733340.7499,NaN
733340.7708,NaN
733340.7916,NaN
733340.8124,NaN
733340.8333,NaN
733340.8541,NaN
733340.8749,NaN
733340.8958,NaN
733340.9166,NaN
