'TS062ND1',2007-08-22-00:00:00'
733298.5208,18.28979167
733298.5417,18.61845833
733298.5625,18.89175
733298.5833,18.98525
733298.6042,19.065625
733298.625,18.85920833
733298.6458,18.66929167
733298.6667,18.441375
733298.6875,18.39495833
733298.7083,18.24558333
733298.7292,18.04025
733298.75,17.69416667
733298.7708,17.388375
733298.7917,17.02025
733298.8125,16.69895833
733298.8333,16.48
733298.8542,16.1705
733298.875,15.95104167
733298.8958,15.693
733298.9167,15.33541667
733298.9375,14.95858333
733298.9583,14.5795
733298.9792,14.236
733299,13.904625
733299.0208,13.35133333
733299.0417,12.87525
733299.0625,12.47433333
733299.0833,12.11841667
733299.1042,11.73629167
733299.125,11.48741667
733299.1458,11.24420833
733299.1667,11.23920833
733299.1875,11.25208333
733299.2083,11.37
733299.2292,11.56533333
733299.25,11.87820833
733299.2708,12.227
733299.2917,12.52270833
733299.3125,12.89645833
733299.3333,13.47608333
733299.3542,14.0885
733299.375,14.76758333
733299.3958,15.50625
733299.4167,16.37875
733299.4375,17.00416667
733299.4583,17.58916667
733299.4792,17.82375
733299.5,18.00291667
733299.5208,18.21916667
733299.5417,18.49
733299.5625,18.72916667
733299.5833,19.06625
733299.6042,19.24333333
733299.625,19.20375
733299.6458,19.33708333
733299.6667,19.27
733299.6875,18.99291667
733299.7083,18.74666667
733299.7292,16.97916667
733299.75,15.6775
733299.7708,15.31375
733299.7917,14.98208333
733299.8125,14.65
733299.8333,14.35
733299.8542,13.95958333
733299.875,13.64291667
733299.8958,13.34083333
733299.9167,12.95583333
733299.9375,12.56166667
733299.9583,12.30083333
733299.9792,11.96166667
733300,11.54125
733300.0208,11.1625
733300.0417,10.8125
733300.0625,10.51541667
733300.0833,10.21375
733300.1042,9.898833333
733300.125,9.673
733300.1458,9.5255
733300.1667,9.431291667
733300.1875,9.356125
733300.2083,9.364833333
733300.2292,9.301166667
733300.25,9.26325
733300.2708,9.303708333
733300.2917,9.2845
733300.3125,9.483833333
733300.3333,9.80975
733300.3542,10.26291667
733300.375,10.81833333
733300.3958,11.52916667
733300.4167,12.371125
733300.4375,13.334
733300.4583,14.33933333
733300.4792,15.16575
733300.5,15.84816667
733300.5208,16.36541667
733300.5417,16.835625
733300.5625,17.30258333
733300.5833,17.797875
733300.6042,17.7375
733300.625,17.396625
733300.6458,17.32408333
733300.6667,17.17795833
733300.6875,17.033375
733300.7083,16.72095833
733300.7292,16.4205
733300.75,16.19970833
733300.7708,15.911625
733300.7917,15.526875
733300.8125,15.304
733300.8333,15.13633333
733300.8542,14.86325
733300.875,14.533625
733300.8958,14.15816667
733300.9167,13.5695
733300.9375,13.140125
733300.9583,12.66754167
733300.9792,12.25045833
733301,11.84195833
733301.0208,11.417125
733301.0417,11.05270833
733301.0625,10.70220833
733301.0833,10.478625
733301.1042,10.23870833
733301.125,9.905491667
733301.1458,9.649816667
733301.1667,9.403216667
733301.1875,9.219554167
733301.2083,9.051441667
733301.2292,8.760208333
733301.25,8.5917875
733301.2708,8.4881625
733301.2917,8.656233333
733301.3125,8.9436
733301.3333,9.2493625
733301.3542,9.615445833
733301.375,10.58058333
733301.3958,12.32041667
