'CLASS01',2007-08-22-00:00:00'
733364.2917,3.625000002
733364.3125,4.000000003
733364.3333,3.000000003
733364.3542,2.625
733364.375,2.874999999
733364.3958,3.624999998
733364.4167,4.875000002
733364.4375,5.624999999
733364.4583,5.874999999
733364.4792,5.500000001
733364.5,4.500000004
733364.5208,4.749999998
733364.5417,6.250000002
733364.5625,5.750000007
733364.5833,3.250000007
733364.6042,3.249999997
733364.625,5.74999999
733364.6458,6.375000002
733364.6667,5.124999998
733364.6875,3.875000003
733364.7083,2.625000003
733364.7292,2.374999999
733364.75,3.124999997
733364.7708,3.375
733364.7917,3.125
733364.8125,2.875000001
733364.8333,2.625000001
733364.8542,2.5
733364.875,2.5
733364.8958,2.375
733364.9167,2.125
733364.9375,1.625000002
733364.9583,0.875000002
733364.9792,0.625
733365,0.874999999
733365.0208,0.875
733365.0417,0.625
733365.0625,0.375000001
733365.0833,0.125000001
733365.1042,0
733365.125,0
733365.1458,0.125
733365.1667,0.375
733365.1875,0.999999997
733365.2083,1.999999997
733365.2292,6.999999987
733365.25,15.99999996
733365.2708,25.37499999
733365.2917,35.12500001
733365.3125,35.12500003
733365.3333,25.37500003
733365.3542,16.37500001
733365.375,8.125000035
733365.3958,4.249999999
733365.4167,4.750000001
733365.4375,4.500000003
733365.4583,3.500000003
733365.4792,3.125
733365.5,3.374999999
733365.5208,3.125000001
733365.5417,2.374999999
733365.5625,3.624999991
733365.5833,6.874999991
733365.6042,8.625
733365.625,8.874999999
733365.6458,9.624999998
733365.6667,10.875
733365.6875,12
733365.7083,13
733365.7292,11.75
733365.75,8.250000015
733365.7708,5.500000003
733365.7917,3.499999997
733365.8125,2.874999998
733365.8333,3.624999998
733365.8542,3.875
733365.875,3.625000001
733365.8958,2.625000002
733365.9167,0.874999998
733365.9375,0.124999999
733365.9583,0.374999999
733365.9792,0.5
733366,0.5
733366.0208,0.5
733366.0417,0.5
733366.0625,0.5
733366.0833,0.5
733366.1042,0.375
733366.125,0.125000001
733366.1458,0
733366.1667,0
733366.1875,0.874999995
733366.2083,2.624999995
733366.2292,7.499999989
733366.25,15.49999997
733366.2708,25.12499998
733366.2917,36.37500002
733366.3125,36.12500003
733366.3333,24.37500003
733366.3542,15.75000001
733366.375,10.25000002
733366.3958,6.500000003
733366.4167,4.499999997
733366.4375,3.375000001
733366.4583,3.125000001
733366.4792,3.125
733366.5,3.374999999
733366.5208,3.5
733366.5417,3.5
733366.5625,4.874999992
733366.5833,7.624999992
733366.6042,8.500000001
733366.625,7.500000004
733366.6458,7.374999999
733366.6667,8.125000001
733366.6875,9.749999993
733366.7083,12.24999999
733366.7292,11.875
733366.75,8.625000014
733366.7708,5.500000004
733366.7917,2.499999996
733366.8125,1.499999997
733366.8333,2.499999997
733366.8542,2.875
733366.875,2.625000001
733366.8958,2.250000001
733366.9167,1.749999999
733366.9375,1.250000001
733366.9583,0.750000001
733366.9792,0.5
733367,0.5
733367.0208,0.625
733367.0417,0.875
733367.0625,0.750000001
733367.0833,0.250000001
733367.1042,0
733367.125,0
733367.1458,0
733367.1667,0
733367.1875,0.749999996
733367.2083,2.249999996
733367.2292,7.874999986
733367.25,17.62499996
733367.2708,26.49999999
733367.2917,34.50000001
733367.3125,33.87500003
733367.3333,24.62500003
733367.3542,16.25000001
733367.375,8.750000031
733367.3958,4.625000001
733367.4167,3.874999999
733367.4375,4.124999997
733367.4583,5.374999997
733367.4792,6.374999999
733367.5,7.124999997
733367.5208,6.750000002
733367.5417,5.249999998
733367.5625,5.374999995
733367.5833,7.124999995
733367.6042,8
733367.625,8
733367.6458,9.249999997
733367.6667,11.75
733367.6875,12.625
733367.7083,11.875
733367.7292,10.25
733367.75,7.75000001
733367.7708,6.000000001
733367.7917,4.999999999
733367.8125,3.875000003
733367.8333,2.625000003
733367.8542,2
733367.875,2
733367.8958,2
733367.9167,2
733367.9375,1.625000002
733367.9583,0.875000002
733367.9792,0.5
733368,0.5
733368.0208,0.625
733368.0417,0.875
733368.0625,0.750000001
733368.0833,0.250000001
733368.1042,0.125
733368.125,0.374999999
733368.1458,0.625
733368.1667,0.875
733368.1875,1.624999997
733368.2083,2.874999997
733368.2292,7.499999989
733368.25,15.49999997
733368.2708,24.12499999
733368.2917,33.37500001
733368.3125,33.25000003
733368.3333,23.75000003
733368.3542,16.25000001
733368.375,10.75000002
733368.3958,7.125000002
733368.4167,5.374999998
733368.4375,4.749999999
733368.4583,5.249999999
733368.4792,5.375
733368.5,5.125000001
733368.5208,5.374999999
733368.5417,6.125000001
733368.5625,6.125000002
733368.5833,5.375000002
733368.6042,6.249999997
733368.625,8.74999999
733368.6458,10.5
733368.6667,11.5
733368.6875,12.75
733368.7083,14.25
733368.7292,13.25
733368.75,9.750000015
733368.7708,7.125000002
733368.7917,5.374999998
733368.8125,4.624999999
733368.8333,4.874999999
733368.8542,4.750000001
733368.875,4.250000002
733368.8958,3.625000001
733368.9167,2.874999999
733368.9375,2.5
733368.9583,2.5
733368.9792,2.000000001
733369,1.000000004
733369.0208,0.5
733369.0417,0.5
733369.0625,0.375000001
733369.0833,0.125000001
733369.1042,0
733369.125,0
733369.1458,0
733369.1667,0
733369.1875,0.749999996
733369.2083,2.249999996
733369.2292,6.374999991
733369.25,13.12499997
733369.2708,22.74999998
733369.2917,35.25000002
733369.3125,35.00000004
733369.3333,22.00000004
733369.3542,13.50000001
733369.375,9.500000017
733369.3958,6.875000002
733369.4167,5.624999998
733369.4375,5.624999997
733369.4583,6.874999997
733369.4792,7.250000001
733369.5,6.750000002
733369.5208,7.749999997
733369.5417,10.25
733369.5625,12
733369.5833,13
733369.6042,12.875
733369.625,11.62500001
733369.6458,12.625
733369.6667,15.875
733369.6875,15.87500001
733369.7083,12.62500001
733369.7292,9.750000003
733369.75,7.25000001
733369.7708,5.875
733369.7917,5.625
733369.8125,4.875000003
733369.8333,3.625000003
733369.8542,2.625000001
733369.875,1.875000003
733369.8958,1.874999999
733369.9167,2.625000001
733369.9375,2.250000004
733369.9583,0.750000004
733369.9792,0
733370,0
733370.0208,0.125
733370.0417,0.375
733370.0625,0.375000001
733370.0833,0.125000001
733370.1042,0
733370.125,0
733370.1458,0
733370.1667,0
733370.1875,0.249999999
733370.2083,0.749999999
733370.2292,1.999999997
733370.25,3.999999992
733370.2708,6.374999996
733370.2917,9.125000004
733370.3125,9.750000004
733370.3333,8.250000004
733370.3542,6.500000003
733370.375,4.500000008
733370.3958,3.999999999
733370.4167,5.000000001
733370.4375,5.749999999
733370.4583,6.249999999
733370.4792,6.999999999
733370.5,7.999999996
733370.5208,8.749999999
733370.5417,9.250000001
733370.5625,9.125000002
733370.5833,8.375000002
733370.6042,7.250000002
733370.625,5.750000006
733370.6458,4.750000001
733370.6667,4.249999999
733370.6875,3.750000001
733370.7083,3.250000001
733370.7292,2.750000001
733370.75,2.250000002
733370.7708,2.374999999
733370.7917,3.125000001
733370.8125,3.250000001
733370.8333,2.750000001
733370.8542,2.375
733370.875,2.125000001
733370.8958,2
733370.9167,2
733370.9375,1.500000003
733370.9583,0.500000003
733370.9792,0.125
733371,0.374999999
733371.0208,0.5
733371.0417,0.5
733371.0625,0.375000001
733371.0833,0.125000001
733371.1042,0
733371.125,0
733371.1458,0
733371.1667,0
733371.1875,0.124999999
733371.2083,0.374999999
733371.2292,0.749999999
733371.25,1.249999998
733371.2708,2.749999997
733371.2917,5.250000003
733371.3125,5.500000006
733371.3333,3.500000006
733371.3542,2.625
733371.375,2.874999999
733371.3958,3.624999998
733371.4167,4.875000002
733371.4375,5.624999999
733371.4583,5.874999999
733371.4792,5.875
733371.5,5.625000001
733371.5208,5.999999999
733371.5417,7.000000001
733371.5625,8.874999992
733371.5833,11.62499999
733371.6042,12.625
733371.625,11.875
733371.6458,10.25
733371.6667,7.749999997
733371.6875,6.000000003
733371.7083,5.000000003
733371.7292,4.000000001
733371.75,3.000000004
733371.7708,2.625
733371.7917,2.875
733371.8125,2.750000001
733371.8333,2.250000001
733371.8542,1.750000001
733371.875,1.250000002
733371.8958,1.874999998
733371.9167,3.625000002
733371.9375,3.500000006
733371.9583,1.500000006
733371.9792,0.625
733372,0.874999999
733372.0208,0.875
733372.0417,0.625
733372.0625,0.375000001
733372.0833,0.125000001
733372.1042,0
733372.125,0
733372.1458,0.125
733372.1667,0.375
733372.1875,0.749999999
733372.2083,1.249999999
733372.2292,7.624999983
733372.25,19.87499995
733372.2708,30.37499999
733372.2917,39.12500001
733372.3125,38.87500003
733372.3333,29.62500003
733372.3542,21.00000001
733372.375,13.00000003
733372.3958,7.625000004
733372.4167,4.874999996
733372.4375,3.999999997
733372.4583,4.999999997
733372.4792,5.375
733372.5,5.125000001
733372.5208,5.624999998
733372.5417,6.875000002
733372.5625,6.750000004
733372.5833,5.250000004
733372.6042,5.499999997
733372.625,7.499999992
733372.6458,8.125000001
733372.6667,7.374999999
733372.6875,8.74999999
733372.7083,12.24999999
733372.7292,12.75
733372.75,10.25000001
733372.7708,7.625000004
733372.7917,4.874999996
733372.8125,3.000000003
733372.8333,2.000000003
733372.8542,1.874999999
733372.875,2.624999997
733372.8958,2.875
733372.9167,2.625
733372.9375,2.125000002
733372.9583,1.375000002
733372.9792,0.875
733373,0.625000001
733373.0208,0.5
733373.0417,0.5
733373.0625,0.624999999
733373.0833,0.874999999
733373.1042,0.750000001
733373.125,0.250000002
733373.1458,0.125
733373.1667,0.375
733373.1875,0.874999998
733373.2083,1.624999998
733373.2292,7.249999985
733373.25,17.74999996
733373.2708,28.49999998
733373.2917,39.50000002
733373.3125,38.75000003
733373.3333,26.25000003
733373.3542,15.87500001
733373.375,7.625000035
733373.3958,3.625
733373.4167,3.875
733373.4375,5.624999991
733373.4583,8.874999991
733373.4792,9.250000003
733373.5,6.75000001
733373.5208,4.875000002
733373.5417,3.624999998
733373.5625,4.249999993
733373.5833,6.749999993
733373.6042,8.874999998
733373.625,10.62499999
733373.6458,11.75
733373.6667,12.25
733373.6875,13.375
733373.7083,15.125
733373.7292,13.37500001
733373.75,8.125000022
733373.7708,5.5
733373.7917,5.5
733373.8125,4.750000004
733373.8333,3.250000004
733373.8542,2.874999999
733373.875,3.624999997
733373.8958,3.750000001
733373.9167,3.249999999
733373.9375,2.250000004
733373.9583,0.750000004
733373.9792,0.249999999
733374,0.749999998
733374.0208,1
733374.0417,1
733374.0625,0.750000001
733374.0833,0.250000001
733374.1042,0
733374.125,0
733374.1458,0.249999999
733374.1667,0.750000001
733374.1875,1.374999998
733374.2083,2.124999998
733374.2292,8.124999984
733374.25,19.37499995
733374.2708,30.37499998
733374.2917,41.12500002
733374.3125,39.87500004
733374.3333,26.62500004
733374.3542,17.50000001
733374.375,12.50000002
733374.3958,8.250000005
733374.4167,4.749999995
733374.4375,3.249999999
733374.4583,3.749999999
733374.4792,4
733374.5,4
733374.5208,4.749999998
733374.5417,6.250000002
733374.5625,6.375000003
733374.5833,5.125000003
733374.6042,5.624999997
733374.625,7.874999991
733374.6458,8.750000001
733374.6667,8.249999999
733374.6875,9.624999991
733374.7083,12.87499999
733374.7292,12.37500001
733374.75,8.125000018
733374.7708,5.125000002
733374.7917,3.374999998
733374.8125,1.875000003
733374.8333,0.625000003
733374.8542,0.749999998
733374.875,2.249999994
733374.8958,3
733374.9167,3
733374.9375,2.250000004
733374.9583,0.750000004
733374.9792,0.374999999
733375,1.124999997
733375.0208,1.125000001
733375.0417,0.374999999
733375.0625,0
733375.0833,0
733375.1042,0
733375.125,0
733375.1458,0.125
733375.1667,0.375
733375.1875,0.874999998
733375.2083,1.624999998
733375.2292,7.374999985
733375.25,18.12499995
733375.2708,27.49999999
733375.2917,35.50000001
733375.3125,34.37500003
733375.3333,24.12500003
733375.3542,16.50000001
733375.375,11.50000002
733375.3958,7.250000005
733375.4167,3.749999995
733375.4375,2.499999997
733375.4583,3.499999997
733375.4792,4.374999999
733375.5,5.124999997
733375.5208,7.124999995
733375.5417,10.375
733375.5625,10.12500001
733375.5833,6.37500001
733375.6042,5.749999997
733375.625,8.24999999
733375.6458,9.5
733375.6667,9.5
733375.6875,10.74999999
733375.7083,13.24999999
733375.7292,13.125
733375.75,10.37500001
733375.7708,8.250000002
733375.7917,6.749999998
733375.8125,5.375000003
733375.8333,4.125000003
733375.8542,3.625
733375.875,3.874999999
733375.8958,3.375000002
733375.9167,2.124999998
733375.9375,1.5
733375.9583,1.5
733375.9792,1.125000001
733376,0.375000003
733376.0208,0.499999999
733376.0417,1.500000001
733376.0625,1.500000003
733376.0833,0.500000003
733376.1042,0
733376.125,0
733376.1458,0.249999999
733376.1667,0.750000001
733376.1875,1.124999999
733376.2083,1.374999999
733376.2292,6.124999987
733376.25,15.37499996
733376.2708,24.12499999
733376.2917,32.37500001
733376.3125,31.12500003
733376.3333,20.37500003
733376.3542,13.12500001
733376.375,9.375000016
733376.3958,6.875000002
733376.4167,5.624999998
733376.4375,5.124999999
733376.4583,5.374999999
733376.4792,4.750000002
733376.5,3.250000006
733376.5208,2.999999999
733376.5417,4.000000001
733376.5625,5.374999995
733376.5833,7.124999995
733376.6042,7.625000001
733376.625,6.875000003
733376.6458,7.124999998
733376.6667,8.375000002
733376.6875,9.124999999
733376.7083,9.374999999
733376.7292,8.250000003
733376.75,5.75000001
733376.7708,3.875000002
733376.7917,2.624999998
733376.8125,2
733376.8333,2
733376.8542,2.249999999
733376.875,2.749999998
733376.8958,2.625000001
733376.9167,1.874999999
733376.9375,1.250000001
733376.9583,0.750000001
733376.9792,0.375
733377,0.125000001
733377.0208,0
733377.0417,0
733377.0625,0
733377.0833,0
733377.1042,0
733377.125,0
733377.1458,0.249999999
733377.1667,0.750000001
733377.1875,1.124999999
733377.2083,1.374999999
733377.2292,2.874999996
733377.25,5.624999988
733377.2708,7.999999997
733377.2917,10
733377.3125,9.375000009
733377.3333,6.125000009
733377.3542,4.250000001
733377.375,3.750000002
733377.3958,3.625
733377.4167,3.875
733377.4375,3.625000002
733377.4583,2.875000002
733377.4792,3.374999998
733377.5,5.124999993
733377.5208,5.875
733377.5417,5.625
733377.5625,5.250000001
733377.5833,4.750000001
733377.6042,4.625
733377.625,4.874999999
733377.6458,4.625000001
733377.6667,3.874999999
733377.6875,3.125000002
733377.7083,2.375000002
733377.7292,2
733377.75,2
733377.7708,2.125
733377.7917,2.375
733377.8125,1.875000003
733377.8333,0.625000003
733377.8542,0.499999999
733377.875,1.499999996
733377.8958,1.875
733377.9167,1.625
733377.9375,1.749999999
733377.9583,2.249999999
733377.9792,2.000000001
733378,1.000000004
733378.0208,0.5
733378.0417,0.5
733378.0625,0.375000001
733378.0833,0.125000001
733378.1042,0
733378.125,0
733378.1458,0
733378.1667,0
733378.1875,0
733378.2083,0
733378.2292,0.749999998
733378.25,2.249999994
733378.2708,2.750000001
733378.2917,2.249999999
733378.3125,1.500000003
733378.3333,0.500000003
733378.3542,0.374999999
733378.375,1.124999997
733378.3958,1.625
733378.4167,1.875
733378.4375,2.249999999
733378.4583,2.749999999
733378.4792,2.750000001
733378.5,2.250000002
733378.5208,1.875
733378.5417,1.625
733378.5625,1.874999998
733378.5833,2.624999998
733378.6042,3.249999999
733378.625,3.749999998
733378.6458,3.500000001
733378.6667,2.499999999
733378.6875,2
733378.7083,2
733378.7292,2.749999998
733378.75,4.249999994
733378.7708,4.000000003
733378.7917,1.999999997
733378.8125,1.499999997
733378.8333,2.499999997
733378.8542,2.500000001
733378.875,1.500000004
733378.8958,1.249999999
733378.9167,1.750000001
733378.9375,1.750000001
733378.9583,1.250000001
733378.9792,1
733379,1
733379.0208,1.125
733379.0417,1.375
733379.0625,1.125000002
733379.0833,0.375000002
733379.1042,0.249999999
733379.125,0.749999998
733379.1458,1
733379.1667,1
733379.1875,1.249999999
733379.2083,1.749999999
733379.2292,6.374999988
733379.25,15.12499996
733379.2708,24.74999999
733379.2917,35.25000001
733379.3125,34.37500003
733379.3333,22.12500003
733379.3542,13.87500001
733379.375,9.625000018
733379.3958,7.749999999
733379.4167,8.250000001
733379.4375,8.000000003
733379.4583,7.000000003
733379.4792,6.5
733379.5,6.5
733379.5208,5.625000002
733379.5417,3.874999998
733379.5625,3.999999994
733379.5833,5.999999994
733379.6042,7.749999998
733379.625,9.249999994
733379.6458,9.625000001
733379.6667,8.874999999
733379.6875,9.499999994
733379.7083,11.49999999
733379.7292,11.25
733379.75,8.75000001
733379.7708,6.875000002
733379.7917,5.624999998
733379.8125,4.500000003
733379.8333,3.500000003
733379.8542,2.625000001
733379.875,1.875000003
733379.8958,2.124999998
733379.9167,3.375000002
733379.9375,3.125000005
733379.9583,1.375000005
733379.9792,0.375
733380,0.125000001
733380.0208,0.249999999
733380.0417,0.750000001
733380.0625,1
733380.0833,1
733380.1042,0.875
733380.125,0.625000001
733380.1458,0.749999999
733380.1667,1.250000001
733380.1875,1.749999999
733380.2083,2.249999999
733380.2292,8.124999984
733380.25,19.37499995
733380.2708,28.99999999
733380.2917,37.00000001
733380.3125,35.12500003
733380.3333,23.37500003
733380.3542,14.37500001
733380.375,8.125000026
733380.3958,4.625000001
733380.4167,3.874999999
733380.4375,3.749999999
733380.4583,4.249999999
733380.4792,4.000000001
733380.5,3.000000004
733380.5208,3.624999997
733380.5417,5.875000003
733380.5625,6.875000001
733380.5833,6.625000001
733380.6042,7.249999998
733380.625,8.749999994
733380.6458,8.750000002
733380.6667,7.249999998
733380.6875,7.749999993
733380.7083,10.24999999
733380.7292,10.25
733380.75,7.75000001
733380.7708,5.750000002
733380.7917,4.249999998
733380.8125,3.000000003
733380.8333,2.000000003
733380.8542,1.625
733380.875,1.874999999
733380.8958,2
733380.9167,2
733380.9375,1.875000001
733380.9583,1.625000001
733380.9792,1.5
733381,1.5
733381.0208,1.250000001
733381.0417,0.749999999
733381.0625,0.5
733381.0833,0.5
733381.1042,0.625
733381.125,0.874999999
733381.1458,1
733381.1667,1
733381.1875,1.249999999
733381.2083,1.749999999
733381.2292,6.624999987
733381.25,15.87499996
733381.2708,25.99999998
733381.2917,37.00000002
733381.3125,34.87500004
733381.3333,19.62500004
733381.3542,10.75
733381.375,8.25000001
733381.3958,5.625000004
733381.4167,2.874999996
733381.4375,2.624999994
733381.4583,4.874999994
733381.4792,4.875000003
733381.5,2.625000009
733381.5208,2.874999996
733381.5417,5.625000004
733381.5625,7.874999995
733381.5833,9.624999995
733381.6042,10.875
733381.625,11.625
733381.6458,10.625
733381.6667,7.874999996
733381.6875,8.624999988
733381.7083,12.87499999
733381.7292,12.62500001
733381.75,7.87500002
733381.7708,4.875000002
733381.7917,3.624999998
733381.8125,2.875000001
733381.8333,2.625000001
733381.8542,2.749999999
733381.875,3.249999998
733381.8958,3.250000001
733381.9167,2.749999999
733381.9375,2.000000003
733381.9583,1.000000003
733381.9792,0.5
733382,0.5
733382.0208,0.625
733382.0417,0.875
733382.0625,0.750000001
733382.0833,0.250000001
733382.1042,0.125
733382.125,0.374999999
733382.1458,0.5
733382.1667,0.5
733382.1875,0.874999998
733382.2083,1.624999998
733382.2292,5.874999989
733382.25,13.62499997
733382.2708,23.62499998
733382.2917,35.87500002
733382.3125,34.62500004
733382.3333,19.87500004
733382.3542,10.75
733382.375,7.250000015
733382.3958,4.750000002
733382.4167,3.249999998
733382.4375,2.624999999
733382.4583,2.874999999
733382.4792,2.750000001
733382.5,2.250000002
733382.5208,2.624999998
733382.5417,3.875000002
733382.5625,4.5
733382.5833,4.5
733382.6042,4.749999999
733382.625,5.249999998
733382.6458,5.999999999
733382.6667,7.000000001
733382.6875,7.749999999
733382.7083,8.249999999
733382.7292,7.875000002
733382.75,6.625000005
733382.7708,4.750000003
733382.7917,2.249999997
733382.8125,0.750000001
733382.8333,0.250000001
733382.8542,0.999999997
733382.875,2.999999992
733382.8958,3.750000001
733382.9167,3.249999999
733382.9375,2.250000004
733382.9583,0.750000004
733382.9792,0.249999999
733383,0.749999998
733383.0208,0.875
733383.0417,0.625
733383.0625,0.624999999
733383.0833,0.874999999
733383.1042,1
733383.125,1
733383.1458,0.875
733383.1667,0.625
733383.1875,0.999999997
733383.2083,1.999999997
733383.2292,5.99999999
733383.25,12.99999997
733383.2708,21.62499999
733383.2917,31.87500001
733383.3125,30.50000004
733383.3333,17.50000004
733383.3542,9.875000003
733383.375,7.625000009
733383.3958,5.875000002
733383.4167,4.624999998
733383.4375,3.875000001
733383.4583,3.625000001
733383.4792,3.5
733383.5,3.5
733383.5208,3.874999999
733383.5417,4.625000001
733383.5625,6.624999991
733383.5833,9.874999991
733383.6042,10.125
733383.625,7.375000012
733383.6458,6.874999998
733383.6667,8.625000002
733383.6875,9.749999999
733383.7083,10.25
733383.7292,9.000000004
733383.75,6.000000013
733383.7708,4.5
733383.7917,4.5
733383.8125,4.125000002
733383.8333,3.375000002
733383.8542,3.125
733383.875,3.374999999
733383.8958,3.625
733383.9167,3.875
733383.9375,3.500000003
733383.9583,2.500000003
733383.9792,1.625000001
733384,0.875000003
733384.0208,0.375
733384.0417,0.125
733384.0625,0
733384.0833,0
733384.1042,0
733384.125,0
733384.1458,0
733384.1667,0
733384.1875,0.499999997
733384.2083,1.499999997
733384.2292,2.874999998
733384.25,4.624999993
733384.2708,6.624999997
733384.2917,8.875000003
733384.3125,8.625000008
733384.3333,5.875000008
733384.3542,3.875000002
733384.375,2.625000005
733384.3958,1.875
733384.4167,1.625
733384.4375,1.5
733384.4583,1.5
733384.4792,1.625
733384.5,1.874999999
733384.5208,2.624999998
733384.5417,3.875000002
733384.5625,4.375000001
733384.5833,4.125000001
733384.6042,3.375000002
733384.625,2.125000005
733384.6458,2.124999998
733384.6667,3.375000002
733384.6875,3.750000001
733384.7083,3.250000001
733384.7292,3.125
733384.75,3.374999999
733384.7708,2.750000002
733384.7917,1.249999998
733384.8125,0.874999998
733384.8333,1.624999998
733384.8542,1.625000001
733384.875,0.875000003
733384.8958,0.874999999
733384.9167,1.625000001
733384.9375,1.875000001
733384.9583,1.625000001
733384.9792,1.5
733385,1.5
733385.0208,1.125000001
733385.0417,0.374999999
733385.0625,0
733385.0833,0
733385.1042,0
733385.125,0
733385.1458,0
733385.1667,0
733385.1875,0
733385.2083,0
733385.2292,0.374999999
733385.25,1.124999997
733385.2708,1.625
733385.2917,1.875
733385.3125,1.875000001
733385.3333,1.625000001
733385.3542,1.250000001
733385.375,0.750000002
733385.3958,0.874999999
733385.4167,1.625000001
733385.4375,2.124999999
733385.4583,2.374999999
733385.4792,2.125000001
733385.5,1.375000003
733385.5208,0.875
733385.5417,0.625
733385.5625,0.624999999
733385.5833,0.874999999
733385.6042,1.249999999
733385.625,1.749999998
733385.6458,1.625000001
733385.6667,0.874999999
733385.6875,1.249999996
733385.7083,2.749999996
733385.7292,3.250000001
733385.75,2.750000002
733385.7708,2.250000001
733385.7917,1.749999999
733385.8125,1.624999999
733385.8333,1.874999999
733385.8542,1.625000001
733385.875,0.875000003
733385.8958,0.625
733385.9167,0.875
733385.9375,0.750000001
733385.9583,0.250000001
733385.9792,0
733386,0
733386.0208,0
733386.0417,0
733386.0625,0
733386.0833,0
733386.1042,0
733386.125,0
733386.1458,0.499999999
733386.1667,1.500000001
733386.1875,1.750000001
733386.2083,1.250000001
733386.2292,7.124999983
733386.25,19.37499995
733386.2708,28.12499999
733386.2917,33.37500001
733386.3125,30.62500003
733386.3333,19.87500003
733386.3542,12.75
733386.375,9.250000015
733386.3958,7.000000001
733386.4167,5.999999999
733386.4375,5.375000001
733386.4583,5.125000001
733386.4792,4.750000001
733386.5,4.250000002
733386.5208,4.624999998
733386.5417,5.875000002
733386.5625,6.250000001
733386.5833,5.750000001
733386.6042,7.124999995
733386.625,10.37499999
733386.6458,11.75
733386.6667,11.25
733386.6875,11.625
733386.7083,12.875
733386.7292,11.62500001
733386.75,7.875000016
733386.7708,5.375000002
733386.7917,4.124999998
733386.8125,3.000000003
733386.8333,2.000000003
733386.8542,2.124999998
733386.875,3.374999995
733386.8958,3.875
733386.9167,3.625
733386.9375,2.750000004
733386.9583,1.250000004
733386.9792,0.5
733387,0.5
733387.0208,0.5
733387.0417,0.5
733387.0625,0.375000001
733387.0833,0.125000001
733387.1042,0.125
733387.125,0.374999999
733387.1458,0.874999999
733387.1667,1.625000001
733387.1875,2.124999999
733387.2083,2.374999999
733387.2292,7.124999987
733387.25,16.37499996
733387.2708,24.99999999
733387.2917,33.00000001
733387.3125,32.12500003
733387.3333,22.37500003
733387.3542,14.37500001
733387.375,8.125000026
733387.3958,4.750000001
733387.4167,4.249999999
733387.4375,5.499999992
733387.4583,8.499999992
733387.4792,7.875000006
733387.5,3.625000018
733387.5208,2.749999997
733387.5417,5.250000003
733387.5625,6.624999999
733387.5833,6.874999999
733387.6042,8.749999995
733387.625,12.24999999
733387.6458,12.875
733387.6667,10.625
733387.6875,10.49999999
733387.7083,12.49999999
733387.7292,10.75000001
733387.75,5.250000023
733387.7708,3.249999998
733387.7917,4.750000002
733387.8125,4.500000006
733387.8333,2.500000006
733387.8542,1.625
733387.875,1.874999999
733387.8958,2
733387.9167,2
733387.9375,1.875000001
733387.9583,1.625000001
733387.9792,1.250000001
733388,0.750000002
733388.0208,0.375
733388.0417,0.125
733388.0625,0.124999999
733388.0833,0.374999999
733388.1042,0.375
733388.125,0.125000001
733388.1458,0.374999999
733388.1667,1.125000001
733388.1875,1.749999999
733388.2083,2.249999999
733388.2292,7.749999985
733388.25,18.24999996
733388.2708,27.99999999
733388.2917,37.00000001
733388.3125,34.75000004
733388.3333,21.25000004
733388.3542,13.375
733388.375,11.12500001
733388.3958,8.750000003
733388.4167,6.249999997
733388.4375,5
733388.4583,5
733388.4792,5.874999998
733388.5,7.624999993
733388.5208,8.000000001
733388.5417,6.999999999
733388.5625,6.250000001
733388.5833,5.750000001
733388.6042,6.874999996
733388.625,9.624999988
733388.6458,11.125
733388.6667,11.375
733388.6875,12.125
733388.7083,13.375
733388.7292,11.62500001
733388.75,6.87500002
733388.7708,4.999999999
733388.7917,6.000000001
733388.8125,6.125000002
733388.8333,5.375000002
733388.8542,4.375000002
733388.875,3.125000005
733388.8958,2.749999999
733388.9167,3.250000001
733388.9375,3.250000001
733388.9583,2.750000001
733388.9792,2.125000001
733389,1.375000003
733389.0208,0.750000001
733389.0417,0.249999999
733389.0625,0
733389.0833,0
733389.1042,0
733389.125,0
733389.1458,0.249999999
733389.1667,0.750000001
733389.1875,1.249999999
733389.2083,1.749999999
733389.2292,8.124999983
733389.25,20.37499995
733389.2708,29.74999999
733389.2917,36.25000001
733389.3125,34.37500003
733389.3333,24.12500003
733389.3542,15.87500001
733389.375,9.625000026
733389.3958,6.250000001
733389.4167,5.749999999
733389.4375,5.624999999
733389.4583,5.874999999
733389.4792,6
733389.5,6
733389.5208,6.874999998
733389.5417,8.625000002
733389.5625,8.000000008
733389.5833,5.000000008
733389.6042,6.124999993
733389.625,11.37499998
733389.6458,13.25
733389.6667,11.75
733389.6875,12.62499999
733389.7083,15.87499999
733389.7292,14.87500001
733389.75,9.625000022
733389.7708,6.375000002
733389.7917,5.124999998
733389.8125,3.625000005
733389.8333,1.875000005
733389.8542,1.249999999
733389.875,1.749999998
733389.8958,2.249999999
733389.9167,2.750000001
733389.9375,2.250000004
733389.9583,0.750000004
733389.9792,0.125
733390,0.374999999
733390.0208,0.375
733390.0417,0.125
733390.0625,0
733390.0833,0
733390.1042,0
733390.125,0
733390.1458,0.374999999
733390.1667,1.125000001
733390.1875,1.5
733390.2083,1.5
733390.2292,6.749999985
733390.25,17.24999996
733390.2708,26.74999999
733390.2917,35.25000001
733390.3125,33.62500003
733390.3333,21.87500003
733390.3542,13.75000001
733390.375,9.250000019
733390.3958,6.750000001
733390.4167,6.249999999
733390.4375,5.500000003
733390.4583,4.500000003
733390.4792,4.749999998
733390.5,6.249999994
733390.5208,7.249999999
